race_id,driver_id,team_id,start_position
88,109,11,16
88,104,32,17
88,103,33,18
88,111,11,19
88,117,30,20
89,106,1,1
89,75,14,2
89,94,14,3
89,93,1,4
89,110,22,5
89,104,32,6
89,57,22,7
89,114,32,8
89,60,33,9
89,12,34,10
89,108,2,11
89,79,2,12
89,101,34,13
89,117,30,14
89,83,30,15
89,87,28,16
89,109,11,17
89,111,11,18
89,103,33,19
89,115,28,20
90,94,14,1
90,12,34,2
90,93,1,3
90,57,22,4
90,87,28,5
90,115,28,6
90,101,34,7
90,110,22,8
90,79,2,9
90,117,30,10
90,83,30,11
90,109,11,12
90,75,14,13
90,108,2,14
90,104,32,15
90,60,33,16
90,103,33,17
90,111,11,18
90,106,1,19
90,114,32,20
91,93,1,1
91,94,14,2
91,106,1,3
91,75,14,4
91,57,22,5
91,108,2,6
91,12,34,7
91,110,22,8
91,117,30,9
91,111,11,10
91,104,32,11
91,83,30,12
91,114,32,13
91,79,2,14
91,101,34,15
91,109,11,16
91,87,28,17
91,60,33,18
91,115,28,19
91,103,33,20
92,94,14,1
92,106,1,2
92,93,1,3
92,110,22,4
92,75,14,5
92,101,34,6
92,87,28,7
92,57,22,8
92,115,28,9
92,108,2,10
92,79,2,11
92,103,33,12
92,117,30,13
92,104,32,14
92,109,11,15
92,114,32,16
92,111,11,17
92,60,33,18
92,12,34,19
93,106,1,1
93,94,14,2
93,75,14,3
93,57,22,4
93,108,2,5
93,110,22,6
93,12,34,7
93,114,32,8
93,79,2,9
93,101,34,10
93,83,30,11
93,60,33,12
93,109,11,13
93,104,32,14
93,103,33,15
93,117,30,16
93,115,28,17
93,111,11,18
93,93,1,19
93,87,28,20
94,110,22,1
94,93,1,2
94,106,1,3
94,108,2,4
94,101,34,5
94,12,34,6
94,57,22,7
94,83,30,8
94,79,2,9
94,94,14,10
94,75,14,11
94,117,30,12
94,87,28,13
94,103,33,14
94,115,28,15
94,114,32,16
94,109,11,17
94,60,33,18
94,111,11,19
94,104,32,20
95,93,1,1
95,75,14,2
95,12,34,3
95,57,22,4
95,110,22,5
95,109,11,6
95,79,2,7
95,104,32,8
95,103,33,9
95,60,33,10
95,111,11,11
95,87,28,12
95,83,30,13
95,94,14,14
95,106,1,15
95,101,34,16
95,108,2,17
95,117,30,18
95,115,28,19
95,114,32,20
96,94,14,1
96,106,1,2
96,93,1,3
96,57,22,4
96,75,14,5
96,110,22,6
96,108,2,7
96,115,28,8
96,114,32,9
96,103,33,10
96,104,32,11
96,101,34,12
96,12,34,13
96,117,30,14
96,109,11,15
96,83,30,16
96,79,2,17
96,87,28,18
96,60,33,19
96,111,11,20
97,106,1,1
97,110,22,2
97,108,2,3
97,79,2,4
97,104,32,5
97,12,34,6
97,94,14,7
97,118,11,8
97,117,30,9
97,111,11,10
97,60,33,11
97,103,33,12
97,75,14,13
97,101,34,14
97,83,30,15
97,87,28,16
97,115,28,17
97,93,1,18
97,57,22,19
97,114,32,20
98,106,1,1
98,75,14,2
98,57,22,3
98,93,1,4
98,12,34,5
98,108,2,6
98,104,32,7
98,94,14,8
98,87,28,9
98,114,32,10
98,103,33,11
98,115,28,12
98,60,33,13
98,117,30,14
98,83,30,15
98,79,2,16
98,101,34,17
98,109,11,18
98,111,11,19
98,110,22,20
99,94,14,1
99,106,1,2
99,93,1,3
99,75,14,4
99,101,34,5
99,57,22,6
99,12,34,7
99,110,22,8
99,60,33,9
99,108,2,10
99,79,2,11
99,83,30,12
99,114,32,13
99,117,30,14
99,115,28,15
99,109,11,16
99,87,28,17
99,103,33,18
99,111,11,19
100,93,1,1
100,94,14,2
100,57,22,3
100,110,22,4
100,103,33,5
100,108,2,6
100,83,30,7
100,109,11,8
100,75,14,9
100,60,33,10
100,104,32,11
100,106,1,12
100,87,28,13
100,12,34,14
100,79,2,15
100,115,28,16
100,111,11,17
100,117,30,18
100,114,32,19
100,101,34,20
101,94,14,1
101,110,22,2
101,57,22,3
101,75,14,4
101,93,1,5
101,83,30,6
101,106,1,7
101,108,2,8
101,12,34,9
101,101,34,10
101,79,2,11
101,117,30,12
101,114,32,13
101,104,32,14
101,115,28,15
101,60,33,16
101,109,11,17
101,111,11,18
101,87,28,19
101,103,33,20
102,110,22,1
102,57,22,2
102,94,14,3
102,75,14,4
102,106,1,5
102,108,2,6
102,93,1,7
102,87,28,8
102,60,33,9
102,104,32,10
102,79,2,11
102,115,28,12
102,117,30,13
102,83,30,14
102,103,33,15
102,101,34,16
102,12,34,17
102,111,11,18
102,109,11,19
102,114,32,20
103,94,14,1
103,75,14,2
103,106,1,3
103,93,1,4
103,57,22,5
103,110,22,6
103,108,2,7
103,101,34,8
103,60,33,9
103,12,34,10
103,114,32,11
103,115,28,12
103,79,2,13
103,103,33,14
103,117,30,15
103,87,28,16
103,104,32,17
103,83,30,18
103,109,11,19
103,111,11,20
104,94,14,1
104,75,14,2
104,106,1,3
104,93,1,4
104,12,33,5
104,110,22,6
104,57,22,7
104,103,33,8
104,101,34,9
104,70,28,10
104,108,2,11
104,83,30,12
104,117,30,13
104,114,32,14
104,109,11,15
104,119,11,16
104,87,28,17
104,120,2,18
104,118,32,19
104,104,34,20
105,75,14,1
105,12,33,2
105,110,22,3
105,93,1,4
105,103,33,5
105,101,34,6
105,57,22,7
105,120,2,8
105,104,34,9
105,70,28,10
105,117,30,11
105,106,1,12
105,87,28,13
105,83,30,14
105,94,14,15
105,114,32,16
105,109,11,17
105,118,32,18
105,108,2,19
105,119,11,20
106,94,14,1
106,110,22,2
106,57,22,3
106,12,33,4
106,93,1,5
106,103,33,6
106,106,1,7
106,109,11,8
106,104,34,9
106,70,28,10
106,101,34,11
106,114,32,12
106,108,2,13
106,87,28,14
106,118,32,15
106,120,2,16
106,117,30,17
106,119,11,18
107,106,1,1
107,94,14,2
107,75,14,3
107,93,1,4
107,57,22,5
107,12,33,6
107,108,2,7
107,114,32,8
107,103,33,9
107,120,2,10
107,110,22,11
107,109,11,12
107,83,30,13
107,119,11,14
107,117,30,15
107,87,28,16
107,104,34,17
107,118,32,18
107,101,34,19
107,70,28,20
108,75,14,1
108,12,33,2
108,93,1,3
108,87,28,4
108,104,34,5
108,110,22,6
108,106,1,7
108,101,34,8
108,94,14,9
108,83,30,10
108,109,11,11
108,70,28,12
108,57,22,13
108,117,30,14
108,118,32,15
108,108,2,16
108,114,32,17
108,103,33,18
108,120,2,19
108,119,11,20
109,94,14,1
109,12,33,2
109,101,34,3
109,93,1,4
109,57,22,5
109,106,1,6
109,104,34,7
109,110,22,8
109,114,32,9
109,108,2,10
109,120,2,11
109,118,32,12
109,109,11,13
109,103,33,14
109,83,30,15
109,119,11,16
109,87,28,17
109,70,28,18
109,117,30,19
109,75,14,20
110,94,14,1
110,93,1,2
110,108,2,3
110,57,22,4
110,103,33,5
110,101,34,6
110,70,28,7
110,12,33,8
110,120,2,9
110,104,34,10
110,75,14,11
110,110,22,12
110,117,30,13
110,118,32,14
110,114,32,15
110,83,30,16
110,87,28,17
110,109,11,18
110,106,1,19
110,119,11,20
111,94,14,1
111,12,33,2
111,57,22,3
111,110,22,4
111,70,28,5
111,101,34,6
111,108,2,7
111,120,2,8
111,109,11,9
111,106,1,10
111,93,1,11
111,75,14,12
111,87,28,13
111,83,30,14
111,104,34,15
111,103,33,16
111,118,32,17
111,119,11,18
111,114,32,19
111,117,30,20
112,94,14,1
112,106,1,2
112,93,1,3
112,108,2,4
112,57,22,5
112,103,33,6
112,12,33,7
112,70,28,8
112,104,34,9
112,109,11,10
112,110,22,11
112,101,34,12
112,120,2,13
112,83,30,14
112,75,14,15
112,114,32,16
112,117,30,17
112,119,11,18
112,87,28,19
112,118,32,20
113,94,14,1
113,108,2,2
113,120,2,3
113,106,1,4
113,93,1,5
113,110,22,6
113,57,22,7
113,109,11,8
113,12,33,9
113,104,34,10
113,70,28,11
113,103,33,12
113,101,34,13
113,119,11,14
113,75,14,15
113,114,32,16
113,117,30,17
113,118,32,18
113,87,28,19
113,83,30,20
114,57,22,1
114,94,14,2
114,108,2,3
114,120,2,4
114,117,30,5
114,106,1,6
114,83,30,7
114,12,33,8
114,75,14,9
114,70,28,10
114,93,1,11
114,101,34,12
114,79,32,13
114,103,33,14
114,104,34,15
114,109,11,16
114,114,32,17
114,110,22,18
114,87,28,19
114,119,11,20
115,106,1,1
115,75,14,2
115,57,22,3
115,93,1,4
115,120,2,5
115,94,14,6
115,108,2,7
115,110,22,8
115,12,33,9
115,103,33,10
115,114,32,11
115,104,34,12
115,83,30,13
115,101,34,14
115,109,11,15
115,87,28,16
115,117,30,17
115,119,11,18
115,79,32,19
115,70,28,20
116,94,14,1
116,108,2,2
116,110,22,3
116,109,11,4
116,12,33,5
116,93,1,6
116,75,14,7
116,120,2,8
116,106,1,9
116,119,11,10
116,103,33,11
116,104,34,12
116,57,22,13
116,70,28,14
116,117,30,15
116,101,34,16
116,114,32,17
116,83,30,18
116,121,32,19
117,93,1,1
117,94,14,2
117,106,1,3
117,110,22,4
117,75,14,5
117,109,11,6
117,120,2,7
117,57,22,8
117,108,2,9
117,12,33,10
117,114,32,11
117,121,32,12
117,70,28,13
117,83,30,14
117,119,11,15
117,117,30,16
117,104,34,17
117,101,34,18
117,87,28,19
117,103,33,20
118,93,1,1
118,110,22,2
118,106,1,3
118,108,2,4
118,57,22,5
118,87,28,6
118,12,33,7
118,101,34,8
118,70,28,9
118,121,32,10
118,94,14,11
118,104,34,12
118,75,14,13
118,109,11,14
118,114,32,15
118,83,30,16
118,120,2,17
118,119,11,18
118,117,30,19
118,103,33,20
119,94,14,1
119,120,2,2
119,108,2,3
119,106,1,4
119,75,14,5
119,93,1,6
119,57,22,7
119,110,22,8
119,114,32,9
119,12,33,10
119,121,32,11
119,104,34,12
119,109,11,13
119,101,34,14
119,87,28,15
119,83,30,16
119,103,33,17
119,70,28,18
119,117,30,19
119,119,11,20
120,94,14,1
120,110,22,2
120,57,22,3
120,12,33,4
120,106,1,5
120,120,2,6
120,104,34,7
120,101,34,8
120,83,30,9
120,108,2,10
120,114,32,11
120,93,1,12
120,109,11,13
120,70,28,14
120,119,11,15
120,103,33,16
120,121,32,17
120,87,28,18
120,117,30,19
120,75,14,20
121,106,1,1
121,108,2,2
121,57,22,3
121,93,1,4
121,110,22,5
121,94,14,6
121,104,34,7
121,101,34,8
121,75,14,9
121,120,2,10
121,114,32,11
121,117,30,12
121,83,30,13
121,79,32,14
121,109,11,15
121,119,11,16
121,87,28,17
121,70,28,18
121,12,33,19
121,103,33,20
122,106,1,1
122,93,1,2
122,94,14,3
122,79,32,4
122,75,14,5
122,57,22,6
122,120,2,7
122,110,22,8
122,83,30,9
122,117,30,10
122,104,34,11
122,70,28,12
122,12,33,13
122,109,11,14
122,101,34,15
122,87,28,16
122,108,2,17
122,114,32,18
122,119,11,19
122,103,33,20
123,94,14,1
123,106,1,2
123,103,33,3
123,12,33,4
123,57,22,5
123,108,2,6
123,93,1,7
123,110,22,8
123,75,14,9
123,120,2,10
123,70,28,11
123,87,28,12
123,109,11,13
123,101,34,14
123,104,34,15
123,114,32,16
123,79,32,17
123,83,30,18
123,119,11,19
123,117,30,20
124,106,1,1
124,94,14,2
124,110,22,3
124,104,34,4
124,109,11,5
124,119,11,6
124,83,30,7
124,87,28,8
124,12,33,9
124,57,22,10
124,75,14,11
124,93,1,12
124,70,28,13
124,79,32,14
124,108,2,15
124,101,34,16
124,117,30,17
124,120,2,18
124,103,33,19
124,114,32,20
125,94,14,1
125,106,1,2
125,120,2,3
125,110,22,4
125,108,2,5
125,114,32,6
125,12,33,7
125,70,28,8
125,75,14,9
125,104,34,10
125,57,22,11
125,101,34,12
125,103,33,13
125,109,11,14
125,79,32,15
125,93,1,16
125,87,28,17
125,83,30,18
125,117,30,19
125,119,11,20
126,94,14,1
126,106,1,2
126,110,22,3
126,93,1,4
126,75,14,5
126,12,33,6
126,108,2,7
126,120,2,8
126,57,22,9
126,70,28,10
126,114,35,11
126,103,33,12
126,109,11,13
126,79,35,14
126,87,28,15
126,83,3,16
126,117,3,17
126,119,11,18
126,101,34,19
126,104,34,20
127,94,14,1
127,106,1,2
127,75,14,3
127,12,33,4
127,120,2,5
127,108,2,6
127,110,22,7
127,57,22,8
127,114,35,9
127,103,33,10
127,122,1,11
127,109,11,12
127,87,28,13
127,79,35,14
127,70,28,15
127,83,3,16
127,101,34,17
127,104,34,18
127,119,11,19
127,117,3,20
128,94,14,1
128,93,1,2
128,108,2,3
128,106,1,4
128,120,2,5
128,75,14,6
128,110,22,7
128,114,35,8
128,103,33,9
128,12,33,10
128,57,22,11
128,109,11,12
128,83,3,13
128,87,28,14
128,101,34,15
128,70,28,16
128,104,34,17
128,79,35,18
128,117,3,19
129,94,14,1
129,75,14,2
129,108,2,3
129,93,1,4
129,12,33,5
129,120,2,6
129,57,22,7
129,106,1,8
129,110,22,9
129,114,35,10
129,79,35,11
129,70,28,12
129,83,3,13
129,109,11,14
129,101,34,15
129,103,33,16
129,104,34,17
129,87,28,18
129,119,11,19
129,117,3,20
130,94,14,1
130,75,14,2
130,12,33,3
130,108,2,4
130,120,2,5
130,106,1,6
130,93,1,7
130,110,22,8
130,70,28,9
130,83,3,10
130,103,33,11
130,79,35,12
130,101,34,13
130,109,11,14
130,104,34,15
130,117,3,16
130,87,28,17
130,57,22,18
130,114,35,19
130,119,11,20
131,94,14,1
131,106,1,2
131,93,1,3
131,75,14,4
131,108,2,5
131,120,2,6
131,110,22,7
131,57,22,8
131,70,28,9
131,114,35,10
131,103,33,11
131,104,34,12
131,101,34,13
131,109,11,14
131,12,33,15
131,83,3,16
131,119,11,17
131,87,28,18
131,117,3,19
131,79,35,20
132,94,14,1
132,108,2,2
132,106,1,3
132,93,1,4
132,120,2,5
132,110,22,6
132,114,35,7
132,57,22,8
132,79,35,9
132,70,28,10
132,75,14,11
132,101,34,12
132,103,33,13
132,109,11,14
132,104,34,15
132,83,3,16
132,117,3,17
132,87,28,18
132,119,11,19
132,12,33,20
133,106,1,1
133,120,2,2
133,93,1,3
133,108,2,4
133,110,22,5
133,94,14,6
133,57,22,7
133,114,35,8
133,109,11,9
133,104,34,10
133,101,34,11
133,79,35,12
133,103,33,13
133,12,33,14
133,119,11,15
133,75,14,16
133,83,3,17
133,117,3,18
133,70,28,19
133,87,28,20
134,110,22,1
134,94,14,2
134,108,2,3
134,120,2,4
134,79,35,5
134,12,33,6
134,57,22,7
134,114,35,8
134,103,33,9
134,109,11,10
134,106,1,11
134,93,1,12
134,119,11,13
134,87,28,14
134,104,34,15
134,75,14,16
134,70,28,17
134,101,34,18
134,83,3,19
134,117,3,20
135,108,2,1
135,94,14,2
135,57,22,3
135,110,22,4
135,106,1,5
135,93,1,6
135,104,34,7
135,101,34,8
135,120,2,9
135,12,33,10
135,75,14,11
135,83,3,12
135,70,28,13
135,103,33,14
135,117,3,15
135,87,28,16
135,114,35,17
135,79,35,18
135,119,11,19
135,109,11,20
136,94,14,1
136,108,2,2
136,110,22,3
136,93,1,4
136,57,22,5
136,106,1,6
136,120,2,7
136,75,14,8
136,70,28,9
136,101,34,10
136,79,35,11
136,87,28,12
136,104,34,13
136,114,35,14
136,12,33,15
136,109,11,16
136,103,33,17
136,83,3,18
136,119,11,19
136,117,3,20
137,110,22,1
137,57,22,2
137,108,2,3
137,94,14,4
137,120,2,5
137,70,28,6
137,93,1,7
137,103,33,8
137,109,11,9
137,12,33,10
137,106,1,11
137,119,11,12
137,114,35,13
137,117,3,14
137,79,35,15
137,83,3,16
137,87,28,17
137,101,34,18
137,75,14,19
137,104,34,19
138,108,2,1
138,120,2,2
138,94,14,3
138,93,1,4
138,57,22,5
138,106,1,6
138,12,33,7
138,103,33,8
138,79,35,9
138,114,35,10
138,70,28,11
138,83,3,12
138,109,11,13
138,119,11,14
138,87,28,15
138,75,14,16
138,110,22,17
138,117,3,18
138,101,34,19
138,104,34,20
139,106,1,1
139,75,14,2
139,57,22,3
139,108,2,4
139,120,2,5
139,110,22,6
139,93,1,7
139,12,33,8
139,101,34,9
139,109,11,10
139,94,14,11
139,104,34,12
139,79,35,13
139,83,3,14
139,103,33,15
139,70,28,16
139,87,28,17
139,119,11,18
139,117,3,19
139,114,35,20
140,108,2,1
140,94,14,2
140,120,2,3
140,110,22,4
140,75,14,5
140,106,1,6
140,12,33,7
140,103,33,8
140,104,34,9
140,93,1,10
140,114,35,11
140,70,28,12
140,79,35,13
140,57,22,14
140,101,34,15
140,83,3,16
140,117,3,17
140,119,11,18
140,109,11,19
140,87,28,20
141,108,2,1
141,120,2,2
141,110,22,3
141,106,1,4
141,93,1,5
141,57,22,6
141,94,14,7
141,75,14,8
141,109,11,9
141,70,28,10
141,12,33,11
141,79,35,12
141,87,28,13
141,104,34,14
141,101,34,15
141,114,35,16
141,103,33,17
141,123,11,18
141,83,3,19
141,117,3,20
142,106,1,1
142,120,2,2
142,93,1,3
142,75,14,4
142,110,22,5
142,94,14,6
142,12,33,7
142,123,11,8
142,109,11,9
142,122,28,10
142,114,35,11
142,70,28,12
142,103,33,13
142,79,35,14
142,108,2,15
142,83,3,16
142,117,3,17
142,104,34,18
142,57,22,19
142,101,34,20
143,108,2,1
143,94,14,2
143,57,22,3
143,110,22,4
143,120,2,5
143,70,28,6
143,12,33,7
143,114,35,8
143,106,1,9
143,93,1,10
143,109,11,11
143,123,11,12
143,75,14,13
143,87,28,14
143,101,34,15
143,79,35,16
143,103,33,17
143,104,34,18
143,83,3,19
143,117,3,20
144,108,2,1
144,94,14,2
144,93,1,3
144,106,1,4
144,120,2,5
144,104,34,6
144,12,33,7
144,87,28,8
144,75,14,9
144,114,35,10
144,70,28,11
144,101,34,12
144,103,33,13
144,109,11,14
144,123,11,15
144,83,3,16
144,57,22,17
144,117,3,18
144,121,35,19
144,110,22,20
145,93,1,1
145,94,14,2
145,108,2,3
145,106,1,4
145,110,22,5
145,57,22,6
145,87,28,7
145,104,34,8
145,109,11,9
145,70,28,10
145,114,35,11
145,121,35,12
145,12,33,13
145,103,33,14
145,83,3,15
145,123,11,16
145,120,2,17
145,75,14,18
145,117,3,19
145,101,34,20
146,108,2,1
146,110,22,2
146,114,35,3
146,101,34,4
146,121,35,5
146,106,1,6
146,109,11,7
146,120,2,8
146,12,33,9
146,103,33,10
146,83,3,11
146,75,14,12
146,104,34,13
146,57,22,14
146,122,28,15
146,123,11,16
146,94,14,17
146,70,28,18
146,117,3,19
146,93,1,20
147,110,22,1
147,93,1,2
147,104,34,3
147,106,1,4
147,94,14,5
147,108,2,6
147,114,35,7
147,120,2,8
147,70,28,9
147,57,22,10
147,101,34,11
147,87,28,12
147,117,3,13
147,121,35,14
147,75,14,15
147,12,33,16
147,109,11,17
147,103,33,18
147,83,3,19
147,123,11,20
148,110,22,1
148,94,14,2
148,108,2,3
148,120,2,4
148,106,1,5
148,57,22,6
148,93,1,7
148,12,33,8
148,75,14,9
148,87,28,10
148,104,34,11
148,117,3,12
148,83,3,13
148,114,35,14
148,103,33,15
148,109,11,16
148,121,35,17
148,70,28,18
148,123,11,19
148,101,34,20
149,108,2,1
149,120,2,2
149,93,1,3
149,94,14,4
149,104,34,5
149,110,22,6
149,70,28,7
149,12,33,8
149,83,3,9
149,75,14,10
149,114,35,11
149,121,35,12
149,103,33,13
149,87,28,14
149,117,3,15
149,57,22,16
149,124,34,17
149,109,11,18
149,106,1,19
149,123,11,20
150,108,2,1
150,120,2,2
150,94,14,3
150,110,22,4
150,114,35,5
150,109,11,6
150,106,1,7
150,57,1,8
150,104,34,9
150,93,11,10
150,127,35,11
150,12,33,12
150,103,33,13
150,124,34,14
150,126,36,15
150,125,22,16
150,70,36,17
150,121,14,18
150,101,28,19
150,122,28,20
151,120,2,1
151,110,22,2
151,108,2,3
151,94,14,4
151,57,1,5
151,106,1,6
151,127,35,7
151,125,22,8
151,114,35,9
151,109,11,10
151,101,28,11
151,70,36,12
151,12,33,13
151,103,33,14
151,93,11,15
151,104,34,16
151,122,28,17
151,124,34,18
151,126,36,19
151,121,14,20
152,94,14,1
152,108,2,2
152,120,2,3
152,106,1,4
152,110,22,5
152,125,22,6
152,127,35,7
152,57,1,8
152,109,11,9
152,122,28,10
152,104,34,11
152,12,33,12
152,121,35,13
152,114,14,14
152,93,11,15
152,70,36,16
152,126,36,17
152,101,28,18
152,124,34,19
152,103,33,20
153,120,2,1
153,106,1,2
153,110,22,3
153,104,34,4
153,125,22,5
153,108,2,6
153,94,14,7
153,93,11,8
153,57,1,9
153,114,14,10
153,124,34,11
153,127,35,12
153,12,33,13
153,101,28,14
153,109,11,15
153,70,36,16
153,121,35,17
153,126,36,18
153,103,33,19
153,122,28,20
154,94,14,1
154,120,2,2
154,110,22,3
154,106,1,4
154,125,22,5
154,93,11,6
154,57,1,7
154,114,14,8
154,104,34,9
154,108,2,10
154,109,11,11
154,121,35,12
154,12,33,13
154,127,35,14
154,122,28,15
154,103,33,16
154,124,34,17
154,70,36,18
154,101,28,19
154,126,36,20
155,94,14,1
155,108,2,2
155,125,22,3
155,120,2,4
155,110,22,5
155,93,11,6
155,109,11,7
155,106,1,8
155,101,28,9
155,114,14,10
155,127,35,11
155,57,1,12
155,126,36,13
155,124,34,14
155,121,35,15
155,70,36,16
155,12,33,17
155,103,33,18
155,122,28,19
155,104,34,20
156,120,2,1
156,94,14,2
156,110,22,3
156,108,2,4
156,12,33,5
156,93,11,6
156,109,11,7
156,103,33,8
156,127,35,9
156,104,34,10
156,106,1,11
156,57,1,12
156,125,22,13
156,126,36,14
156,121,35,15
156,123,34,16
156,70,36,17
156,101,28,18
156,122,28,19
156,114,14,20
157,108,2,1
157,106,1,2
157,120,2,3
157,94,14,4
157,127,35,5
157,12,33,6
157,57,1,7
157,101,28,8
157,121,35,9
157,109,11,10
157,93,11,11
157,114,14,12
157,70,36,13
157,110,22,14
157,125,22,15
157,126,36,16
157,104,34,17
157,123,34,18
157,103,33,19
157,122,28,20
158,120,2,1
158,108,2,2
158,94,14,3
158,110,22,4
158,57,1,5
158,125,22,6
158,106,1,7
158,104,34,8
158,127,35,9
158,12,33,10
158,109,11,11
158,126,36,12
158,121,35,13
158,103,33,14
158,122,28,14
158,70,36,15
158,101,28,16
158,93,11,17
158,123,34,18
158,114,14,19
159,110,22,1
159,94,14,2
159,120,2,3
159,125,22,4
159,57,1,5
159,12,33,6
159,108,2,7
159,106,1,8
159,109,11,9
159,123,34,10
159,70,36,11
159,127,35,12
159,122,28,13
159,101,28,14
159,126,36,15
159,93,11,16
159,103,33,17
159,114,14,18
159,121,35,19
159,104,34,20
160,108,2,1
160,106,1,2
160,120,2,3
160,57,1,4
160,110,22,5
160,121,35,6
160,94,14,7
160,126,36,8
160,125,22,9
160,104,34,10
160,12,33,11
160,109,11,12
160,127,35,13
160,123,34,14
160,122,28,15
160,103,33,16
160,101,28,17
160,114,14,18
160,93,11,19
160,70,36,20
161,94,14,1
161,120,2,2
161,108,2,3
161,110,22,4
161,57,1,5
161,106,1,6
161,12,33,7
161,104,34,8
161,93,11,9
161,125,22,10
161,114,14,11
161,127,35,12
161,109,11,13
161,101,28,14
161,121,35,15
161,126,36,16
161,103,33,17
161,122,28,18
161,70,36,19
161,123,34,20
162,108,2,1
162,120,2,2
162,106,1,3
162,94,14,4
162,109,11,5
162,110,22,6
162,114,14,7
162,127,35,8
162,121,35,9
162,126,36,10
162,101,28,11
162,122,28,12
162,104,34,13
162,70,36,14
162,123,34,15
162,103,33,16
162,93,11,17
162,57,1,18
162,125,22,19
162,12,33,20
163,106,1,1
163,120,2,2
163,108,2,3
163,110,22,4
163,12,33,5
163,103,33,6
163,126,36,7
163,94,14,8
163,121,35,9
163,127,35,10
163,122,28,11
163,57,1,12
163,93,11,13
163,123,34,14
163,125,22,15
163,104,34,16
163,101,28,17
163,70,36,18
163,109,11,19
163,114,14,20
164,120,2,1
164,108,2,2
164,94,14,3
164,127,35,4
164,110,22,5
164,106,1,6
164,57,1,7
164,121,35,8
164,93,11,9
164,12,33,10
164,125,22,11
164,114,14,12
164,126,36,13
164,104,34,14
164,109,11,15
164,123,34,16
164,70,36,17
164,101,28,18
164,103,33,19
164,122,28,20
165,94,14,1
165,108,2,2
165,120,2,3
165,106,1,4
165,110,22,5
165,125,22,6
165,126,36,7
165,12,33,8
165,114,14,9
165,57,1,10
165,122,28,11
165,70,36,12
165,93,11,13
165,109,11,14
165,101,28,15
165,103,33,16
165,123,34,17
165,121,35,18
165,127,35,19
165,104,34,20
166,94,14,1
166,93,11,2
166,121,35,3
166,125,22,4
166,110,22,5
166,114,14,6
166,108,2,7
166,127,35,8
166,120,2,9
166,106,1,10
166,12,33,11
166,57,1,12
166,126,36,13
166,103,33,14
166,122,28,15
166,123,34,16
166,70,36,17
166,104,34,18
166,109,11,19
166,101,28,20
167,110,22,1
167,94,14,2
167,120,2,3
167,125,22,4
167,108,2,5
167,57,1,6
167,106,1,7
167,127,35,8
167,122,28,9
167,12,33,10
167,70,36,11
167,121,35,12
167,114,14,13
167,126,36,14
167,103,33,15
167,123,34,16
167,101,28,17
167,93,11,18
167,104,34,19
167,109,11,20
168,94,14,1
168,108,2,2
168,106,1,3
168,110,22,4
168,57,1,5
168,120,2,6
168,125,22,7
168,122,28,8
168,93,11,9
168,12,33,10
168,70,36,11
168,121,35,12
168,114,14,13
168,104,34,14
168,123,34,15
168,126,36,16
168,101,28,17
168,109,11,18
168,103,33,19
168,127,35,20
169,108,2,1
169,106,1,2
169,57,1,3
169,110,22,4
169,94,14,5
169,125,22,6
169,120,2,7
169,127,35,8
169,122,28,9
169,114,14,10
169,101,28,11
169,93,11,12
169,70,36,13
169,12,33,14
169,121,35,15
169,126,36,16
169,109,11,17
169,104,34,18
169,103,33,19
169,123,34,20
170,108,2,1
170,125,22,2
170,106,1,3
170,120,2,4
170,127,35,5
170,110,22,6
170,121,35,7
170,122,28,8
170,104,34,9
170,70,36,10
170,12,33,11
170,109,11,12
170,57,1,13
170,103,33,14
170,93,11,15
170,123,34,16
170,114,14,17
170,126,36,18
170,94,14,19
170,101,28,20
171,108,2,1
171,94,14,2
171,93,11,3
171,110,22,4
171,120,2,5
171,121,35,6
171,12,33,7
171,127,35,8
171,106,1,9
171,104,34,10
171,70,36,11
171,103,33,12
171,101,28,13
171,122,28,14
171,123,34,15
171,109,11,16
171,125,22,17
171,126,36,18
171,57,1,19
171,114,14,20
172,120,2,1
172,108,2,2
172,94,14,3
172,110,22,4
172,125,22,5
172,127,35,6
172,93,11,7
172,12,33,8
172,104,34,9
172,106,1,10
172,70,36,11
172,121,35,12
172,122,28,13
172,109,11,14
172,114,14,15
172,101,28,16
172,57,1,17
172,103,33,18
172,126,36,19
172,123,34,20
173,94,14,1
173,108,2,2
173,120,2,3
173,110,22,4
173,106,1,5
173,12,33,6
173,126,36,7
173,101,28,8
173,127,35,9
173,114,14,10
173,122,28,11
173,93,11,12
173,121,35,13
173,125,22,14
173,103,33,15
173,57,1,16
173,109,11,17
173,70,36,18
173,104,34,19
173,123,34,20
