race_id,driver_id,team_id,start_position
58,83,22,1
58,110,22,2
58,94,14,3
58,106,1,4
58,75,31,5
58,88,32,6
58,79,13,7
58,93,2,8
58,104,32,9
58,103,31,10
58,101,13,11
58,109,14,12
58,60,1,13
58,102,30,14
58,87,28,15
58,111,11,16
58,112,11,17
58,6,30,18
58,108,2,19
58,113,28,20
59,94,14,1
59,83,22,2
59,57,22,3
59,108,2,4
59,109,14,5
59,93,2,6
59,88,32,7
59,103,31,8
59,104,32,9
59,101,13,10
59,79,13,11
59,106,1,12
59,60,1,13
59,102,30,14
59,6,30,15
59,110,11,16
59,113,28,17
59,111,11,18
59,75,31,19
59,87,28,20
60,94,14,1
60,57,22,2
60,83,22,3
60,106,1,4
60,104,32,5
60,79,2,6
60,108,2,7
60,93,1,8
60,12,34,9
60,103,33,10
60,75,14,11
60,102,30,12
60,114,32,13
60,6,30,14
60,110,11,15
60,101,34,16
60,111,11,17
60,115,28,18
60,116,28,19
60,60,33,20
61,57,22,1
61,75,14,2
61,94,14,3
61,106,1,4
61,104,32,5
61,79,2,6
61,108,2,7
61,83,22,8
61,101,34,9
61,103,33,10
61,93,1,11
61,110,11,12
61,60,33,13
61,111,11,14
61,12,34,15
61,6,30,16
61,102,30,17
61,115,28,18
61,116,28,19
61,114,32,20
62,83,22,1
62,57,22,2
62,94,14,3
62,75,14,4
62,93,1,5
62,101,34,6
62,108,2,7
62,106,1,8
62,104,32,9
62,60,33,10
62,110,11,11
62,102,30,12
62,12,34,13
62,114,32,14
62,6,30,15
62,79,2,16
62,103,33,17
62,111,11,18
62,115,28,19
62,116,28,20
63,57,22,1
63,94,14,2
63,83,22,3
63,106,1,4
63,101,34,5
63,93,1,6
63,79,2,7
63,75,14,8
63,108,2,9
63,12,34,10
63,103,33,11
63,104,32,12
63,60,33,13
63,102,30,14
63,110,11,15
63,114,32,16
63,6,30,17
63,115,28,18
63,111,11,19
63,116,28,20
64,106,1,1
64,94,14,2
64,83,22,3
64,93,1,4
64,108,2,5
64,104,32,6
64,57,22,7
64,60,33,8
64,75,14,9
64,102,30,10
64,101,34,11
64,79,2,12
64,103,33,13
64,6,30,14
64,110,11,15
64,114,32,16
64,12,34,17
64,111,11,18
64,116,28,19
64,115,28,20
65,106,1,1
65,57,22,2
65,94,14,3
65,104,32,4
65,93,1,5
65,75,14,6
65,114,32,7
65,12,34,8
65,108,2,9
65,83,22,10
65,60,33,11
65,101,34,12
65,79,2,13
65,6,30,14
65,110,11,15
65,111,11,16
65,115,28,17
65,116,28,18
65,103,33,19
65,102,30,20
66,94,14,1
66,57,22,2
66,83,22,3
66,75,14,4
66,93,1,5
66,104,32,6
66,106,1,7
66,108,2,8
66,12,34,9
66,79,2,10
66,101,34,11
66,60,33,12
66,102,30,13
66,110,11,14
66,115,28,15
66,111,11,16
66,6,30,17
66,116,28,18
66,103,33,19
67,94,14,1
67,57,22,2
67,108,2,3
67,75,14,4
67,83,22,5
67,104,32,6
67,106,1,7
67,12,34,8
67,103,33,9
67,110,11,10
67,114,32,11
67,93,1,12
67,79,2,13
67,60,33,14
67,102,30,15
67,111,11,16
67,101,34,17
67,6,30,18
67,115,28,19
67,116,28,20
68,94,14,1
68,108,2,2
68,75,14,3
68,57,22,4
68,83,22,5
68,104,32,6
68,114,32,7
68,110,11,8
68,103,33,9
68,93,1,10
68,60,33,11
68,106,1,12
68,79,2,13
68,12,34,14
68,102,30,15
68,6,30,16
68,101,34,17
68,111,11,18
68,115,28,19
68,116,28,20
69,94,14,1
69,57,22,2
69,83,22,3
69,106,1,4
69,108,2,5
69,79,2,6
69,12,34,7
69,60,33,8
69,101,34,9
69,93,1,10
69,104,32,11
69,110,11,12
69,6,30,13
69,103,33,14
69,102,30,15
69,114,32,16
69,111,11,17
69,115,28,18
69,116,28,19
69,75,14,20
70,57,22,1
70,83,22,2
70,94,14,3
70,75,14,4
70,104,32,5
70,108,2,6
70,106,1,7
70,101,34,8
70,12,34,9
70,60,33,10
70,79,2,11
70,103,33,12
70,6,30,13
70,102,30,14
70,93,1,15
70,114,32,16
70,110,11,17
70,111,11,18
70,116,28,19
70,115,28,20
71,94,14,1
71,110,11,2
71,57,22,3
71,79,2,4
71,60,33,5
71,104,32,6
71,75,14,7
71,101,34,8
71,106,1,9
71,111,11,10
71,93,1,11
71,12,34,12
71,83,22,13
71,102,30,14
71,108,2,15
71,114,32,16
71,115,28,17
71,116,28,18
71,103,33,19
71,6,30,20
72,94,14,1
72,57,22,2
72,83,22,3
72,104,32,4
72,106,1,5
72,93,1,6
72,102,30,7
72,101,34,8
72,12,34,9
72,79,2,10
72,110,11,11
72,103,33,12
72,108,2,13
72,114,32,14
72,60,33,15
72,56,30,16
72,115,28,17
72,116,28,18
73,94,14,1
73,79,2,2
73,108,2,3
73,57,22,4
73,106,1,5
73,93,1,6
73,102,30,7
73,75,14,8
73,103,33,9
73,12,34,10
73,60,33,11
73,101,34,12
73,111,11,13
73,110,11,14
73,114,32,15
73,116,28,16
73,56,30,17
73,115,28,18
73,83,22,19
74,108,2,1
74,93,1,2
74,110,11,3
74,57,22,4
74,79,2,5
74,12,34,6
74,103,33,7
74,75,14,8
74,101,34,9
74,60,33,10
74,104,32,11
74,114,32,12
74,6,30,13
74,115,28,14
74,116,28,15
74,83,22,16
74,102,30,17
74,111,11,18
74,106,1,19
74,94,14,20
75,83,22,1
75,94,14,2
75,106,1,3
75,104,32,4
75,12,34,5
75,75,14,6
75,108,2,7
75,103,33,8
75,114,32,9
75,60,33,10
75,57,22,11
75,101,34,12
75,110,11,13
75,115,28,14
75,111,11,15
75,102,30,16
75,6,30,17
75,116,28,18
75,93,1,19
75,79,2,20
76,94,14,1
76,57,22,2
76,75,14,3
76,106,1,4
76,93,1,5
76,79,2,6
76,108,2,7
76,104,32,8
76,83,22,9
76,114,32,10
76,101,34,11
76,102,30,12
76,103,33,13
76,111,11,14
76,6,30,15
76,115,28,16
76,116,28,17
76,60,33,18
76,12,34,19
76,110,11,20
77,83,22,1
77,57,22,2
77,94,14,3
77,75,14,4
77,104,32,5
77,93,1,6
77,79,2,7
77,106,1,8
77,60,33,9
77,6,30,10
77,102,30,11
77,12,34,12
77,111,11,13
77,115,28,14
77,116,28,15
77,110,11,16
77,114,32,17
77,108,2,18
77,101,34,19
77,103,33,20
78,83,22,1
78,94,14,2
78,93,1,3
78,75,14,4
78,108,2,5
78,106,1,6
78,104,32,7
78,101,34,8
78,60,33,9
78,57,22,10
78,79,2,11
78,12,34,12
78,102,30,13
78,103,33,14
78,114,32,15
78,111,11,16
78,110,11,17
78,115,28,18
78,116,28,19
78,6,30,20
79,57,22,1
79,104,32,2
79,12,34,3
79,108,2,4
79,93,1,5
79,83,22,6
79,94,14,7
79,114,32,8
79,101,34,9
79,60,33,10
79,75,14,11
79,103,33,12
79,106,1,13
79,79,2,14
79,110,11,15
79,6,30,16
79,111,11,17
79,102,30,18
79,115,28,19
79,116,28,20
80,57,22,1
80,83,22,2
80,94,14,3
80,106,1,4
80,75,14,5
80,104,32,6
80,108,2,7
80,114,32,8
80,101,34,9
80,102,30,10
80,79,2,11
80,6,30,12
80,12,34,13
80,110,11,14
80,93,1,15
80,111,11,16
80,60,33,17
80,103,33,18
80,115,28,19
80,116,28,20
81,94,14,1
81,57,22,2
81,108,2,3
81,75,14,4
81,93,1,5
81,83,22,6
81,106,1,7
81,114,32,8
81,101,34,9
81,79,2,10
81,12,34,11
81,104,32,12
81,103,33,13
81,102,30,14
81,60,33,15
81,111,11,16
81,110,11,17
81,6,30,18
81,115,28,19
82,106,1,1
82,94,14,2
82,93,1,3
82,75,14,4
82,57,22,5
82,83,30,6
82,87,28,7
82,12,34,8
82,110,22,9
82,104,32,10
82,101,34,11
82,115,28,12
82,108,2,13
82,109,11,14
82,117,30,15
82,114,32,16
82,70,33,17
82,79,2,18
82,103,33,19
82,111,11,20
83,75,14,1
83,106,1,2
83,93,1,3
83,94,14,4
83,101,34,5
83,110,22,6
83,12,34,7
83,83,30,8
83,104,32,9
83,87,28,10
83,108,2,11
83,117,30,12
83,103,33,13
83,79,2,14
83,57,22,15
83,109,11,16
83,70,33,17
83,111,11,18
83,114,32,19
84,106,1,1
84,94,14,2
84,75,14,3
84,108,2,4
84,57,22,5
84,110,22,6
84,79,2,7
84,101,34,8
84,93,1,9
84,12,34,10
84,104,32,11
84,83,30,12
84,114,32,13
84,117,30,14
84,115,28,15
84,87,28,16
84,60,33,17
84,111,11,18
84,103,33,19
84,109,11,20
85,94,14,1
85,106,1,2
85,75,14,3
85,93,1,4
85,108,2,5
85,79,2,6
85,83,30,7
85,87,28,8
85,12,34,9
85,115,28,10
85,110,22,11
85,114,32,12
85,60,33,13
85,57,22,14
85,103,33,15
85,101,34,16
85,104,32,17
85,109,11,18
85,111,11,19
86,106,1,1
86,93,1,2
86,94,14,3
86,75,14,4
86,83,30,5
86,57,22,6
86,104,32,7
86,108,2,8
86,114,32,9
86,103,33,10
86,12,34,11
86,110,22,12
86,60,33,13
86,79,2,14
86,115,28,15
86,87,28,16
86,117,30,17
86,109,11,18
86,111,11,19
86,101,34,20
87,106,1,1
87,94,14,2
87,93,1,3
87,110,22,4
87,75,14,5
87,57,22,6
87,83,30,7
87,87,28,8
87,79,2,9
87,115,28,10
87,108,2,11
87,101,34,12
87,114,32,13
87,104,32,14
87,117,30,15
87,60,33,16
87,103,33,17
87,109,11,18
87,111,11,19
87,12,34,20
88,106,1,1
88,93,1,2
88,75,14,3
88,94,14,4
88,108,2,5
88,110,22,6
88,12,34,7
88,57,22,8
88,60,33,9
88,101,34,10
88,114,32,11
88,83,30,12
88,87,28,13
88,79,2,14
88,115,28,15
