race_id,driver_id,team_id,stop_number,stop_lap,pits_time
11,105,9,2,52,19.985
11,100,4,2,52,19.621
11,70,5,3,55,20.812
11,67,10,3,55,19.752
11,87,10,3,55,27.736
11,93,5,3,56,20.530
12,89,7,1,6,22.640
12,6,1,1,14,24.471
12,83,2,1,15,21.337
12,75,6,1,22,22.561
12,70,5,1,23,21.966
12,105,9,1,24,21.831
12,57,2,1,25,21.480
12,93,5,1,25,21.914
12,67,10,1,29,21.733
12,87,10,1,31,25.126
12,107,8,1,31,21.509
12,104,9,1,32,21.684
12,6,1,2,38,21.829
12,60,1,1,39,23.111
12,12,4,1,39,21.795
12,101,6,1,39,22.258
12,100,4,1,40,21.732
12,79,3,1,44,21.364
12,103,8,1,47,21.291
12,70,5,2,50,22.650
13,60,1,1,1,19.582
13,57,2,1,1,19.372
13,75,6,1,1,19.667
13,101,6,1,1,19.582
13,94,3,1,1,19.942
13,67,10,1,1,20.280
13,87,10,1,1,20.021
13,104,9,1,1,20.136
13,89,7,1,1,19.711
13,107,8,1,1,19.791
13,103,8,1,1,19.732
13,79,3,1,1,6:35.824
13,105,9,1,1,18.084
13,93,5,1,1,18.509
13,83,2,1,1,20.349
13,100,4,1,1,19.847
13,6,1,1,1,26.367
13,83,2,2,2,30.519
13,100,4,2,2,22.706
13,6,1,2,7,35.451
13,57,2,2,21,22.375
13,60,1,2,22,22.253
13,93,5,2,22,23.857
13,67,10,2,23,23.248
13,103,8,2,23,22.901
13,101,6,2,24,23.225
13,107,8,2,24,22.339
13,75,6,2,25,23.157
13,104,9,2,25,22.953
13,94,3,2,26,22.341
13,87,10,2,26,24.304
13,89,7,2,26,22.558
13,100,4,3,28,23.389
13,83,2,3,29,22.399
13,105,9,2,31,29.316
14,70,5,1,1,25.234
14,79,3,1,1,24.805
14,60,1,1,1,32.219
14,89,7,1,1,29.992
14,87,10,1,4,38.563
14,6,1,1,20,23.862
14,67,10,1,23,24.779
14,100,4,1,24,24.094
14,94,3,1,26,24.003
14,57,2,1,28,23.728
14,60,1,2,29,24.301
14,104,9,1,34,27.792
14,106,7,1,34,24.084
14,103,8,1,35,26.440
14,83,2,1,36,23.763
14,107,8,1,37,25.245
14,101,6,1,38,24.827
14,75,6,1,39,25.655
14,93,5,1,39,25.774
14,70,5,2,41,24.456
14,89,7,2,42,25.575
15,107,8,1,3,30.477
15,60,1,1,14,28.722
15,105,9,1,14,29.912
15,57,2,1,15,28.946
15,70,5,1,15,31.183
15,83,2,1,16,28.542
15,67,10,1,16,29.517
15,94,3,1,17,29.681
15,75,6,1,17,29.978
15,6,1,1,22,29.513
15,104,9,1,26,28.931
15,87,10,1,26,29.408
15,79,3,1,27,28.779
15,75,6,2,33,30.561
15,105,9,2,36,29.464
15,87,10,2,36,30.711
15,93,5,1,37,30.242
15,12,4,1,38,29.922
15,106,7,1,38,29.310
15,75,6,3,39,24.340
15,103,8,1,40,28.767
15,100,4,1,43,30.234
15,89,7,1,44,28.860
15,107,8,2,45,34.022
15,87,10,3,48,29.324
16,105,9,1,3,29.418
16,12,4,1,5,30.348
16,103,8,1,7,29.266
16,67,10,1,8,30.469
16,87,10,1,9,29.904
16,106,7,1,10,30.397
16,101,6,1,10,30.642
16,107,8,1,10,29.912
16,89,7,1,11,30.051
16,100,4,1,11,29.636
16,83,2,1,12,29.794
16,75,6,1,12,29.924
16,60,1,1,13,29.798
16,57,2,1,14,29.551
16,6,1,1,18,29.531
16,93,5,1,32,30.021
16,70,5,1,35,30.625
16,89,7,2,37,30.146
16,79,3,1,39,37.446
16,94,3,1,43,29.370
17,87,10,1,2,29.007
17,106,7,1,4,38.891
17,107,8,1,4,23.660
17,89,7,1,5,23.244
17,103,8,1,14,23.657
17,6,1,1,17,22.781
17,94,3,1,21,28.789
17,83,2,1,23,22.777
17,79,3,1,23,22.864
17,100,4,1,23,23.159
17,57,2,1,24,22.614
17,75,6,1,24,23.635
17,101,6,1,26,23.316
17,60,1,1,26,22.748
17,12,4,1,26,27.454
17,105,9,1,28,23.110
17,67,10,1,29,23.692
17,104,9,1,29,23.376
17,70,5,1,30,23.555
17,93,5,1,32,23.477
17,106,7,2,35,26.672
17,107,8,2,38,23.647
17,103,8,2,39,29.804
18,106,7,1,1,34.812
18,103,8,1,1,41.048
18,67,10,1,1,35.104
18,103,8,2,5,18.610
18,107,8,1,10,23.686
18,100,4,1,10,24.065
18,104,9,1,10,23.865
18,57,2,1,11,23.693
18,6,1,1,21,23.714
18,94,3,1,22,23.446
18,101,6,1,22,24.534
18,83,2,1,23,23.478
18,70,5,1,23,24.681
18,93,5,1,24,29.319
18,75,6,1,25,25.723
18,60,1,1,26,24.449
18,105,9,1,27,23.819
18,107,8,2,29,23.715
18,87,10,1,30,23.723
18,89,7,1,30,23.940
18,57,2,2,37,23.915
18,104,9,2,36,24.219
18,103,8,3,38,24.296
18,100,4,2,40,24.195
19,101,6,1,1,27.806
19,105,9,1,1,22.055
19,104,9,1,5,22.570
19,103,8,1,10,24.451
19,57,2,1,11,22.269
19,83,2,1,11,22.105
19,93,5,1,11,22.660
19,107,8,1,11,22.732
19,79,3,1,12,22.022
19,70,5,1,12,23.037
19,100,4,1,12,22.174
19,94,3,1,13,22.175
19,106,7,1,13,22.588
19,89,7,1,16,31.406
19,60,1,1,17,22.658
19,6,1,1,17,22.017
19,103,8,2,23,23.371
19,105,9,2,24,23.553
19,104,9,2,26,23.055
19,75,6,1,30,23.755
19,101,6,2,30,22.756
19,87,10,1,43,22.390
19,67,10,1,44,22.733
19,60,1,2,47,21.777
19,57,2,2,47,22.399
19,94,3,2,48,22.088
19,83,2,2,48,23.887
19,67,10,2,60,23.426
19,83,2,3,62,22.512
20,12,4,1,15,33.753
20,107,8,1,16,23.273
20,103,8,1,17,24.608
20,83,2,1,18,22.955
20,89,7,1,18,23.377
20,57,2,1,19,22.641
20,104,9,1,22,23.757
20,93,5,1,25,23.939
20,60,1,1,27,22.551
20,100,4,1,28,22.618
20,6,1,1,31,22.766
20,67,10,1,32,23.403
20,94,3,1,35,23.432
20,106,7,1,35,23.593
20,79,3,1,39,23.300
20,75,6,1,39,23.505
20,101,6,1,40,27.226
20,87,10,1,41,23.115
20,93,5,2,48,23.770
20,105,9,1,49,23.422
20,60,1,2,53,22.683
20,12,4,2,54,23.046
20,101,6,2,57,31.198
20,83,2,2,59,22.727
20,103,8,2,65,24.283
21,105,9,1,1,41.012
21,57,2,1,7,21.283
21,106,7,1,7,21.828
21,67,10,1,7,22.354
21,60,1,1,15,22.630
21,83,2,1,16,21.600
21,94,3,1,17,21.057
21,101,6,1,18,21.979
21,75,6,1,26,22.112
21,12,4,1,27,21.726
21,104,9,1,29,22.493
21,79,3,1,33,21.061
21,100,4,1,35,22.317
21,107,8,1,35,22.755
21,93,5,1,37,21.964
21,83,2,2,40,21.289
21,103,8,1,40,22.189
21,87,10,1,41,21.587
22,56,8,1,1,32.997
22,79,5,1,1,33.027
22,6,11,1,12,23.299
22,70,5,1,13,21.588
22,75,12,1,13,23.234
22,60,1,1,14,21.995
22,87,10,1,14,22.388
22,109,9,1,14,21.780
22,57,2,1,15,21.515
22,67,10,1,15,29.981
22,108,4,1,15,21.627
22,83,2,1,23,22.014
22,94,3,1,25,21.157
22,88,9,1,26,22.086
22,110,8,1,26,21.689
22,103,12,1,27,22.471
22,102,11,1,27,27.172
22,106,1,1,28,22.306
22,56,8,2,28,22.343
22,104,3,1,37,21.269
22,110,8,2,42,21.543
22,56,8,3,44,21.889
23,103,12,1,1,34.338
23,67,10,1,1,32.082
23,93,4,1,4,45.543
23,75,12,1,8,27.136
23,6,11,1,9,25.647
23,104,3,1,9,27.557
23,109,9,1,9,25.659
23,108,4,1,10,24.175
23,87,10,1,10,24.948
23,94,3,1,11,24.199
23,56,8,1,11,24.667
23,83,2,1,12,24.865
23,70,5,1,12,25.498
23,88,9,1,12,26.508
23,110,8,1,12,24.633
23,106,1,1,13,24.518
23,57,2,1,13,24.255
23,60,1,1,14,24.228
23,102,11,1,16,27.725
23,103,12,2,23,26.600
23,79,5,1,24,25.676
23,93,4,2,24,25.034
23,109,9,2,25,24.842
23,110,8,2,26,24.912
23,56,8,2,27,24.313
23,94,3,2,32,26.729
23,70,5,2,32,25.253
23,6,11,2,33,25.621
23,75,12,2,33,26.798
23,57,2,2,34,24.324
23,108,4,2,34,24.717
23,60,1,2,35,24.212
23,106,1,2,36,24.358
23,83,2,2,37,24.433
23,60,1,3,38,34.193
23,88,9,2,38,30.761
23,87,10,2,38,25.982
23,104,3,2,39,24.484
23,102,11,2,40,24.880
23,93,4,3,40,24.985
24,93,4,1,1,45.878
24,108,4,1,1,50.738
24,88,9,1,7,17.257
24,102,11,1,7,25.184
24,67,10,1,8,23.261
24,87,10,1,9,23.964
24,70,5,1,11,24.107
24,94,3,1,17,23.223
24,108,4,2,17,33.638
24,60,1,1,18,22.749
24,79,5,1,18,23.506
24,104,3,1,19,22.301
24,109,9,1,19,23.215
24,75,12,1,20,23.733
24,103,12,1,20,23.466
24,83,2,1,21,22.196
24,57,2,1,22,22.644
24,106,1,1,22,22.921
24,110,8,1,22,24.332
24,6,11,1,25,23.888
24,88,9,2,25,26.050
24,56,8,1,26,32.627
24,102,11,2,30,25.137
24,88,9,3,30,43.206
24,87,10,2,33,23.383
24,94,3,2,34,22.365
24,60,1,2,35,22.316
24,108,4,3,34,22.524
24,67,10,2,35,23.520
24,57,2,2,36,23.597
24,83,2,2,36,24.083
24,93,4,2,36,22.532
24,104,3,2,39,22.722
24,106,1,2,42,24.227
24,103,12,2,44,23.515
24,110,8,2,49,23.965
24,104,3,3,53,22.408
25,88,9,1,5,21.013
25,6,11,1,6,21.401
25,87,10,1,7,20.118
25,102,11,1,7,20.776
25,70,5,1,8,21.325
25,108,4,1,9,19.819
25,75,12,1,10,20.939
25,103,12,1,10,23.099
25,79,5,1,10,20.884
25,60,1,1,11,19.981
25,83,2,1,12,20.006
25,93,4,1,12,19.755
25,109,9,1,12,20.720
25,57,2,1,13,19.993
25,94,3,1,14,20.973
25,56,8,1,14,15.069
25,56,8,2,23,21.037
25,110,8,1,25,20.475
25,106,1,1,34,20.382
25,70,5,2,34,20.870
25,67,10,1,34,20.906
25,110,8,2,38,20.751
25,108,4,2,39,22.080
25,87,10,2,39,20.859
25,56,8,3,42,20.703
25,106,1,2,47,19.857
26,102,11,1,6,22.381
26,60,1,1,19,23.746
26,94,3,1,20,22.417
26,88,9,1,21,22.049
26,104,3,1,22,22.563
26,103,12,1,22,23.321
26,87,10,1,23,22.025
26,79,5,1,24,22.379
26,93,4,1,24,21.468
26,75,12,1,24,22.781
26,106,1,1,25,23.646
26,109,9,1,25,23.591
26,83,2,1,26,22.034
26,67,10,1,26,22.379
26,108,4,1,26,21.579
26,57,2,1,27,22.265
26,6,11,1,28,22.342
26,56,8,1,31,21.954
26,110,8,1,32,22.442
26,70,5,1,35,22.193
26,60,1,2,40,21.643
26,102,11,2,41,23.507
26,94,3,2,43,22.540
26,83,2,2,45,22.018
26,88,9,2,45,33.821
26,87,10,2,45,22.992
26,109,9,2,45,37.345
26,57,2,2,46,22.511
26,79,5,2,45,22.702
26,75,12,2,45,22.896
26,110,8,2,44,21.846
26,106,1,2,46,21.638
26,6,11,2,45,22.549
26,56,8,2,44,22.142
26,104,3,2,46,22.095
26,67,10,2,46,22.732
26,93,4,2,46,21.545
27,70,5,1,9,25.532
27,106,1,1,9,25.964
27,110,8,1,10,26.165
27,57,2,1,11,24.266
27,83,2,1,11,25.030
27,94,3,1,11,24.011
27,60,1,1,11,24.483
27,87,10,1,11,25.419
27,79,5,1,11,24.269
27,75,12,1,11,28.463
27,83,2,2,12,24.776
27,106,1,2,16,25.705
27,56,8,1,21,23.946
27,104,3,1,27,24.161
27,93,4,1,30,23.795
27,88,9,1,32,24.023
27,103,12,1,39,24.591
27,109,9,1,40,25.062
27,102,11,1,44,35.651
27,6,11,1,46,26.299
27,108,4,1,47,25.026
27,67,10,1,50,24.219
27,104,3,2,62,23.858
28,109,9,1,1,37.950
28,93,4,1,3,24.727
28,6,11,1,6,25.342
28,104,3,1,7,23.485
28,79,5,1,8,23.927
28,56,8,1,8,25.210
28,110,8,1,9,23.686
28,75,12,1,11,24.076
28,88,9,1,12,23.825
28,70,5,1,16,24.030
28,60,1,1,26,23.782
28,57,2,1,28,23.662
28,83,2,1,30,23.994
28,106,1,1,33,23.732
28,102,11,1,33,23.884
28,67,10,1,34,24.071
28,56,8,2,38,23.119
28,87,10,1,39,24.381
28,103,12,1,45,23.727
28,94,3,1,48,23.426
28,6,11,2,58,24.666
28,83,2,2,67,23.456
29,102,11,1,7,30.842
29,79,5,1,16,31.031
29,87,10,1,16,30.832
29,104,3,1,17,30.228
29,108,4,1,18,30.576
29,75,12,1,18,37.286
29,93,4,1,19,29.920
29,94,3,1,20,30.118
29,106,1,1,21,30.203
29,83,2,1,23,30.412
29,57,2,1,24,30.186
29,56,8,1,24,29.792
29,60,1,1,25,30.044
29,109,9,1,25,30.279
29,110,8,1,25,31.950
29,6,11,1,31,29.975
29,67,10,1,31,30.837
29,88,9,1,32,30.233
29,110,8,2,33,37.494
29,70,5,1,34,30.884
29,102,11,2,34,31.697
29,103,12,1,39,30.849
29,60,1,2,51,30.468
30,87,10,1,11,23.243
30,87,10,2,13,16.224
30,56,8,1,19,21.525
30,83,2,1,21,22.552
30,60,1,1,21,25.236
30,106,1,1,22,21.878
30,6,11,1,23,21.709
30,102,11,1,24,21.672
30,108,4,1,25,21.547
30,104,3,1,25,22.239
30,103,12,1,25,21.982
30,70,5,1,26,21.985
30,110,8,1,27,22.772
30,75,12,1,28,22.330
30,57,2,1,30,30.067
30,94,3,1,31,21.110
30,88,9,1,32,25.091
30,67,10,1,34,22.265
30,109,9,1,35,21.225
30,93,4,1,41,21.266
30,79,5,1,46,22.305
30,60,1,2,50,22.251
30,87,10,3,62,22.309
31,67,10,1,1,33.562
31,87,10,1,1,32.767
31,104,3,1,12,27.905
31,79,5,1,12,28.416
31,88,9,1,12,29.377
31,106,1,1,13,28.558
31,94,3,1,13,27.827
31,108,4,1,13,28.275
31,109,9,1,13,28.954
31,70,5,1,13,28.926
31,103,12,1,13,30.400
31,83,2,1,16,28.493
31,6,11,1,17,28.364
31,75,12,1,18,30.264
31,57,2,1,20,28.905
31,60,1,1,20,28.021
31,94,3,2,20,27.950
31,93,4,1,20,27.980
31,79,5,2,20,28.381
31,56,8,1,20,28.694
31,106,1,2,21,28.348
31,88,9,2,21,28.811
31,110,8,1,21,30.245
31,75,12,2,24,38.032
31,108,4,2,35,27.919
31,60,1,2,38,38.468
31,103,12,2,39,29.074
31,83,2,2,45,28.177
31,75,12,3,46,28.747
32,60,1,1,2,20.094
32,109,9,1,2,20.576
32,57,2,1,3,20.203
32,83,2,1,3,22.243
32,94,3,1,3,22.358
32,6,11,1,3,27.256
32,70,5,1,3,22.132
32,106,1,1,3,20.361
32,67,10,1,3,27.232
32,104,3,1,3,29.667
32,93,4,1,3,23.363
32,102,11,1,3,22.509
32,79,5,1,3,21.224
32,88,9,1,3,23.090
32,108,4,1,6,21.402
32,103,12,1,7,22.696
32,110,8,1,7,20.718
32,56,8,1,7,23.801
32,87,10,1,8,21.106
32,106,1,2,15,22.102
32,70,5,2,15,20.118
32,87,10,2,21,21.179
32,60,1,2,23,20.768
32,56,8,2,23,20.436
32,94,3,2,25,19.640
32,110,8,2,24,19.287
32,88,9,2,25,21.488
32,108,4,2,25,20.242
32,103,12,2,25,21.260
32,83,2,2,26,20.498
32,6,11,2,26,22.307
32,102,11,2,26,20.879
32,104,3,2,26,19.875
32,67,10,2,26,21.625
32,106,1,3,27,20.317
32,109,9,2,27,21.501
32,93,4,2,27,19.964
32,57,2,2,28,22.947
32,109,9,3,28,21.732
32,6,11,3,28,21.142
32,60,1,3,28,22.058
32,104,3,3,28,20.552
32,102,11,3,28,20.096
32,88,9,3,28,24.310
32,67,10,3,28,22.421
32,57,2,3,29,1:09.022
32,94,3,3,29,21.472
32,70,5,3,29,20.624
32,103,12,3,28,21.962
32,87,10,3,29,21.359
32,83,2,3,30,21.142
32,56,8,3,31,19.626
32,94,3,4,41,19.327
32,60,1,4,41,21.256
32,67,10,4,41,20.622
32,103,12,4,41,20.472
32,110,8,3,41,19.345
32,87,10,4,42,20.380
32,103,12,5,44,20.152
32,88,9,4,45,20.671
32,87,10,5,45,20.285
32,94,3,5,46,19.062
32,83,2,4,46,21.009
32,93,4,3,46,20.711
32,104,3,4,46,20.012
32,109,9,4,46,19.931
32,67,10,5,46,21.423
32,56,8,4,46,20.370
32,57,2,4,47,27.069
32,6,11,4,47,20.930
32,60,1,5,47,19.586
32,102,11,4,47,28.093
32,110,8,4,47,21.634
32,57,2,5,53,20.015
32,57,2,6,56,19.610
32,87,10,6,57,20.700
32,56,8,5,57,19.825
32,110,8,5,57,23.445
33,83,2,1,5,33.328
33,102,11,1,15,23.218
33,110,8,1,16,21.333
33,103,12,1,16,22.085
33,75,12,1,18,21.901
33,56,8,1,18,21.754
33,67,10,1,19,22.035
33,88,9,1,21,23.002
33,94,3,1,25,21.705
33,106,1,1,27,21.575
33,108,4,1,28,26.066
33,104,3,1,28,22.104
33,109,9,1,28,23.676
33,93,4,1,29,21.832
33,6,11,1,29,22.205
33,57,2,1,31,22.880
33,70,5,1,36,21.734
33,87,10,1,38,21.618
33,60,1,1,39,24.819
33,83,2,2,46,21.744
33,79,5,1,46,22.498
33,57,2,2,48,21.390
33,103,12,2,50,21.563
33,94,3,2,67,21.164
34,79,5,1,1,27.620
34,6,11,1,1,39.046
34,93,4,1,1,59.291
34,6,11,2,2,25.005
34,70,5,1,11,23.475
34,104,9,1,13,22.772
34,103,12,1,14,22.774
34,60,1,1,15,22.863
34,75,12,1,15,23.133
34,67,10,1,16,22.912
34,108,4,1,19,23.182
34,106,1,1,21,22.449
34,57,2,1,22,23.497
34,83,2,1,23,22.579
34,109,3,1,23,22.506
34,88,9,1,24,22.834
34,87,10,1,25,22.584
34,102,11,1,29,23.044
34,103,12,2,30,25.250
34,110,8,1,30,22.442
34,70,5,2,31,23.000
34,6,11,3,31,26.891
34,56,8,1,31,24.247
34,60,1,2,33,22.786
35,94,3,1,1,31.211
35,60,1,1,6,32.443
35,67,10,1,7,26.481
35,60,1,2,12,31.851
35,103,12,1,15,18.838
35,57,2,1,19,23.912
35,6,11,1,19,32.393
35,106,1,1,20,23.833
35,87,10,1,20,24.400
35,102,11,1,21,25.698
35,103,12,2,22,24.419
35,108,4,1,23,24.311
35,110,8,1,23,24.198
35,109,3,1,26,29.830
35,83,2,1,27,23.700
35,6,11,2,26,24.568
35,93,4,1,27,27.010
35,94,3,2,27,24.303
35,88,9,1,28,24.479
35,75,12,1,28,25.340
35,104,9,1,28,24.363
35,70,5,1,29,24.092
35,56,8,1,29,31.842
35,79,5,1,30,24.320
35,67,10,2,29,25.121
35,87,10,2,34,24.978
35,60,1,3,41,24.376
35,56,8,2,44,23.860
35,57,2,2,49,23.731
36,70,5,1,1,29.563
36,110,8,1,1,38.752
36,93,4,1,1,1:09.880
36,88,9,1,12,28.799
36,75,12,1,13,29.082
36,6,11,1,15,29.992
36,87,10,1,18,29.403
36,60,1,1,19,29.384
36,94,3,1,19,28.846
36,106,1,1,20,29.168
36,109,3,1,20,28.606
36,108,4,1,20,30.397
36,56,8,1,21,29.033
36,83,2,1,22,29.234
36,67,10,1,23,29.456
36,57,2,1,26,28.930
36,103,12,1,31,29.482
36,104,9,1,32,32.482
36,102,11,1,34,29.070
36,79,5,1,34,30.756
36,67,10,2,35,43.576
36,70,5,2,36,29.152
36,88,9,2,36,34.711
36,93,4,2,35,30.623
36,102,11,2,36,28.960
36,103,12,2,41,39.188
36,56,8,2,44,30.321
36,103,12,3,44,29.460
36,87,10,2,56,30.916
37,56,8,1,1,30.587
37,79,5,1,1,36.031
37,102,11,1,2,38.193
37,56,8,2,2,30.177
37,6,11,1,9,25.038
37,70,5,1,16,34.264
37,108,4,1,20,29.290
37,93,4,1,21,30.103
37,106,1,1,22,29.548
37,75,12,1,23,30.271
37,60,1,1,26,29.860
37,104,9,1,26,29.935
37,87,10,1,27,30.509
37,103,12,1,27,30.168
37,88,9,1,27,30.753
37,110,8,1,27,29.857
37,102,11,2,27,30.227
37,6,11,2,27,36.512
37,57,2,1,28,29.751
37,83,2,1,28,29.436
37,94,3,1,28,29.978
37,109,3,1,29,29.854
37,70,5,2,29,29.786
37,88,9,2,29,29.571
37,106,1,2,30,29.401
38,106,1,1,3,30.502
38,108,4,1,4,25.347
38,109,3,1,15,23.354
38,6,11,1,15,24.468
38,60,1,1,16,24.032
38,67,10,1,16,23.478
38,83,2,1,17,23.000
38,87,10,1,17,24.156
38,104,9,1,18,23.180
38,103,12,1,18,23.292
38,102,11,1,18,23.351
38,70,5,1,19,24.132
38,75,12,1,19,22.880
38,57,2,1,21,23.582
38,56,8,1,22,26.734
38,106,1,2,25,23.580
38,108,4,2,25,23.949
38,110,8,1,25,23.792
38,93,4,1,26,23.476
38,88,9,1,27,23.293
38,79,5,1,29,23.292
38,60,1,2,31,23.213
38,109,3,2,34,23.301
38,56,8,2,33,22.970
38,83,2,2,36,23.157
38,6,11,2,36,23.164
38,75,12,2,41,23.301
38,57,2,2,42,23.591
38,106,1,3,46,23.280
38,87,10,2,47,23.973
38,102,11,2,49,23.412
39,94,3,1,5,24.493
39,104,9,1,9,22.689
39,88,9,1,10,22.490
39,108,4,1,12,2:03.388
39,109,3,1,14,22.192
39,106,1,1,15,22.002
39,93,4,1,15,22.241
39,6,11,1,15,22.754
39,70,5,1,18,22.484
39,75,12,1,20,22.357
39,102,11,1,21,43.411
39,56,8,1,21,24.606
39,110,8,1,22,22.887
39,57,2,1,23,22.269
39,87,10,1,28,23.084
39,93,4,2,35,22.179
39,83,2,1,36,22.179
39,60,1,1,37,21.862
39,103,12,1,37,22.745
39,67,10,1,37,24.128
39,106,1,2,43,25.786
39,109,3,2,44,22.003
39,88,9,2,44,22.033
39,104,9,2,49,22.618
39,79,5,1,50,22.345
39,6,11,2,52,22.963
39,56,8,2,60,22.570
40,109,3,1,1,34.100
40,103,12,1,9,24.567
40,56,8,1,11,24.164
40,94,3,1,13,23.716
40,83,2,1,14,24.151
40,102,11,1,17,25.230
40,93,4,1,18,24.784
40,6,11,1,18,24.544
40,87,10,1,18,24.929
40,108,4,1,19,24.678
40,104,9,1,19,24.195
40,106,1,1,20,29.157
40,109,3,2,20,23.213
40,79,5,1,21,23.751
40,88,9,1,21,27.115
40,110,8,1,23,23.702
40,57,2,1,24,23.943
40,75,12,1,24,24.207
40,67,10,1,24,24.583
40,70,5,1,27,24.245
40,103,12,2,29,25.195
40,94,3,2,34,23.444
40,83,2,2,35,23.819
40,70,5,2,39,23.684
40,88,9,2,39,24.162
40,102,11,2,39,24.206
40,109,3,3,40,23.705
40,6,11,2,40,24.686
40,87,10,2,40,24.731
40,106,1,2,42,23.844
40,108,4,2,42,25.776
40,110,8,2,46,28.748
40,104,9,2,53,24.260
41,79,5,1,8,30.760
41,75,12,1,17,23.079
41,57,2,1,20,22.882
41,102,11,1,20,23.155
41,56,8,1,20,23.861
41,94,3,1,21,22.818
41,6,11,1,21,23.463
41,104,9,1,22,22.922
41,88,9,1,23,22.759
41,110,8,1,23,22.500
41,109,3,1,24,23.073
41,60,1,1,25,23.039
41,83,2,1,26,23.148
41,67,10,1,26,23.776
41,108,4,1,27,23.381
41,70,5,1,27,23.344
41,87,10,1,27,23.891
41,103,12,1,28,23.346
41,106,1,1,29,22.966
41,93,4,1,29,22.770
41,56,8,2,36,29.268
41,79,5,2,40,29.491
41,83,2,2,41,23.210
41,57,2,2,43,23.088
41,94,3,2,44,22.657
41,70,5,2,44,23.596
41,75,12,2,45,23.142
41,102,11,2,46,23.524
41,88,9,2,46,23.378
41,104,9,2,47,23.584
41,6,11,2,47,23.841
41,60,1,2,49,23.138
41,109,3,2,50,23.071
41,94,3,3,54,22.593
41,108,4,2,53,23.355
41,103,12,2,53,24.841
41,87,10,2,53,23.479
41,106,1,2,54,23.042
41,70,5,3,53,22.747
41,56,8,3,53,24.873
41,110,8,2,54,23.199
41,67,10,2,65,23.471
41,57,2,3,66,23.060
41,110,8,3,66,22.441
41,56,8,4,66,23.158
42,104,9,1,1,1:17.467
42,103,12,1,5,28.842
42,108,4,1,8,22.974
42,102,11,1,8,21.977
42,79,5,1,11,21.904
42,106,1,1,12,21.697
42,60,1,1,12,25.771
42,93,4,1,12,21.928
42,109,3,1,13,22.028
42,70,5,1,18,21.578
42,67,10,1,18,21.968
42,87,10,1,20,21.531
42,6,11,1,22,22.410
42,103,12,2,23,21.778
42,56,8,1,24,21.688
42,94,3,1,25,21.023
42,57,2,1,26,22.178
42,102,11,2,26,22.188
42,83,2,1,29,21.145
42,110,8,1,32,22.272
42,75,12,1,37,22.230
42,106,1,2,38,21.274
42,60,1,2,38,21.858
42,88,9,1,40,21.496
42,93,4,2,41,21.466
42,79,5,2,42,21.624
43,67,10,1,20,23.280
43,6,11,1,24,23.229
43,102,11,1,25,23.659
43,110,8,1,25,21.417
43,83,2,1,26,21.937
43,57,2,1,26,21.850
43,109,3,1,26,21.279
43,108,4,1,26,23.637
43,75,12,1,26,22.383
43,106,1,1,26,22.756
43,93,4,1,26,23.827
43,60,1,1,26,22.231
43,104,13,1,26,22.466
43,88,13,1,26,22.769
43,101,5,1,26,21.683
43,111,8,1,26,22.058
43,109,3,2,51,21.842
43,108,4,2,51,21.921
43,106,1,2,51,21.972
43,88,13,2,51,21.622
43,6,11,2,51,21.569
43,60,1,2,51,22.738
43,111,8,2,51,21.918
43,93,4,2,52,21.805
43,102,11,2,55,22.800
43,83,2,2,56,16.407
43,57,2,2,56,16.365
43,75,12,2,56,16.546
43,109,3,3,56,17.035
43,108,4,3,56,18.163
43,106,1,3,56,18.748
43,104,13,2,56,19.911
43,93,4,3,56,20.064
43,101,5,2,56,19.626
43,88,13,3,56,19.656
43,60,1,3,56,19.330
43,111,8,3,56,19.488
43,102,11,3,56,19.678
44,106,1,1,1,39.715
44,94,3,1,24,20.937
44,104,13,1,24,21.950
44,57,2,1,27,21.729
44,87,10,1,31,21.977
44,93,4,1,32,25.983
44,111,8,1,32,22.745
44,103,12,1,33,22.118
44,83,2,1,34,21.376
44,110,8,1,34,21.697
44,109,3,1,35,21.505
44,88,13,1,36,22.197
44,79,5,1,37,21.603
44,67,10,1,37,22.444
44,75,12,1,38,22.761
44,108,4,1,39,22.406
44,102,11,1,39,21.667
44,6,11,1,44,21.459
44,104,13,2,49,22.280
44,93,4,2,66,21.873
44,94,3,2,68,21.091
45,88,13,1,1,23.568
45,106,1,1,2,22.266
45,83,2,1,2,21.906
45,57,2,1,3,22.320
45,103,12,1,3,23.081
45,60,1,1,3,28.286
45,75,12,1,3,23.263
45,93,4,1,3,27.131
45,109,3,1,3,23.046
45,111,8,1,3,21.596
45,104,13,1,3,22.740
45,6,11,1,3,22.299
45,94,3,1,4,21.529
45,79,5,1,4,21.920
45,101,5,1,4,24.281
45,108,4,1,4,23.012
45,110,8,1,4,21.184
45,102,11,1,4,22.283
45,111,8,2,4,36.335
45,88,13,2,18,22.685
45,110,8,2,19,21.367
45,106,1,2,20,22.564
45,102,11,2,20,23.082
45,60,1,2,29,21.880
45,101,5,2,31,21.860
45,83,2,2,33,21.644
45,111,8,3,31,28.367
45,6,11,2,33,27.128
45,109,3,2,34,22.174
45,67,10,1,34,22.591
45,103,12,2,35,22.534
45,87,10,1,35,23.621
45,75,12,2,35,22.051
45,108,4,2,35,22.742
45,94,3,2,36,21.268
45,57,2,2,37,22.264
45,93,4,2,40,22.438
45,102,11,3,40,21.831
45,111,8,4,39,21.802
