driver_name,driver_id,race_id,session,avg_pace_soft,std_pace_soft,laps_on_soft,deg_rate_soft,avg_pace_medium,std_pace_medium,laps_on_medium,deg_rate_medium,avg_pace_hard,std_pace_hard,laps_on_hard,deg_rate_hard,avg_pace_intermediate,std_pace_intermediate,laps_on_intermediate,deg_rate_intermediate,avg_pace_wet,std_pace_wet,laps_on_wet,deg_rate_wet
VET,60.0,28,Race,,,0,,76.88317647058823,0.21376354041574272,17,0.016008601346297745,75.4990731707317,0.4342950772898985,41,-0.015202005387361248,,,0,,,,0,
ALB,109.0,24,FP1,,,0,,104.21413333333334,8.42381398074662,15,-0.28825051525144263,,,0,,,,0,,,,0,
BOT,83.0,24,FP1,107.93406666666667,14.802123403830349,15,-0.9749627293577977,,,0,,,,0,,,,0,,,,0,
GAS,104.0,24,FP1,,,0,,104.154,11.307739075518148,10,-0.7490268065268074,101.27850000000001,8.265116469233813,4,-2.252400000000001,,,0,,,,0,
GRO,67.0,24,FP1,104.74077777777778,11.985783817856682,9,-0.9137931034482762,109.10328571428572,14.189587155116708,7,0.33735714285714385,,,0,,,,0,,,,0,
HAM,57.0,24,FP1,108.79285714285716,16.08552427253924,14,-0.9245842314237094,,,0,,,,0,,,,0,,,,0,
HUL,70.0,24,FP1,109.32719999999999,15.9560730682709,5,1.0309999999999995,104.35155555555555,10.656631280424111,9,-0.7391295081967221,,,0,,,,0,,,,0,
KUB,56.0,24,FP1,,,0,,106.5774705882353,10.917702387664061,17,-0.39270004037141687,,,0,,,,0,,,,0,
KVY,88.0,24,FP1,,,0,,101.7392142857143,8.383285080432128,14,-0.3034703963873559,,,0,,,,0,,,,0,
LEC,106.0,24,FP1,,,0,,103.92645454545455,10.771980533382443,11,-0.3041931034482761,,,0,,,,0,,,,0,
MAG,87.0,24,FP1,111.2345,18.95840828366137,10,-2.171326291079811,111.06242857142857,17.580735909001103,7,0.06171428571428729,,,0,,,,0,,,,0,
NOR,108.0,24,FP1,101.868875,7.429626528929635,8,-0.414574509803922,110.31385714285713,11.16537372451828,7,1.9349642857142864,,,0,,,,0,,,,0,
PER,75.0,24,FP1,,,0,,103.9337692307692,12.952038545542049,13,-0.7514712450290612,,,0,,,,0,,,,0,
RAI,6.0,24,FP1,104.182125,11.04681864200617,8,-0.7658784596871244,,,0,,99.5794,1.78815375177863,5,-0.18920000000000106,,,0,,,,0,
RIC,79.0,24,FP1,109.40422222222224,16.815320532695296,9,-2.1322988410596033,112.23119999999999,18.92949522200737,5,0.5084999999999982,,,0,,,,0,,,,0,
RUS,110.0,24,FP1,,,0,,106.0539375,11.73320283676174,16,-0.41334378428315705,,,0,,,,0,,,,0,
SAI,93.0,24,FP1,98.9135,2.0853829184748456,6,0.5580459183673467,,,0,,115.61142857142856,21.92754761779375,7,0.3287857142857162,,,0,,,,0,
STR,103.0,24,FP1,,,0,,106.05993333333335,14.343251335113047,15,-0.4655819618169845,,,0,,,,0,,,,0,
VER,94.0,24,FP1,99.05514285714285,1.9606901429687171,7,0.5615937499999998,,,0,,109.64199999999998,17.07386899328914,5,-0.5232999999999992,,,0,,,,0,
VET,60.0,24,FP1,,,0,,102.71611111111112,10.486816733874802,9,-0.369209119496855,,,0,,,,0,,,,0,
ALB,109.0,24,FP2,101.20323529411765,7.2594286562528385,17,-0.2799460659898475,,,0,,99.93972727272727,5.939256887874549,11,-0.16879190453907356,,,0,,,,0,
BOT,83.0,24,FP2,100.4748,4.350002087355821,10,0.6199353741496594,,,0,,102.13811764705882,10.951846918549201,17,-0.37099695994277543,,,0,,,,0,
GAS,104.0,24,FP2,102.83845454545457,11.919619162339316,11,-0.8837742639040351,103.57746153846155,12.614848763478847,13,-0.4640066766230343,,,0,,,,0,,,,0,
GIO,102.0,24,FP2,102.34907692307691,6.386564532872456,13,-0.22668129269574352,,,0,,102.37926666666665,6.191564998357756,15,-0.11486448306038256,,,0,,,,0,
GRO,67.0,24,FP2,100.51481818181819,1.581763274909127,11,0.3257170068027214,100.70025,5.2139259060871455,12,-0.13734160458759825,,,0,,,,0,,,,0,
HAM,57.0,24,FP2,99.05725,3.2577956792131686,8,0.259333333333333,103.31433333333334,11.574300489542436,15,-0.8004094827586207,,,0,,,,0,,,,0,
HUL,70.0,24,FP2,99.6422,1.8859134550662706,10,0.4259500480307397,,,0,,100.82730769230768,6.155613427966073,13,-0.1813361368632323,,,0,,,,0,
KUB,56.0,24,FP2,104.35666666666667,11.264411268336316,6,-0.9081724137931024,,,0,,103.83571428571429,4.92458032190955,21,-0.15866109981395743,,,0,,,,0,
KVY,88.0,24,FP2,108.28766666666667,18.8915761180009,3,,,,0,,99.31809090909088,1.0725987519313207,11,0.07079999999999999,,,0,,,,0,
LEC,106.0,24,FP2,105.99233333333335,9.214120914239308,3,,108.53175,13.346879548699764,4,-4.717499999999999,,,0,,,,0,,,,0,
MAG,87.0,24,FP2,103.27941666666668,9.70240564205886,12,-0.5296359223300969,,,0,,102.99946153846153,8.63315419330871,13,-0.19527937578767887,,,0,,,,0,
NOR,108.0,24,FP2,101.00125,3.5698989919183997,16,-0.08108129619101766,,,0,,103.13571428571429,9.685408800492267,7,-0.2458195772521388,,,0,,,,0,
PER,75.0,24,FP2,99.516625,1.9088888742865555,8,0.6286176470588235,,,0,,101.40584210526318,6.348706567509041,19,-0.19269902441980258,,,0,,,,0,
RAI,6.0,24,FP2,101.7904375,6.494311087104911,16,-0.2895637054354181,102.51285714285714,8.063433218257972,7,-0.36240145985401473,,,0,,,,0,,,,0,
RIC,79.0,24,FP2,99.95657142857144,2.6015635330175066,7,0.7228377659574471,105.00240000000004,13.386226895830905,15,-0.5260639897616383,,,0,,,,0,,,,0,
RUS,110.0,24,FP2,104.03083333333332,10.599957412126187,6,-0.8094310344827597,100.7358947368421,0.9906028411627271,19,0.08761049037864672,,,0,,,,0,,,,0,
SAI,93.0,24,FP2,100.102125,1.575292983662086,16,0.2178576648133438,103.7018,12.20438638195301,10,-0.3451984848484849,,,0,,,,0,,,,0,
STR,103.0,24,FP2,100.006625,2.0058768617178386,8,0.6013571428571437,,,0,,104.45174999999999,12.48845536835921,20,-0.46740448979591825,,,0,,,,0,
VER,94.0,24,FP2,99.6678,2.5034417828261963,10,0.5037521613832853,101.31663636363636,10.405167145332847,11,-0.3869851442390746,,,0,,,,0,,,,0,
VET,60.0,24,FP2,99.96000000000001,2.1953641741503525,14,0.3208687211841788,,,0,,99.14475,6.27779829538191,8,-0.06590408621463857,,,0,,,,0,
ALB,109.0,24,FP3,104.93400000000001,13.914756579497418,3,,,,0,,,,0,,,,0,,,,0,
BOT,83.0,24,FP3,92.83,0.0,1,,108.92699999999999,15.133000000000003,2,,,,0,,,,0,,,,0,
GAS,104.0,24,FP3,,,0,,113.18433333333333,24.87674687110212,3,,,,0,,,,0,,,,0,
GIO,102.0,24,FP3,108.84499999999998,17.93231609878285,3,,,,0,,,,0,,,,0,,,,0,
GRO,67.0,24,FP3,,,0,,102.47475,8.457562470209725,8,-0.7503308270676703,,,0,,,,0,,,,0,
HAM,57.0,24,FP3,110.0885,16.399500000000003,2,,94.497,0.0,1,,,,0,,,,0,,,,0,
HUL,70.0,24,FP3,93.974,0.0,1,,110.60275,15.348314636711747,4,6.710700000000002,,,0,,,,0,,,,0,
KUB,56.0,24,FP3,108.2298,13.77427070156529,5,1.8605895522388063,,,0,,,,0,,,,0,,,,0,
KVY,88.0,24,FP3,95.0445,0.26149999999999807,2,,,,0,,,,0,,,,0,,,,0,
LEC,106.0,24,FP3,106.79100000000001,15.63218934122793,5,1.130979381443299,,,0,,,,0,,,,0,,,,0,
MAG,87.0,24,FP3,,,0,,101.65800000000002,7.223772023672954,8,-0.9257142857142863,,,0,,,,0,,,,0,
NOR,108.0,24,FP3,105.233,14.228282280959519,3,,,,0,,,,0,,,,0,,,,0,
PER,75.0,24,FP3,122.46350000000001,18.200307092189405,4,14.216599999999993,,,0,,,,0,,,,0,,,,0,
RAI,6.0,24,FP3,94.246,0.0,1,,107.1046,14.02340806794126,5,-0.6247999999999969,,,0,,,,0,,,,0,
RIC,79.0,24,FP3,,,0,,95.673,0.5309999999999988,2,,,,0,,,,0,,,,0,
RUS,110.0,24,FP3,110.82300000000001,14.961598210084382,4,2.9343529411764715,,,0,,,,0,,,,0,,,,0,
SAI,93.0,24,FP3,105.62825,17.74575986503537,4,-3.1212142857142853,,,0,,,,0,,,,0,,,,0,
STR,103.0,24,FP3,112.83179999999997,21.052588224729046,5,-1.2008648648648634,,,0,,,,0,,,,0,,,,0,
VET,60.0,24,FP3,107.08800000000001,18.52782777337915,3,,,,0,,,,0,,,,0,,,,0,
BOT,83.0,24,Qualifying,99.2058,14.024458882965861,5,1.514318181818182,91.728,0.0,1,,,,0,,,,0,,,,0,
GAS,104.0,24,Qualifying,93.451,0.5168989262902377,4,-0.1437999999999998,,,0,,,,0,,,,0,,,,0,
GRO,67.0,24,Qualifying,93.617,0.33517259235603375,3,,,,0,,,,0,,,,0,,,,0,
HAM,57.0,24,Qualifying,101.73250000000002,16.686214796951408,4,1.550276190476191,92.12,0.482999999999997,2,,,,0,,,,0,,,,0,
HUL,70.0,24,Qualifying,93.2502,0.29286611275461716,5,-0.05476666666666669,,,0,,,,0,,,,0,,,,0,
KUB,56.0,24,Qualifying,96.04733333333333,0.9734955344302095,3,,,,0,,,,0,,,,0,,,,0,
KVY,88.0,24,Qualifying,93.57575,0.3415767666279417,4,-0.09563333333333329,,,0,,,,0,,,,0,,,,0,
LEC,106.0,24,Qualifying,100.74459999999999,16.133361789782064,5,-1.5616160990712067,92.324,0.0,1,,,,0,,,,0,,,,0,
MAG,87.0,24,Qualifying,93.67124999999999,0.4057409117897743,4,-0.11176666666666599,,,0,,,,0,,,,0,,,,0,
NOR,108.0,24,Qualifying,94.121,0.13732625386283753,4,-0.040066666666667076,,,0,,,,0,,,,0,,,,0,
PER,75.0,24,Qualifying,93.78674999999998,0.37875610556134864,4,-0.11196666666666645,,,0,,,,0,,,,0,,,,0,
RAI,6.0,24,Qualifying,93.91024999999999,0.3779453498854056,4,-0.11223333333333396,,,0,,,,0,,,,0,,,,0,
RIC,79.0,24,Qualifying,93.60566666666666,0.46123662281113714,6,-0.03744761904761962,,,0,,,,0,,,,0,,,,0,
RUS,110.0,24,Qualifying,95.84533333333333,0.695156736922607,3,,,,0,,,,0,,,,0,,,,0,
SAI,93.0,24,Qualifying,93.75625,0.24684749846818738,4,-0.06616666666666805,,,0,,,,0,,,,0,,,,0,
STR,103.0,24,Qualifying,94.399,0.10699999999999932,2,,,,0,,,,0,,,,0,,,,0,
VER,94.0,24,Qualifying,93.68666666666667,1.501585014428274,3,,92.369,0.0,1,,,,0,,,,0,,,,0,
VET,60.0,24,Qualifying,103.13716666666669,13.629833153988185,6,-0.06587887323943717,92.232,0.0,1,,,,0,,,,0,,,,0,
ALB,109.0,24,Race,101.1116875,0.4128808421854294,16,-0.011745588235293834,,,0,,99.63877142857143,0.4678454620133979,35,0.0080605042016807,,,0,,,,0,
BOT,83.0,24,Race,,,0,,97.66016216216217,1.2956496338530086,37,-0.06082053818757425,97.41084615384615,0.45798552986107516,13,0.09376373626373623,,,0,,,,0,
GAS,104.0,24,Race,99.52061111111111,1.279623388123277,18,-0.07338878314934638,97.14399999999999,0.4158419170790756,12,0.10179020979020982,98.69505555555556,0.29169589800609025,18,-0.012591331269349795,,,0,,,,0,
GIO,102.0,24,Race,102.28375,0.24914290577899004,4,-0.015099999999999631,99.7655111111111,1.0406760115365656,45,-0.03576486015334533,,,0,,,,0,,,,0,
GRO,67.0,24,Race,101.50739999999999,0.39040061475361815,5,-0.06959999999999977,98.6321052631579,0.9883417741873913,19,0.10955789473684205,100.2546,0.5985996324756638,25,0.007440769230769272,,,0,,,,0,
HAM,57.0,24,Race,,,0,,97.55900000000001,1.1951266834414183,38,-0.055306750146742314,97.17608333333334,0.3667388849334392,12,0.05415034965034982,,,0,,,,0,
HUL,70.0,24,Race,100.697875,0.3575127401576099,8,-0.021607142857142856,,,0,,100.77833333333335,0.8893358320804464,3,,,,0,,,,0,
KUB,56.0,24,Race,,,0,,102.75908695652176,0.6204995822472383,23,0.015524703557312136,101.22,1.0590878675119995,27,0.0689590964590966,,,0,,,,0,
KVY,88.0,24,Race,98.64588888888889,0.22695983219966095,9,0.008466666666666364,100.7464,0.5970920699523652,20,0.00962670637875412,98.30666666666666,0.23611343789703335,3,,,,0,,,,0,
LEC,106.0,24,Race,,,0,,98.1334375,1.8229776969545604,32,-0.08040991563619555,97.60772222222222,0.34359776314683144,18,0.04556759545923643,,,0,,,,0,
MAG,87.0,24,Race,101.76216666666666,0.225243140233441,6,-0.10945714285714254,98.74828571428571,0.7846288866693073,21,0.051518181818181526,100.5161818181818,0.6785240423397363,22,0.07940598531902851,,,0,,,,0,
NOR,108.0,24,Race,99.35714285714285,0.9355019170128384,14,0.08876483516483515,99.86226666666667,0.8075112768390437,15,0.08139642857142856,100.47435714285714,0.2659150259395054,14,0.030701098901098775,,,0,,,,0,
PER,75.0,24,Race,,,0,,100.54917647058824,0.3536575670623838,17,0.04521813725490235,99.48932352941176,0.6360871065297782,34,0.006650114591291014,,,0,,,,0,
RAI,6.0,24,Race,,,0,,100.66445454545456,0.4914757672073642,22,0.04526256352343324,99.3654827586207,0.9526818993908053,29,0.09385172413793097,,,0,,,,0,
RIC,79.0,24,Race,100.37940000000002,0.1792502161783911,15,0.017114285714286078,,,0,,99.61138888888888,0.7203568281598672,36,-0.01554465894465894,,,0,,,,0,
RUS,110.0,24,Race,98.4225,0.7297604058867553,4,0.6278000000000019,102.35973684210526,0.936784974603382,19,0.08166491228070168,101.24024,0.8853211069436897,25,0.08553153846153856,,,0,,,,0,
SAI,93.0,24,Race,98.295,0.5688210028939984,18,0.0019525283797730223,,,0,,100.41378787878787,0.42894350532694575,33,0.017686831550802033,,,0,,,,0,
STR,103.0,24,Race,98.2161,0.8220286430532692,10,0.1449757575757572,101.19929411764706,0.42104530491258,17,-0.06757352941176502,99.61463636363638,0.41106961868393804,22,-0.014852625635234278,,,0,,,,0,
VER,94.0,24,Race,,,0,,97.82511428571428,1.2980843857981874,35,-0.058936907223261406,98.05906666666665,0.3182484284677947,15,0.05460357142857112,,,0,,,,0,
VET,60.0,24,Race,,,0,,97.70157142857144,1.4071627641811595,35,-0.06265781629116121,97.53233333333331,0.27216677893445357,15,0.01609642857142838,,,0,,,,0,
ALB,109.0,29,FP1,110.43253846153844,15.532181790450355,13,-0.42920011428571453,,,0,,,,0,,,,0,,,,0,
BOT,83.0,29,FP1,101.87159999999999,11.931932016232745,10,0.09208677542519986,,,0,,,,0,,,,0,,,,0,
GAS,104.0,29,FP1,116.84949999999998,22.33259311522063,6,-1.321118918918918,109.96733333333333,14.106029806040004,6,-0.2358857142857155,,,0,,,,0,,,,0,
GIO,102.0,29,FP1,108.43275,14.076514714972362,12,-0.15319354838709637,,,0,,,,0,,,,0,,,,0,
GRO,67.0,29,FP1,107.3808,10.757592396070786,5,-0.15350000000000064,,,0,,,,0,,,,0,,,,0,
HAM,57.0,29,FP1,105.79918181818181,16.083057634543042,11,0.042195402298850625,,,0,,,,0,,,,0,,,,0,
HUL,70.0,29,FP1,107.51635714285715,15.715548609155672,14,-0.5985939045582142,,,0,,,,0,,,,0,,,,0,
KUB,56.0,29,FP1,108.74282352941177,12.571401846278834,17,-0.4795747313775205,,,0,,,,0,,,,0,,,,0,
KVY,88.0,29,FP1,110.41227272727271,20.063937763110797,11,-0.08051147315282235,,,0,,,,0,,,,0,,,,0,
LAT,111.0,29,FP1,112.3525882352941,19.25023637764367,17,-0.7052055555555552,,,0,,,,0,,,,0,,,,0,
LEC,106.0,29,FP1,109.01999999999998,13.36668351412072,12,0.06503374233128822,,,0,,,,0,,,,0,,,,0,
MAG,87.0,29,FP1,106.48163636363637,12.051284965609025,11,-0.5566523358158431,,,0,,,,0,,,,0,,,,0,
NOR,108.0,29,FP1,106.12650000000001,14.754051813541485,6,-1.2115945945945954,104.5524,11.647354164787815,5,-0.36588679245283057,,,0,,,,0,,,,0,
PER,75.0,29,FP1,,,0,,109.30758333333335,17.049577968668974,12,0.12966476683937803,,,0,,,,0,,,,0,
RAI,6.0,29,FP1,108.74485714285713,13.711816675809969,14,-0.010399080308753765,,,0,,,,0,,,,0,,,,0,
RIC,79.0,29,FP1,108.4979,15.682482682598435,10,0.3853704954954954,,,0,,,,0,,,,0,,,,0,
SAI,93.0,29,FP1,101.97516666666667,12.129479521901267,6,-1.3201437499999997,100.28183333333334,6.4578386584745875,6,0.5069441340782116,,,0,,,,0,,,,0,
STR,103.0,29,FP1,,,0,,112.15800000000003,17.729699365753504,15,-0.2889300960512273,,,0,,,,0,,,,0,
VER,94.0,29,FP1,97.853,2.451676059352053,4,0.7117935483870976,110.36216666666667,16.815690187209743,6,-0.43265714285714413,,,0,,,,0,,,,0,
VET,60.0,29,FP1,107.08850000000001,18.381095111554153,8,-0.41632318501170923,,,0,,,,0,,,,0,,,,0,
ALB,109.0,29,FP2,102.73433333333334,11.306044949003558,12,-0.7668458646616538,104.08845454545454,15.3401818963,11,-0.6025918306201938,,,0,,,,0,,,,0,
BOT,83.0,29,FP2,111.5498,21.71176155359118,5,-1.112485630066323,100.32635294117647,11.50092586012702,17,-0.6426739077669907,,,0,,,,0,,,,0,
GAS,104.0,29,FP2,102.5937142857143,13.61584900783208,7,-2.7338005319148944,102.159,12.802069136146185,12,-0.47935832872163836,,,0,,,,0,,,,0,
GIO,102.0,29,FP2,103.71784615384614,14.998209805204977,13,-0.7676336561743343,106.36683333333333,15.03415725292095,12,-0.5213699765723556,,,0,,,,0,,,,0,
GRO,67.0,29,FP2,105.32115789473684,12.681625295401377,19,-0.8170110703363915,,,0,,102.202,0.0,1,,,,0,,,,0,
HAM,57.0,29,FP2,97.005,0.0,1,,94.9888,1.4938123576942315,10,0.17859343682452347,,,0,,,,0,,,,0,
HUL,70.0,29,FP2,103.11716666666666,11.971061181263567,6,-1.4658411214953262,98.6924705882353,7.52054698509472,17,-0.34193043403671297,,,0,,,,0,,,,0,
KUB,56.0,29,FP2,113.22188888888888,17.998201060997705,9,-0.3131346685082873,,,0,,99.00983333333335,0.6269404322226751,12,-0.01613986013985979,,,0,,,,0,
KVY,88.0,29,FP2,107.87291666666668,19.914966873595063,12,-0.7873029515500278,,,0,,96.47091666666667,0.310996371450787,12,-0.03937412587412623,,,0,,,,0,
LEC,106.0,29,FP2,100.50054545454546,10.82245316135635,11,-0.47906245589273094,101.81975,12.58570298741791,8,-0.34983516483516464,,,0,,,,0,,,,0,
MAG,87.0,29,FP2,104.70800000000001,16.140653442644624,9,-0.8542211538461548,104.57799999999997,16.279901434814423,11,-0.7252275935074098,,,0,,,,0,,,,0,
NOR,108.0,29,FP2,100.4532857142857,11.620892094035831,7,-0.9487032163742696,,,0,,99.42211111111112,12.475722125120049,9,-0.45284661835748763,,,0,,,,0,
PER,75.0,29,FP2,102.17416666666668,12.366667287735835,6,-0.7552052631578952,,,0,,97.41508333333336,1.6959942736898863,12,0.14686134409172932,,,0,,,,0,
RAI,6.0,29,FP2,110.10466666666667,13.800622691265302,9,-1.4697321428571437,103.96666666666668,15.633297296333735,15,-0.569120124624971,,,0,,,,0,,,,0,
RIC,79.0,29,FP2,97.6994,2.399772872586071,10,0.4977791932059451,,,0,,101.06627272727273,12.758250856822807,11,-0.35553292816578674,,,0,,,,0,
RUS,110.0,29,FP2,117.991,19.05417302420558,11,0.5275927335640147,98.836,0.748708999990428,12,-0.04301398601398554,,,0,,,,0,,,,0,
SAI,93.0,29,FP2,102.99361111111111,13.13569719056049,18,-0.5956810700752221,,,0,,,,0,,,,0,,,,0,
STR,103.0,29,FP2,97.34914285714285,2.1364142474563983,7,0.519487951807229,,,0,,106.71830769230769,16.784050429750334,13,-0.7987686007138282,,,0,,,,0,
VER,94.0,29,FP2,97.63799999999999,3.4256971066728403,6,-0.3361217391304362,101.44341666666668,11.704301983019844,12,-0.4758851251840942,,,0,,,,0,,,,0,
VET,60.0,29,FP2,101.6018,10.220933487700625,5,-1.5967880184331806,102.66600000000001,12.916828123391236,13,-0.5281860365096054,,,0,,,,0,,,,0,
ALB,109.0,29,FP3,108.9933,17.93304667394807,10,-0.30521666666666675,,,0,,,,0,,,,0,,,,0,
BOT,83.0,29,FP3,106.53811111111112,14.860940268176876,9,-0.4024941605839413,,,0,,,,0,,,,0,,,,0,
GAS,104.0,29,FP3,107.47375,19.5555657023135,8,1.8246372239747632,,,0,,,,0,,,,0,,,,0,
GIO,102.0,29,FP3,111.64080000000001,20.2988816824967,10,-0.5311845542305509,,,0,,,,0,,,,0,,,,0,
GRO,67.0,29,FP3,113.58779999999999,24.901943080008834,10,-0.4383578947368411,,,0,,,,0,,,,0,,,,0,
HAM,57.0,29,FP3,107.939875,19.182590697280045,8,-0.8864926052332196,,,0,,,,0,,,,0,,,,0,
HUL,70.0,29,FP3,106.78922222222222,20.173920545418024,9,-0.01014102564102572,,,0,,,,0,,,,0,,,,0,
KUB,56.0,29,FP3,106.46450000000002,14.353477884918941,14,0.23035524981897185,,,0,,,,0,,,,0,,,,0,
KVY,88.0,29,FP3,107.52506666666666,20.050455946492143,15,-0.17410337078651666,,,0,,,,0,,,,0,,,,0,
LEC,106.0,29,FP3,100.9406,19.9044108136865,5,-2.079810810810809,,,0,,,,0,,,,0,,,,0,
MAG,87.0,29,FP3,107.62128571428572,22.620028310669955,7,-2.9680067567567567,,,0,,,,0,,,,0,,,,0,
NOR,108.0,29,FP3,100.35079999999999,15.793829420378069,5,2.7553027210884347,,,0,,,,0,,,,0,,,,0,
PER,75.0,29,FP3,112.88418181818183,15.668767827741576,11,-0.9467502726281362,,,0,,,,0,,,,0,,,,0,
RAI,6.0,29,FP3,112.6001,18.19742963415438,10,0.29325267665952853,,,0,,,,0,,,,0,,,,0,
RIC,79.0,29,FP3,102.4922,20.041347862855933,5,3.494323129251702,,,0,,,,0,,,,0,,,,0,
SAI,93.0,29,FP3,98.57733333333333,13.42801188643435,6,1.3953278688524584,,,0,,,,0,,,,0,,,,0,
STR,103.0,29,FP3,115.959375,24.28924707528776,8,0.863320175438596,,,0,,,,0,,,,0,,,,0,
VER,94.0,29,FP3,108.41550000000001,18.687994049210662,6,-1.5395000000000003,,,0,,,,0,,,,0,,,,0,
VET,60.0,29,FP3,109.59250000000002,26.04226876157298,6,-0.030258620689655288,,,0,,,,0,,,,0,,,,0,
ALB,109.0,29,Qualifying,97.59033333333332,12.95987559954013,6,-1.5220748663101604,,,0,,,,0,,,,0,,,,0,
BOT,83.0,29,Qualifying,96.58883333333334,13.8515556697514,6,-1.0352542372881357,96.86533333333334,10.093023410037036,3,,,,0,,,,0,,,,0,
GAS,104.0,29,Qualifying,97.15583333333332,13.970473666709456,6,-1.1949136029411764,90.506,0.0,1,,,,0,,,,0,,,,0,
GIO,102.0,29,Qualifying,97.32371428571427,12.844045042790238,7,-1.083532608695652,,,0,,,,0,,,,0,,,,0,
GRO,67.0,29,Qualifying,104.82475,16.51184688905211,4,-4.4731428571428555,,,0,,,,0,,,,0,,,,0,
HAM,57.0,29,Qualifying,107.066,22.46283838365045,8,-1.8506510067114088,108.538,19.018,2,,,,0,,,,0,,,,0,
HUL,70.0,29,Qualifying,100.03540000000001,16.50916589776721,5,-2.407696261682243,108.52199999999999,17.978,2,,,,0,,,,0,,,,0,
KUB,56.0,29,Qualifying,101.7805,12.885616098968647,4,-2.4727142857142863,,,0,,,,0,,,,0,,,,0,
KVY,88.0,29,Qualifying,92.7555,1.1915000000000049,2,,,,0,,,,0,,,,0,,,,0,
LEC,106.0,29,Qualifying,98.5574,17.10733192055383,5,-1.1509271758436945,98.85375,15.280513839118765,4,-2.6536428571428576,,,0,,,,0,,,,0,
MAG,87.0,29,Qualifying,102.12325,18.291981130744148,8,-0.5527621359223299,,,0,,,,0,,,,0,,,,0,
NOR,108.0,29,Qualifying,97.78500000000001,15.105147798019052,6,-0.94113998884551,101.52733333333333,15.910365223826743,3,,,,0,,,,0,,,,0,
PER,75.0,29,Qualifying,102.56385714285716,16.743061005584813,7,-2.1965454545454537,,,0,,,,0,,,,0,,,,0,
RAI,6.0,29,Qualifying,99.61033333333332,11.979992246333978,6,-2.1762139037433155,,,0,,,,0,,,,0,,,,0,
RIC,79.0,29,Qualifying,98.88850000000001,16.821211200445706,6,-1.1205564053537285,108.4045,18.0355,2,,,,0,,,,0,,,,0,
RUS,110.0,29,Qualifying,93.185,0.3960000000000008,2,,,,0,,,,0,,,,0,,,,0,
SAI,93.0,29,Qualifying,99.79119999999999,18.448504756754676,5,-0.8458307086614173,97.90175,12.820440190863179,4,-2.154642857142858,,,0,,,,0,,,,0,
STR,103.0,29,Qualifying,105.23775,21.766953534831195,4,-2.285453333333334,,,0,,,,0,,,,0,,,,0,
VER,94.0,29,Qualifying,97.80966666666667,14.014084649221855,6,-1.0622966101694915,100.01533333333333,13.690713454341555,3,,,,0,,,,0,,,,0,
VET,60.0,29,Qualifying,107.79660000000001,20.696578795540095,5,-1.5145623556581982,98.428,14.444545112256044,4,-2.5857857142857155,,,0,,,,0,,,,0,
ALB,109.0,29,Race,,,0,,98.20554545454547,0.8772143786530763,22,-0.12463153766972213,96.45065217391303,0.9146156526434992,23,-0.037298099275263195,,,0,,,,0,
BOT,83.0,29,Race,,,0,,95.92685714285714,0.6093526843114369,21,-0.06217662337662371,94.6126923076923,0.5501242355652164,26,-0.0005653240382132384,,,0,,,,0,
GAS,104.0,29,Race,98.08386666666667,0.6131473848558405,15,-0.12648928571428567,,,0,,96.3993103448276,0.6448990887887589,29,-0.04960650190426613,,,0,,,,0,
GIO,102.0,29,Race,99.367,0.5550189185964726,5,0.10590000000000115,95.74971428571428,0.5283442368882811,14,-0.07644877308373357,97.73287499999999,0.5738841573363628,24,-0.04952439454691256,,,0,,,,0,
GRO,67.0,29,Race,,,0,,96.71181818181817,1.0664897236159898,11,-0.07738078541374425,98.30782142857143,0.9591130967711565,28,-0.07333267617750361,,,0,,,,0,
HAM,57.0,29,Race,,,0,,95.61666666666666,0.6788774581429284,21,-0.09249090909090918,94.31791666666668,0.4861195769104101,24,-0.016084866605335892,,,0,,,,0,
HUL,70.0,29,Race,,,0,,95.5642142857143,0.8236136558372691,14,0.007018144704014745,97.44135483870967,0.9594717144677495,31,-0.0934890490943755,,,0,,,,0,
KUB,56.0,29,Race,,,0,,100.05485714285714,0.7938914574792342,21,-0.06340186634557485,98.3901304347826,1.1338820697956908,23,-0.0034876931491861617,,,0,,,,0,
KVY,88.0,29,Race,,,0,,95.7578125,0.6463437764407963,16,-0.036490085782590484,97.98541379310345,1.0253096594399105,29,-0.08962011825112812,,,0,,,,0,
LEC,106.0,29,Race,,,0,,96.1741052631579,0.5627734792255815,19,-0.09388947368421031,94.57528571428573,0.42143859552242846,28,-0.03870447557225814,,,0,,,,0,
MAG,87.0,29,Race,,,0,,99.02114285714286,0.4182174514946655,14,-0.0006681318681318357,97.21186666666667,1.0343734249400576,30,-0.08028317106410149,,,0,,,,0,
NOR,108.0,29,Race,,,0,,97.7576875,0.8466080644806965,16,-0.14619558823529413,96.41007142857144,0.9757231358101036,28,-0.015230356917643923,,,0,,,,0,
PER,75.0,29,Race,,,0,,98.18225,0.8929483117739797,16,-0.17753529411764693,96.17055172413794,0.611834301785913,29,-0.016343206544422582,,,0,,,,0,
RAI,6.0,29,Race,,,0,,95.76275,0.5754431444547753,16,-0.0009596602972398241,97.56128571428572,0.8646723515356568,28,-0.09384952326331628,,,0,,,,0,
RIC,79.0,29,Race,,,0,,98.11992857142857,0.7320234641326843,14,-0.15684175824175803,96.1935,0.6623286570880053,30,-0.05205038987171966,,,0,,,,0,
