date,driver_id,team_id,stop_number,stop_lap,pits_time
10 - 12 NOV 2017,94,14,4,28,23.180
10 - 12 NOV 2017,12,2,4,28,23.342
10 - 12 NOV 2017,103,11,4,28,22.486
10 - 12 NOV 2017,6,1,4,29,23.170
10 - 12 NOV 2017,70,13,4,30,24.054
10 - 12 NOV 2017,93,13,4,31,23.550
10 - 12 NOV 2017,75,20,4,35,23.275
10 - 12 NOV 2017,57,22,4,43,23.121
10 - 12 NOV 2017,79,14,4,43,23.484
10 - 12 NOV 2017,104,16,4,44,23.748
10 - 12 NOV 2017,89,3,4,44,24.164
10 - 12 NOV 2017,67,28,4,48,34.438
10 - 12 NOV 2017,94,14,5,62,22.644
10 - 12 NOV 2017,103,11,5,67,24.756
24 - 26 NOV 2017,103,11,1,11,21.613
24 - 26 NOV 2017,100,2,1,12,22.125
24 - 26 NOV 2017,94,14,1,14,21.269
24 - 26 NOV 2017,6,1,1,15,21.609
24 - 26 NOV 2017,75,20,1,16,21.869
24 - 26 NOV 2017,70,13,1,17,29.724
24 - 26 NOV 2017,79,14,1,19,23.477
24 - 26 NOV 2017,60,1,1,20,21.221
24 - 26 NOV 2017,83,22,1,21,21.478
24 - 26 NOV 2017,12,2,1,21,22.541
24 - 26 NOV 2017,30,11,1,22,21.449
24 - 26 NOV 2017,87,28,1,22,21.875
24 - 26 NOV 2017,57,22,1,24,21.274
24 - 26 NOV 2017,105,16,1,26,21.598
24 - 26 NOV 2017,98,3,1,28,22.959
24 - 26 NOV 2017,103,11,2,29,21.543
24 - 26 NOV 2017,104,16,1,30,21.519
24 - 26 NOV 2017,89,3,1,30,22.176
24 - 26 NOV 2017,101,20,1,31,21.865
24 - 26 NOV 2017,93,13,1,31,21.956
24 - 26 NOV 2017,67,28,1,32,21.850
24 - 26 NOV 2017,103,11,3,35,21.908
