driver_name,driver_id,race_id,session,avg_pace_soft,std_pace_soft,laps_on_soft,deg_rate_soft,avg_pace_medium,std_pace_medium,laps_on_medium,deg_rate_medium,avg_pace_hard,std_pace_hard,laps_on_hard,deg_rate_hard,avg_pace_intermediate,std_pace_intermediate,laps_on_intermediate,deg_rate_intermediate,avg_pace_wet,std_pace_wet,laps_on_wet,deg_rate_wet
SAI,93.0,29,Qualifying,101.7466,22.35535067584492,5,0.758996062992126,97.90175,12.82044019086318,4,-2.154642857142858,,,0,,,,0,,,,0,
STR,103.0,29,Qualifying,92.67566666666666,0.7140991216599779,3,,,,0,,,,0,,,,0,,,,0,
VER,94.0,29,Qualifying,97.80966666666669,14.014084649221855,6,-1.0622966101694915,100.01533333333332,13.690713454341555,3,,,,0,,,,0,,,,0,
VET,60.0,29,Qualifying,107.7966,20.69657879554009,5,-1.5145623556581982,98.428,14.444545112256044,4,-2.5857857142857155,,,0,,,,0,,,,0,
ALB,109.0,29,Race,,,0,,99.63175,4.830626238301476,24,-0.0499835475578405,96.92695833333332,2.4534914998692297,24,0.0460562317429406,,,0,,,,0,
BOT,83.0,29,Race,,,0,,96.86904545454546,4.358500664608007,22,0.1917216261998867,95.04162962962964,2.252797325271787,27,0.067417364622332,,,0,,,,0,
GAS,104.0,29,Race,99.87935294117648,5.164265928601554,17,0.0812132352941175,,,0,,96.722,1.849800385627235,30,0.0036878188775509,,,0,,,,0,
GIO,102.0,29,Race,103.765,7.511396103825935,7,1.1606785714285723,96.47499999999998,2.7613563575412248,15,0.130383165829146,98.53412,3.965351750551267,25,0.1275163858190174,,,0,,,,0,
GRO,67.0,29,Race,,,0,,96.71181818181816,1.0664897236159898,11,-0.0773807854137442,99.54793333333332,4.7484400661925,30,-0.0378194694612737,,,0,,,,0,
HAM,57.0,29,Race,,,0,,96.51404545454544,4.165451743233452,22,0.1707208976157081,94.31791666666668,0.4861195769104101,24,-0.0160848666053358,,,0,,,,0,
HUL,70.0,29,Race,,,0,,95.5642142857143,0.8236136558372691,14,0.0070181447040147,98.4679393939394,4.22809359533021,33,-0.0424949955267277,,,0,,,,0,
KUB,56.0,29,Race,,,0,,101.51043478260868,4.811566370881613,23,0.0079919700214133,98.74375,2.026868155759849,24,0.0566728334956184,,,0,,,,0,
KVY,88.0,29,Race,,,0,,96.4209411764706,2.7256229394955764,17,0.1028828354554358,99.25154838709676,4.92797353390666,31,-0.060302224880383,,,0,,,,0,
LEC,106.0,29,Race,,,0,,97.1735,4.390658862858741,20,0.2050646616541356,94.57528571428573,0.4214385955224284,28,-0.0387044755722581,,,0,,,,0,
MAG,87.0,29,Race,,,0,,101.1014375,5.614063167269651,16,0.1287073529411763,97.5092258064516,1.9204396121331604,31,-0.0285843156228008,,,0,,,,0,
NOR,108.0,29,Race,,,0,,99.39155555555556,4.926243207130812,18,0.0561609907120742,96.41007142857144,0.9757231358101036,28,-0.0152303569176439,,,0,,,,0,
PER,75.0,29,Race,,,0,,100.35511111111111,6.525955391008439,18,0.0887822497420023,96.49843333333337,1.865354473611444,30,0.0325886369638208,,,0,,,,0,
RAI,6.0,29,Race,,,0,,95.76275,0.5754431444547753,16,-0.0009596602972398,98.61716666666668,4.1112049254310925,30,-0.0372502865564105,,,0,,,,0,
RIC,79.0,29,Race,,,0,,100.119875,5.534067094766291,16,0.0783852941176474,96.1935,0.6623286570880053,30,-0.0520503898717196,,,0,,,,0,
RUS,110.0,29,Race,,,0,,99.911125,4.623596712449626,40,-0.0980536328197872,101.64742857142858,9.324816441811036,7,2.784999999999999,,,0,,,,0,
SAI,93.0,29,Race,,,0,,99.17636842105264,4.695082861333998,19,0.0712263157894735,96.067,0.743144819145112,27,-0.0810488254849668,,,0,,,,0,
STR,103.0,29,Race,,,0,,96.61118181818182,3.6415415521497296,11,0.2441293661060804,98.47794594594596,4.29042413291756,37,-0.0383716052362398,,,0,,,,0,
VER,94.0,29,Race,,,0,,97.896,4.668025224867578,20,0.0961112781954891,95.26186206896554,2.1236580626790933,29,0.0553542967719235,,,0,,,,0,
VET,60.0,29,Race,,,0,,97.78078260869566,4.78068070427416,23,0.0071012767969737,96.00621739130436,4.739486781576779,23,0.2815468841427734,,,0,,,,0,
ALB,109.0,32,FP1,92.31933333333332,19.898119420912334,15,-1.4538630335182054,,,0,,,,0,,,,0,,,,0,
BOT,83.0,32,FP1,95.24971428571428,21.660152286196524,7,0.3547540983606558,87.63757142857142,16.342235070578347,14,0.3372000000000002,,,0,,,,0,,,,0,
GAS,104.0,32,FP1,99.07671428571427,21.991485649251267,7,-0.5013928571428565,79.15700000000001,2.147372114934905,6,-0.0515478260869561,,,0,,,,0,,,,0,
GIO,102.0,32,FP1,91.758,20.45477482376448,11,-0.6948592233009707,93.28266666666666,18.5871780477236,9,-2.163212903225804,,,0,,,,0,,,,0,
GRO,67.0,32,FP1,79.25508333333333,2.3883459219835723,12,0.4767642357642359,93.43833333333336,16.94247119585045,6,4.445257142857143,,,0,,,,0,,,,0,
HAM,57.0,32,FP1,88.485375,17.218861118969947,8,0.5204874213836473,84.40007692307692,11.763168486434116,13,-1.1421019442984754,,,0,,,,0,,,,0,
HUL,70.0,32,FP1,87.22408333333333,15.579321874728336,12,0.252140648011782,,,0,,,,0,,,,0,,,,0,
KUB,56.0,32,FP1,90.94338888888888,15.611585431406343,18,-0.3064629523262493,,,0,,,,0,,,,0,,,,0,
KVY,88.0,32,FP1,86.64077777777779,14.258373958857206,18,-0.3858845306302334,,,0,,,,0,,,,0,,,,0,
LEC,106.0,32,FP1,91.44853846153848,20.02061384832906,13,-0.8385755572346055,,,0,,,,0,,,,0,,,,0,
MAG,87.0,32,FP1,80.18318181818182,2.825754760580284,11,0.6212959719789837,90.58266666666668,18.930642748963617,3,,,,0,,,,0,,,,0,
NOR,108.0,32,FP1,88.7994,14.651945899436011,5,-0.9892999999999992,83.17150000000001,11.520765284910548,8,-1.0708129395218,,,0,,,,0,,,,0,
PER,75.0,32,FP1,,,0,,85.6791875,9.86273652579971,16,-0.4334904022378701,,,0,,,,0,,,,0,
RAI,6.0,32,FP1,98.89744444444445,22.8407308557474,9,0.1652872093023247,91.87985714285716,19.25749477423249,7,5.668225409836064,,,0,,,,0,,,,0,
RIC,79.0,32,FP1,87.18983333333334,14.93852420105666,12,-0.4340891364902507,,,0,,,,0,,,,0,,,,0,
RUS,110.0,32,FP1,92.1753076923077,19.884669206295257,13,-0.98558487654321,,,0,,,,0,,,,0,,,,0,
SAI,93.0,32,FP1,84.2313,11.519026469715229,10,-0.4585862068965514,,,0,,81.99985714285715,7.720249929865732,7,0.4867389705882362,,,0,,,,0,
STR,103.0,32,FP1,,,0,,89.4478125,18.784269340390743,16,-1.2412130689041443,,,0,,,,0,,,,0,
VER,94.0,32,FP1,84.07612499999999,10.8813014437325,8,-1.054795918367347,84.21771428571428,12.846285674569636,7,-0.3285614406779657,,,0,,,,0,,,,0,
VET,60.0,32,FP1,96.90041666666669,20.558272821658008,12,0.9265299262093468,,,0,,,,0,,,,0,,,,0,
ALB,109.0,32,FP2,82.8089090909091,10.256500142521997,11,-0.6082728415758591,86.55659999999999,12.452953838614622,15,-0.4332331900521952,,,0,,,,0,,,,0,
BOT,83.0,32,FP2,85.801,13.85683268283196,9,-1.5173142857142854,,,0,,85.0575,12.646896651616425,12,-0.4886637525218559,,,0,,,,0,
GAS,104.0,32,FP2,96.5214,24.4942046337496,5,-1.2898070175438578,86.87516666666666,16.853659705601693,6,-1.831468899521531,,,0,,,,0,,,,0,
GIO,102.0,32,FP2,82.12077777777777,7.058021154493936,9,-0.2130751533742333,,,0,,89.65108333333332,15.026568084886256,12,-0.6978840937114675,,,0,,,,0,
GRO,67.0,32,FP2,83.4753076923077,9.599455268075737,13,-0.305621917808219,,,0,,89.31583333333334,18.47138579367799,12,-0.1843493116603085,,,0,,,,0,
HAM,57.0,32,FP2,84.89766666666667,15.253183886214266,9,-0.4867468619246861,85.36210000000001,15.57661135452766,10,-0.7058919899085464,,,0,,,,0,,,,0,
HUL,70.0,32,FP2,80.63292307692306,2.3213414378341497,13,0.3062146001467352,,,0,,90.94066666666669,14.919615049397963,6,0.2123999999999999,,,0,,,,0,
KUB,56.0,32,FP2,86.336,10.800408839998196,9,-0.79414964028777,89.28625,14.536751053364712,8,-0.3374751773049648,,,0,,,,0,,,,0,
KVY,88.0,32,FP2,90.65846153846154,17.777556614214387,13,-1.2191514065085496,,,0,,88.6301875,13.931709443831496,16,-0.5184588331871863,,,0,,,,0,
LEC,106.0,32,FP2,86.06814285714286,10.764028858438932,7,-1.0929792817679556,,,0,,83.6826923076923,13.982149435204963,13,0.0511141097998971,,,0,,,,0,
MAG,87.0,32,FP2,80.03611111111111,2.468177080106984,9,0.6623336820083682,82.549125,10.063397940525604,8,-0.1017603235419327,,,0,,,,0,,,,0,
NOR,108.0,32,FP2,92.012,16.646734469558886,4,6.414200000000001,,,0,,87.27046666666666,12.33019309319832,15,-0.4511672091131001,,,0,,,,0,
PER,75.0,32,FP2,80.19523076923078,1.820303320195508,13,0.3584941305942771,,,0,,83.06422222222221,8.253433127799713,9,-0.2866339892665473,,,0,,,,0,
RAI,6.0,32,FP2,86.09245454545454,10.890001221835114,11,-0.9242396761133606,86.74953846153848,13.77383361872115,13,-0.5004229904658554,,,0,,,,0,,,,0,
RIC,79.0,32,FP2,80.79599999999999,1.9045694445807853,13,0.3781445341159203,82.5359,7.182697257298265,10,-0.2199194294525829,,,0,,,,0,,,,0,
RUS,110.0,32,FP2,98.927,23.99167716998066,7,0.8036138613861388,,,0,,93.6408888888889,18.51018474272681,9,0.307633482377696,,,0,,,,0,
SAI,93.0,32,FP2,83.95361538461538,14.731070139927231,13,-0.9450679226574128,84.40722222222222,9.821939769694485,9,-0.2531901325478644,,,0,,,,0,,,,0,
STR,103.0,32,FP2,80.45783333333333,2.241624367630661,12,0.4671027667984195,,,0,,84.23389999999999,12.325060555226491,10,-0.3326140775068844,,,0,,,,0,
VER,94.0,32,FP2,76.5575,2.424500000000002,2,,81.09811111111111,7.634115439473644,9,-0.219996179966044,,,0,,,,0,,,,0,
VET,60.0,32,FP2,85.213,15.813212645816732,11,-1.184160042964555,97.061375,19.5773972219081,8,1.1509270213174572,,,0,,,,0,,,,0,
ALB,109.0,32,FP3,86.81911764705882,16.3180746949775,17,0.1422083333333335,,,0,,,,0,,,,0,,,,0,
BOT,83.0,32,FP3,83.50305555555556,12.337519742063332,18,-0.1294747741994343,,,0,,,,0,,,,0,,,,0,
GAS,104.0,32,FP3,87.57866666666666,20.135812910224303,3,,87.54433333333333,19.19761749685506,6,-1.8350285714285688,,,0,,,,0,,,,0,
GIO,102.0,32,FP3,96.88963636363636,20.05554397291648,11,-0.2312630501535312,,,0,,,,0,,,,0,,,,0,
GRO,67.0,32,FP3,88.679,16.02352141384658,8,0.1703456495828364,,,0,,,,0,,,,0,,,,0,
HAM,57.0,32,FP3,80.86233333333332,14.051957266595364,15,0.2206250000000003,,,0,,,,0,,,,0,,,,0,
HUL,70.0,32,FP3,83.09523076923077,13.969160005327373,13,-0.0930122699386503,,,0,,,,0,,,,0,,,,0,
KUB,56.0,32,FP3,88.86773333333333,17.342364777106443,15,0.3192549701789263,,,0,,,,0,,,,0,,,,0,
KVY,88.0,32,FP3,89.47413333333334,17.028935342984763,15,0.2489179460031763,,,0,,,,0,,,,0,,,,0,
LEC,106.0,32,FP3,84.7892,13.303469140040129,10,-0.5094495848161336,,,0,,,,0,,,,0,,,,0,
MAG,87.0,32,FP3,91.0915,22.76659820328896,8,-0.3166415094339614,,,0,,,,0,,,,0,,,,0,
NOR,108.0,32,FP3,79.22433333333333,11.168637064964058,6,-1.0164171122994654,,,0,,,,0,,,,0,,,,0,
PER,75.0,32,FP3,92.34327272727272,18.00486483295258,11,-0.1250252837977297,,,0,,,,0,,,,0,,,,0,
RAI,6.0,32,FP3,93.19714285714288,18.95180719561045,14,0.7162733990147792,,,0,,,,0,,,,0,,,,0,
RIC,79.0,32,FP3,82.71146153846153,14.528547535087256,13,0.3440402572653641,,,0,,,,0,,,,0,,,,0,
RUS,110.0,32,FP3,85.985,15.811864251602689,9,-2.2926500000000005,,,0,,,,0,,,,0,,,,0,
SAI,93.0,32,FP3,90.9445,17.379027741792697,4,0.1639999999999995,88.866875,14.983104772021552,8,0.5614444444444445,,,0,,,,0,,,,0,
STR,103.0,32,FP3,88.060125,18.92315169598804,8,-1.807797071129707,,,0,,,,0,,,,0,,,,0,
VER,94.0,32,FP3,72.548,0.0,1,,85.272,13.155001805397069,4,5.0210169491525445,,,0,,,,0,,,,0,
VET,60.0,32,FP3,89.5370909090909,17.70121656042342,11,-0.9710085166784956,,,0,,,,0,,,,0,,,,0,
ALB,109.0,32,Qualifying,94.63375,20.31154150200078,4,-2.802638554216866,,,0,,,,0,,,,0,,,,0,
BOT,83.0,32,Qualifying,86.42725,24.16824087904413,4,-1.8508463901689705,90.13366666666666,25.00071628751642,3,,,,0,,,,0,,,,0,
GAS,104.0,32,Qualifying,72.6772,0.4130507959077181,5,-0.0908333333333331,,,0,,,,0,,,,0,,,,0,
GIO,102.0,32,Qualifying,82.60528571428573,14.219808374379792,7,-1.7862260765550235,,,0,,,,0,,,,0,,,,0,
GRO,67.0,32,Qualifying,73.04716666666667,0.2345018952778158,6,-0.031499563318777,,,0,,,,0,,,,0,,,,0,
HAM,57.0,32,Qualifying,72.985,1.532067720435362,4,-0.0895816091954024,72.149,0.0,1,,,,0,,,,0,,,,0,
HUL,70.0,32,Qualifying,73.08400000000002,0.1747169138921589,5,-0.0243333333333334,,,0,,,,0,,,,0,,,,0,
KUB,56.0,32,Qualifying,80.8756,11.082331155492511,5,-1.5594766355140188,,,0,,,,0,,,,0,,,,0,
KVY,88.0,32,Qualifying,88.70375000000001,20.412056790963028,8,-2.152256517205423,,,0,,,,0,,,,0,,,,0,
LEC,106.0,32,Qualifying,88.913,16.683999999999997,2,,96.18066666666668,24.95946212472448,3,,,,0,,,,0,,,,0,
MAG,87.0,32,Qualifying,72.946,0.1569999999999964,2,,,,0,,,,0,,,,0,,,,0,
NOR,108.0,32,Qualifying,88.209,18.107581086384787,5,1.1441791044776133,,,0,,,,0,,,,0,,,,0,
PER,75.0,32,Qualifying,81.1525,18.05768130879488,6,-1.84656090225564,,,0,,,,0,,,,0,,,,0,
RAI,6.0,32,Qualifying,85.55477777777779,18.33587411350145,9,-0.6932436149312381,,,0,,,,0,,,,0,,,,0,
RIC,79.0,32,Qualifying,73.03666666666668,0.1681394923534873,3,,,,0,,,,0,,,,0,,,,0,
RUS,110.0,32,Qualifying,83.52000000000001,16.836982283057733,5,-2.25268691588785,,,0,,,,0,,,,0,,,,0,
SAI,93.0,32,Qualifying,81.95022222222222,15.908872763878776,9,-1.0646856267029974,,,0,,,,0,,,,0,,,,0,
STR,103.0,32,Qualifying,73.45425,0.039707524475848,4,0.008066666666667,,,0,,,,0,,,,0,,,,0,
VER,94.0,32,Qualifying,90.9022857142857,29.40357357151525,7,-1.4967693602693608,,,0,,,,0,,,,0,,,,0,
ALB,109.0,32,Race,82.83657142857143,14.654866557438403,14,-1.3632785459266477,,,0,,,,0,,97.449,13.39263348607389,26,0.2769081094049905,,,0,
BOT,83.0,32,Race,79.04175000000001,0.7714293146491116,8,-0.2199957537154984,136.954,0.0,1,,,,0,,97.36920689655172,16.486812283383912,29,0.1026590569848098,96.275,0.0,1,
GAS,104.0,32,Race,85.39000000000001,17.134918138117847,10,-1.7287124733073735,,,0,,,,0,,98.13088461538464,13.613389880009604,26,-0.0776492140739496,,,0,
GIO,102.0,32,Race,78.58072727272726,0.945860559674154,11,0.0334278379920134,134.8005,1.4594999999999914,2,,,,0,,96.16873076923078,10.739971703721828,26,-0.1557921456314489,,,0,
GRO,67.0,32,Race,83.55299999999998,13.804318655350636,13,-1.2229789266647932,,,0,,,,0,,98.73107407407409,14.186531165617325,27,0.0555587011159143,,,0,
HAM,57.0,32,Race,78.6978,0.96347400587665,10,-0.0856251201537967,,,0,,,,0,,95.3055,14.644689098213496,30,-0.0678893305831615,94.72,0.0,1,
HUL,70.0,32,Race,,,0,,,,0,,,,0,,99.4986551724138,16.841674429973757,29,0.2253890629423422,,,0,
KUB,56.0,32,Race,80.86458333333333,1.3639155312514384,12,-0.1567859664607236,,,0,,,,0,,94.86829411764704,1.5606780112090004,17,-0.0042021474975938,103.0875,1.0504999999999995,2,
KVY,88.0,32,Race,79.09214285714286,1.1663774724176004,14,-0.1093783699059562,,,0,,,,0,,96.9738,10.9754407146137,25,-0.1676112155388471,,,0,
LEC,106.0,32,Race,,,0,,,,0,,,,0,,93.7454,10.491116591669355,20,-0.4902108176100629,,,0,
MAG,87.0,32,Race,85.66029411764706,12.390216898660318,17,-0.1953556475965069,,,0,,,,0,,93.05214285714284,1.8392882496515144,14,0.0058794002875334,98.21333333333332,0.3221193705583196,3,
NOR,108.0,32,Race,,,0,,,,0,,,,0,,92.67635714285711,1.0072135968064753,14,0.1418916741271262,99.497,0.0,1,
RAI,6.0,32,Race,78.86127272727272,0.7848006221512096,11,-0.0616682829435254,136.752,0.0,1,,,,0,,97.66803703703704,14.372240884276374,27,-0.0537126465246822,,,0,
RIC,79.0,32,Race,,,0,,,,0,,,,0,,98.9109,11.614597164344534,10,-2.743084848484849,,,0,
RUS,110.0,32,Race,80.76581818181819,1.2432199262897812,11,-0.1258624926857814,,,0,,,,0,,96.38215,9.077760066640892,20,0.0109551066217731,101.976,0.8029999999999973,2,
SAI,93.0,32,Race,78.855,0.7203932686654303,13,-0.0796601281024822,,,0,,,,0,,97.42140740740744,13.14405056588203,27,0.0146357245893167,,,0,
STR,103.0,32,Race,80.461,2.9425802056471912,15,-0.3780464651511368,143.968,0.0,1,,,,0,,92.51894736842104,1.1122246778740446,19,-0.0500713786240652,99.619,0.1820000000000021,2,
VER,94.0,32,Race,77.869,0.9102417261365244,13,-0.1359431545236187,,,0,,,,0,,99.7192,18.667719111521546,30,0.3049851690244701,95.883,0.0,1,
VET,60.0,32,Race,79.20561538461537,4.236633615328631,13,-0.3724715447154473,,,0,,,,0,,98.55965384615384,14.686696861032772,26,0.1193461485862765,,,0,
ALB,109.0,31,FP1,102.75284615384614,13.613687020202269,13,0.2335828832571665,,,0,,,,0,,,,0,,,,0,
BOT,83.0,31,FP1,100.48318181818182,16.496714762853305,11,-0.6983762927605409,102.88275,14.178837282637108,4,0.6757796610169492,,,0,,,,0,,,,0,
GAS,104.0,31,FP1,106.3487142857143,17.37287204822742,14,0.8364930467762323,,,0,,,,0,,,,0,,,,0,
GIO,102.0,31,FP1,105.41570000000002,16.51372293609167,10,1.892729119638828,117.64225,19.371063901796926,4,-3.709710280373831,,,0,,,,0,,,,0,
GRO,67.0,31,FP1,102.55933333333334,14.460954383749671,15,0.9657008064516128,,,0,,,,0,,,,0,,,,0,
HAM,57.0,31,FP1,96.98111111111112,9.33704511245923,9,-2.150409090909091,101.30275,20.45440917473541,4,-7.391850000000002,,,0,,,,0,,,,0,
HUL,70.0,31,FP1,102.1005,14.829549489111256,10,1.3655355191256824,,,0,,,,0,,,,0,,,,0,
KUB,56.0,31,FP1,,,0,,102.32307692307693,14.56611174801365,13,-0.9373244062045566,,,0,,134.6855,3.973500000000002,2,,,,0,
KVY,88.0,31,FP1,101.3318,12.83864707929409,15,0.484178003533569,,,0,,,,0,,,,0,,,,0,
LEC,106.0,31,FP1,100.08222222222224,13.8349409891347,9,1.248264124293785,,,0,,,,0,,,,0,,,,0,
MAG,87.0,31,FP1,101.2983846153846,14.787881944028785,13,0.7959752148050228,92.5075,1.3784999999999954,2,,,,0,,,,0,,,,0,
NOR,108.0,31,FP1,104.114375,18.13571254415924,8,3.1570072463768115,97.64766666666668,9.476603376503396,3,,,,0,,,,0,,,,0,
PER,75.0,31,FP1,102.311,20.83747891420648,4,-7.369899999999996,96.6405,7.803618892631071,14,0.5882248924867188,,,0,,,,0,,,,0,
RAI,6.0,31,FP1,,,0,,105.04925,21.319695077263656,4,-3.506565217391305,,,0,,,,0,,,,0,
RIC,79.0,31,FP1,103.5773846153846,12.77416370611135,13,-1.1452064960629915,,,0,,,,0,,,,0,,,,0,
RUS,110.0,31,FP1,,,0,,98.66423076923076,12.54940731149573,13,-0.6774699237089206,,,0,,133.5265,9.900499999999994,2,,,,0,
SAI,93.0,31,FP1,115.37399999999998,24.600191333944263,6,-3.768735483870968,99.526,12.416195319912708,9,0.4374440559440555,,,0,,,,0,,,,0,
STR,103.0,31,FP1,111.04675,21.0617313672808,4,-3.911763358778624,103.29566666666666,17.094228364827966,12,1.5395623901581723,,,0,,,,0,,,,0,
VER,94.0,31,FP1,106.341,19.96429286592349,11,0.8184283206553541,,,0,,,,0,,,,0,,,,0,
VET,60.0,31,FP1,92.976,3.739745254884157,7,-0.1653049555273185,,,0,,,,0,,,,0,,,,0,
ALB,109.0,31,FP2,95.97030769230771,9.187396236019929,13,-0.6905951619352256,102.80766666666666,19.24300644678765,9,-0.3032664864864864,,,0,,,,0,,,,0,
BOT,83.0,31,FP2,100.605,15.025010299497303,4,-1.7737999999999994,97.84846153846154,14.706256991840553,13,0.2825480522260271,,,0,,,,0,,,,0,
GAS,104.0,31,FP2,97.784875,12.795177933869263,8,-1.0122781690140843,98.428,15.285274169750585,9,0.1269286821705424,,,0,,,,0,,,,0,
GIO,102.0,31,FP2,99.7044,11.929511684893058,10,-0.9244596273291926,103.0412,16.234337626155252,5,0.2104691313711416,,,0,,,,0,,,,0,
GRO,67.0,31,FP2,88.84899999999999,0.0457456737480935,3,,99.581,14.053306356102166,13,-0.3133637006898991,,,0,,,,0,,,,0,
HAM,57.0,31,FP2,106.56944444444444,18.224892099123423,9,0.8909926666666659,94.68846153846152,8.747678941519592,13,-0.3305148393295612,,,0,,,,0,,,,0,
HUL,70.0,31,FP2,97.0199090909091,11.517539845064336,11,1.2279373727087572,99.54454545454546,13.270373210917043,11,-0.2103855092642176,,,0,,,,0,,,,0,
KUB,56.0,31,FP2,99.1661,8.656339266110125,10,-0.4218476190476184,,,0,,96.98592307692309,7.624782069637629,13,0.4555558798999164,,,0,,,,0,
KVY,88.0,31,FP2,96.38242857142858,11.43706454418069,7,-0.5490507246376802,98.69471428571428,13.651543551809034,14,0.1173606975896025,,,0,,,,0,,,,0,
LEC,106.0,31,FP2,105.19314285714287,18.871426030063635,7,-0.1837213622291021,99.60863636363636,17.282647462767798,11,0.3748740711771606,,,0,,,,0,,,,0,
MAG,87.0,31,FP2,91.57585714285716,2.267473699867728,7,0.3418483146067419,98.8,16.20256689540272,5,0.7223091814159295,,,0,,,,0,,,,0,
NOR,108.0,31,FP2,106.162,19.947576715815213,12,0.3155536833855799,94.68454545454546,8.614795933462766,11,-0.2654550052687043,,,0,,,,0,,,,0,
PER,75.0,31,FP2,98.532,11.78605991354678,7,-1.9661844660194168,,,0,,97.29433333333334,11.269159221324168,12,0.1608993149263027,,,0,,,,0,
RAI,6.0,31,FP2,101.423375,15.026371276338644,8,-0.4571471941122351,103.13066666666668,13.335534493308552,9,0.0669498502994013,,,0,,,,0,,,,0,
RIC,79.0,31,FP2,98.6155,12.754712570262017,4,-3.628647058823528,,,0,,102.2576,17.61582264442964,5,-1.3422567567567576,,,0,,,,0,
RUS,110.0,31,FP2,99.547,9.20440924231425,4,-4.7456,,,0,,,,0,,,,0,,,,0,
SAI,93.0,31,FP2,94.5198,5.405951105957214,10,-0.385209263854425,97.87638461538462,10.394080612307562,13,0.0757317859060802,,,0,,,,0,,,,0,
STR,103.0,31,FP2,95.72122222222224,8.408573412862982,9,-0.5072491638795993,,,0,,100.29742857142858,15.167402888687146,14,0.2131720406360424,,,0,,,,0,
VER,94.0,31,FP2,91.71414285714286,1.689650295904148,7,0.5756644736842097,96.3188181818182,11.292201684172712,11,0.2005535966149507,,,0,,,,0,,,,0,
VET,60.0,31,FP2,102.67466666666668,17.3961336061909,9,-1.4124235237173288,101.76366666666668,16.791567126255835,6,0.3119322884012538,,,0,,,,0,,,,0,
ALB,109.0,31,FP3,104.16216666666666,17.110356935850938,6,3.3906,98.4656,9.488441781451792,5,1.7043000000000006,,,0,,,,0,,,,0,
BOT,83.0,31,FP3,101.37661538461538,15.51459070353533,13,1.46564666292765,,,0,,,,0,,95.423,0.0,1,,,,0,
GAS,104.0,31,FP3,100.6228,17.484159955799996,10,-0.2968421052631588,,,0,,,,0,,,,0,,,,0,
GIO,102.0,31,FP3,103.03583333333334,15.47234361063493,12,0.7648768545994061,,,0,,,,0,,,,0,,,,0,
GRO,67.0,31,FP3,99.7971,14.734610170954644,10,0.5685819622181597,,,0,,,,0,,,,0,,,,0,
HAM,57.0,31,FP3,99.58486666666668,15.150080927689975,15,0.6549872214941028,,,0,,,,0,,,,0,,,,0,
HUL,70.0,31,FP3,101.46036363636364,15.393252590739689,11,0.6925115577889448,,,0,,,,0,,,,0,,,,0,
KUB,56.0,31,FP3,99.46154545454546,10.664945964689746,11,0.6208778894472364,,,0,,,,0,,102.8,0.0,1,,,,0,
KVY,88.0,31,FP3,102.716375,15.648188528848154,8,2.3847738095238102,99.26,13.942617874703446,5,-0.0235999999999998,,,0,,,,0,,,,0,
LEC,106.0,31,FP3,107.948,19.4892585857498,9,0.8629071428571427,,,0,,,,0,,,,0,,,,0,
MAG,87.0,31,FP3,100.9402,14.40364263511144,10,1.3720590551181109,,,0,,,,0,,,,0,,,,0,
NOR,108.0,31,FP3,106.5628,17.9622498189954,5,8.060891891891897,98.6096,13.53315288615332,5,-0.9345999999999972,,,0,,,,0,,,,0,
PER,75.0,31,FP3,104.55733333333332,17.11983895952295,9,2.4763836734693867,,,0,,,,0,,,,0,,,,0,
RAI,6.0,31,FP3,101.97718181818182,15.819902371944371,11,0.9095994974874376,,,0,,,,0,,,,0,,,,0,
RIC,79.0,31,FP3,101.7241,12.605973016391872,10,0.3093054960742324,,,0,,,,0,,,,0,,,,0,
RUS,110.0,31,FP3,103.24070000000002,15.247815699633838,10,2.46246324054247,93.92199999999998,2.866056989431068,3,,,,0,,104.367,0.0,1,,,,0,
SAI,93.0,31,FP3,104.5994,15.10205827826128,5,5.137800000000002,93.555,7.199455090491225,5,-0.1183999999999991,,,0,,,,0,,,,0,
STR,103.0,31,FP3,98.307125,13.531494322851966,8,0.2516317044100116,,,0,,,,0,,,,0,,,,0,
VER,94.0,31,FP3,97.65433333333334,12.29184502017496,9,-0.1883908163265307,,,0,,,,0,,,,0,,,,0,
VET,60.0,31,FP3,107.05530000000002,20.41357546854544,10,1.1952150205761316,,,0,,,,0,,,,0,,,,0,
ALB,109.0,31,Qualifying,93.54283333333336,11.809867885468584,12,0.3929819494584837,,,0,,,,0,,,,0,,,,0,
BOT,83.0,31,Qualifying,93.79200000000002,12.7193689533494,7,0.2024211956521735,91.308,7.818269885339085,3,,,,0,,,,0,,,,0,
GAS,104.0,31,Qualifying,86.2038,0.4926911405738885,5,-0.0294968652037616,94.86233333333332,12.389092415866823,3,,,,0,,,,0,,,,0,
GIO,102.0,31,Qualifying,92.61766666666666,10.805543340752877,9,0.1722021028037386,,,0,,,,0,,,,0,,,,0,
GRO,67.0,31,Qualifying,90.59814285714285,8.989796619796586,7,0.786364601769912,,,0,,,,0,,,,0,,,,0,
HAM,57.0,31,Qualifying,90.555,10.32101624841275,5,-0.8087247838616718,93.998,8.158000000000001,2,,,,0,,,,0,,,,0,
HUL,70.0,31,Qualifying,91.25588888888888,9.261113497300231,9,-0.7032551089918256,,,0,,,,0,,,,0,,,,0,
KUB,56.0,31,Qualifying,97.17116666666668,11.95266242888541,6,-0.4680361445783145,,,0,,,,0,,,,0,,,,0,
KVY,88.0,31,Qualifying,97.2685,14.286260447833552,6,0.1204698795180726,,,0,,,,0,,,,0,,,,0,
