date,driver_id,team_id,position,driver_name,points
12 SEP 2010,69,7,NC,Kamui Kobayashi,0
26 SEP 2010,12,1,1,Fernando Alonso,25
26 SEP 2010,60,3,2,Sebastian Vettel,18
26 SEP 2010,27,3,3,Mark Webber,15
26 SEP 2010,14,4,4,Jenson Button,12
26 SEP 2010,51,2,5,Nico Rosberg,10
26 SEP 2010,3,8,6,Rubens Barrichello,8
26 SEP 2010,56,5,7,Robert Kubica,6
26 SEP 2010,30,1,8,Felipe Massa,4
26 SEP 2010,59,6,9,Adrian Sutil,2
26 SEP 2010,70,8,10,Nico Hulkenberg,1
26 SEP 2010,72,5,11,Vitaly Petrov,0
26 SEP 2010,66,9,12,Jaime Alguersuari,0
26 SEP 2010,1,2,13,Michael Schumacher,0
26 SEP 2010,65,9,14,Sebastien Buemi,0
26 SEP 2010,73,33,15,Lucas di Grassi,0
26 SEP 2010,58,31,16,Heikki Kovalainen,0
26 SEP 2010,43,33,NC,Timo Glock,0
26 SEP 2010,4,7,NC,Nick Heidfeld,0
26 SEP 2010,57,4,NC,Lewis Hamilton,0
26 SEP 2010,40,32,NC,Christian Klien,0
26 SEP 2010,69,7,NC,Kamui Kobayashi,0
26 SEP 2010,71,32,NC,Bruno Senna,0
26 SEP 2010,16,31,NC,Jarno Trulli,0
26 SEP 2010,49,6,NC,Vitantonio Liuzzi,0
10 OCT 2010,60,3,1,Sebastian Vettel,25
10 OCT 2010,27,3,2,Mark Webber,18
10 OCT 2010,12,1,3,Fernando Alonso,15
10 OCT 2010,14,4,4,Jenson Button,12
10 OCT 2010,57,4,5,Lewis Hamilton,10
10 OCT 2010,1,2,6,Michael Schumacher,8
10 OCT 2010,69,7,7,Kamui Kobayashi,6
10 OCT 2010,4,7,8,Nick Heidfeld,4
10 OCT 2010,3,8,9,Rubens Barrichello,2
10 OCT 2010,65,9,10,Sebastien Buemi,1
10 OCT 2010,66,9,11,Jaime Alguersuari,0
10 OCT 2010,58,31,12,Heikki Kovalainen,0
10 OCT 2010,16,31,13,Jarno Trulli,0
10 OCT 2010,43,33,14,Timo Glock,0
10 OCT 2010,71,32,15,Bruno Senna,0
10 OCT 2010,55,32,16,Sakon Yamamoto,0
10 OCT 2010,51,2,17,Nico Rosberg,0
10 OCT 2010,59,6,NC,Adrian Sutil,0
10 OCT 2010,56,5,NC,Robert Kubica,0
10 OCT 2010,70,8,NC,Nico Hulkenberg,0
10 OCT 2010,30,1,NC,Felipe Massa,0
10 OCT 2010,72,5,NC,Vitaly Petrov,0
10 OCT 2010,49,6,NC,Vitantonio Liuzzi,0
10 OCT 2010,73,33,NC,Lucas di Grassi,0
24 OCT 2010,12,1,1,Fernando Alonso,25
24 OCT 2010,57,4,2,Lewis Hamilton,18
24 OCT 2010,30,1,3,Felipe Massa,15
24 OCT 2010,1,2,4,Michael Schumacher,12
24 OCT 2010,56,5,5,Robert Kubica,10
24 OCT 2010,49,6,6,Vitantonio Liuzzi,8
24 OCT 2010,3,8,7,Rubens Barrichello,6
24 OCT 2010,69,7,8,Kamui Kobayashi,4
24 OCT 2010,4,7,9,Nick Heidfeld,2
24 OCT 2010,70,8,10,Nico Hulkenberg,1
24 OCT 2010,66,9,11,Jaime Alguersuari,0
24 OCT 2010,14,4,12,Jenson Button,0
24 OCT 2010,58,31,13,Heikki Kovalainen,0
24 OCT 2010,71,32,14,Bruno Senna,0
24 OCT 2010,55,32,15,Sakon Yamamoto,0
24 OCT 2010,59,6,NC,Adrian Sutil,0
24 OCT 2010,60,3,NC,Sebastian Vettel,0
24 OCT 2010,72,5,NC,Vitaly Petrov,0
24 OCT 2010,43,33,NC,Timo Glock,0
24 OCT 2010,65,9,NC,Sebastien Buemi,0
24 OCT 2010,73,33,NC,Lucas di Grassi,0
24 OCT 2010,16,31,NC,Jarno Trulli,0
24 OCT 2010,27,3,NC,Mark Webber,0
24 OCT 2010,51,2,NC,Nico Rosberg,0
07 NOV 2010,60,3,1,Sebastian Vettel,25
07 NOV 2010,27,3,2,Mark Webber,18
07 NOV 2010,12,1,3,Fernando Alonso,15
07 NOV 2010,57,4,4,Lewis Hamilton,12
07 NOV 2010,14,4,5,Jenson Button,10
07 NOV 2010,51,2,6,Nico Rosberg,8
07 NOV 2010,1,2,7,Michael Schumacher,6
07 NOV 2010,70,8,8,Nico Hulkenberg,4
07 NOV 2010,56,5,9,Robert Kubica,2
07 NOV 2010,69,7,10,Kamui Kobayashi,1
07 NOV 2010,66,9,11,Jaime Alguersuari,0
07 NOV 2010,59,6,12,Adrian Sutil,0
07 NOV 2010,65,9,13,Sebastien Buemi,0
07 NOV 2010,3,8,14,Rubens Barrichello,0
07 NOV 2010,30,1,15,Felipe Massa,0
07 NOV 2010,72,5,16,Vitaly Petrov,0
07 NOV 2010,4,7,17,Nick Heidfeld,0
07 NOV 2010,58,31,18,Heikki Kovalainen,0
07 NOV 2010,16,31,19,Jarno Trulli,0
07 NOV 2010,43,33,20,Timo Glock,0
07 NOV 2010,71,32,21,Bruno Senna,0
07 NOV 2010,40,32,22,Christian Klien,0
07 NOV 2010,73,33,NC,Lucas di Grassi,0
07 NOV 2010,49,6,NC,Vitantonio Liuzzi,0
14 NOV 2010,60,3,1,Sebastian Vettel,25
14 NOV 2010,57,4,2,Lewis Hamilton,18
14 NOV 2010,14,4,3,Jenson Button,15
14 NOV 2010,51,2,4,Nico Rosberg,12
14 NOV 2010,56,5,5,Robert Kubica,10
14 NOV 2010,72,5,6,Vitaly Petrov,8
14 NOV 2010,12,1,7,Fernando Alonso,6
14 NOV 2010,27,3,8,Mark Webber,4
14 NOV 2010,66,9,9,Jaime Alguersuari,2
14 NOV 2010,30,1,10,Felipe Massa,1
14 NOV 2010,4,7,11,Nick Heidfeld,0
14 NOV 2010,3,8,12,Rubens Barrichello,0
14 NOV 2010,59,6,13,Adrian Sutil,0
14 NOV 2010,69,7,14,Kamui Kobayashi,0
14 NOV 2010,65,9,15,Sebastien Buemi,0
14 NOV 2010,70,8,16,Nico Hulkenberg,0
14 NOV 2010,58,31,17,Heikki Kovalainen,0
14 NOV 2010,73,33,18,Lucas di Grassi,0
14 NOV 2010,71,32,19,Bruno Senna,0
14 NOV 2010,40,32,20,Christian Klien,0
14 NOV 2010,16,31,21,Jarno Trulli,0
14 NOV 2010,43,33,NC,Timo Glock,0
14 NOV 2010,1,2,NC,Michael Schumacher,0
14 NOV 2010,49,6,NC,Vitantonio Liuzzi,0
25 - 27 MAR 2011,60,3,1,Sebastian Vettel,25
25 - 27 MAR 2011,57,4,2,Lewis Hamilton,18
25 - 27 MAR 2011,72,5,3,Vitaly Petrov,15
25 - 27 MAR 2011,12,1,4,Fernando Alonso,12
25 - 27 MAR 2011,27,3,5,Mark Webber,10
25 - 27 MAR 2011,14,4,6,Jenson Button,8
25 - 27 MAR 2011,75,7,DQ,Sergio Perez,0
25 - 27 MAR 2011,69,7,DQ,Kamui Kobayashi,0
25 - 27 MAR 2011,30,1,7,Felipe Massa,6
25 - 27 MAR 2011,65,9,8,Sebastien Buemi,4
25 - 27 MAR 2011,59,6,9,Adrian Sutil,2
25 - 27 MAR 2011,76,6,10,Paul di Resta,1
25 - 27 MAR 2011,66,9,11,Jaime Alguersuari,0
25 - 27 MAR 2011,4,5,12,Nick Heidfeld,0
25 - 27 MAR 2011,16,31,13,Jarno Trulli,0
25 - 27 MAR 2011,77,33,14,Jerome d'Ambrosio,0
25 - 27 MAR 2011,43,33,NC,Timo Glock,0
25 - 27 MAR 2011,3,8,NC,Rubens Barrichello,0
25 - 27 MAR 2011,51,2,NC,Nico Rosberg,0
25 - 27 MAR 2011,58,31,NC,Heikki Kovalainen,0
25 - 27 MAR 2011,1,2,NC,Michael Schumacher,0
25 - 27 MAR 2011,78,8,NC,Pastor Maldonado,0
08 - 10 APR 2011,60,3,1,Sebastian Vettel,25
08 - 10 APR 2011,14,4,2,Jenson Button,18
08 - 10 APR 2011,4,5,3,Nick Heidfeld,15
08 - 10 APR 2011,27,3,4,Mark Webber,12
08 - 10 APR 2011,30,1,5,Felipe Massa,10
08 - 10 APR 2011,12,1,6,Fernando Alonso,8
08 - 10 APR 2011,69,7,7,Kamui Kobayashi,6
08 - 10 APR 2011,57,4,8,Lewis Hamilton,4
08 - 10 APR 2011,1,2,9,Michael Schumacher,2
08 - 10 APR 2011,76,6,10,Paul di Resta,1
08 - 10 APR 2011,59,6,11,Adrian Sutil,0
08 - 10 APR 2011,51,2,12,Nico Rosberg,0
08 - 10 APR 2011,65,9,13,Sebastien Buemi,0
08 - 10 APR 2011,66,9,14,Jaime Alguersuari,0
08 - 10 APR 2011,58,31,15,Heikki Kovalainen,0
08 - 10 APR 2011,43,33,16,Timo Glock,0
08 - 10 APR 2011,72,5,17,Vitaly Petrov,0
08 - 10 APR 2011,49,32,NC,Vitantonio Liuzzi,0
08 - 10 APR 2011,77,33,NC,Jerome d'Ambrosio,0
08 - 10 APR 2011,16,31,NC,Jarno Trulli,0
08 - 10 APR 2011,75,7,NC,Sergio Perez,0
08 - 10 APR 2011,3,8,NC,Rubens Barrichello,0
08 - 10 APR 2011,44,32,NC,Narain Karthikeyan,0
08 - 10 APR 2011,78,8,NC,Pastor Maldonado,0
15 - 17 APR 2011,57,4,1,Lewis Hamilton,25
15 - 17 APR 2011,60,3,2,Sebastian Vettel,18
15 - 17 APR 2011,27,3,3,Mark Webber,15
15 - 17 APR 2011,14,4,4,Jenson Button,12
15 - 17 APR 2011,51,2,5,Nico Rosberg,10
15 - 17 APR 2011,30,1,6,Felipe Massa,8
15 - 17 APR 2011,12,1,7,Fernando Alonso,6
15 - 17 APR 2011,1,2,8,Michael Schumacher,4
15 - 17 APR 2011,72,5,9,Vitaly Petrov,2
15 - 17 APR 2011,69,7,10,Kamui Kobayashi,1
15 - 17 APR 2011,76,6,11,Paul di Resta,0
15 - 17 APR 2011,4,5,12,Nick Heidfeld,0
15 - 17 APR 2011,3,8,13,Rubens Barrichello,0
15 - 17 APR 2011,65,9,14,Sebastien Buemi,0
15 - 17 APR 2011,59,6,15,Adrian Sutil,0
15 - 17 APR 2011,58,31,16,Heikki Kovalainen,0
15 - 17 APR 2011,75,7,17,Sergio Perez,0
15 - 17 APR 2011,78,8,18,Pastor Maldonado,0
15 - 17 APR 2011,16,31,19,Jarno Trulli,0
15 - 17 APR 2011,77,33,20,Jerome d'Ambrosio,0
15 - 17 APR 2011,43,33,21,Timo Glock,0
15 - 17 APR 2011,49,32,22,Vitantonio Liuzzi,0
15 - 17 APR 2011,44,32,23,Narain Karthikeyan,0
15 - 17 APR 2011,66,9,NC,Jaime Alguersuari,0
06 - 08 MAY 2011,60,3,1,Sebastian Vettel,25
06 - 08 MAY 2011,27,3,2,Mark Webber,18
06 - 08 MAY 2011,12,1,3,Fernando Alonso,15
06 - 08 MAY 2011,57,4,4,Lewis Hamilton,12
06 - 08 MAY 2011,51,2,5,Nico Rosberg,10
06 - 08 MAY 2011,14,4,6,Jenson Button,8
06 - 08 MAY 2011,4,5,7,Nick Heidfeld,6
06 - 08 MAY 2011,72,5,8,Vitaly Petrov,4
06 - 08 MAY 2011,65,9,9,Sebastien Buemi,2
06 - 08 MAY 2011,69,7,10,Kamui Kobayashi,1
06 - 08 MAY 2011,30,1,11,Felipe Massa,0
06 - 08 MAY 2011,1,2,12,Michael Schumacher,0
06 - 08 MAY 2011,59,6,13,Adrian Sutil,0
06 - 08 MAY 2011,75,7,14,Sergio Perez,0
06 - 08 MAY 2011,3,8,15,Rubens Barrichello,0
06 - 08 MAY 2011,66,9,16,Jaime Alguersuari,0
06 - 08 MAY 2011,78,8,17,Pastor Maldonado,0
06 - 08 MAY 2011,16,31,18,Jarno Trulli,0
06 - 08 MAY 2011,58,31,19,Heikki Kovalainen,0
06 - 08 MAY 2011,77,33,20,Jerome d'Ambrosio,0
06 - 08 MAY 2011,44,32,21,Narain Karthikeyan,0
06 - 08 MAY 2011,49,32,22,Vitantonio Liuzzi,0
06 - 08 MAY 2011,76,6,NC,Paul di Resta,0
06 - 08 MAY 2011,43,33,NC,Timo Glock,0
20 - 22 MAY 2011,60,3,1,Sebastian Vettel,25
20 - 22 MAY 2011,57,4,2,Lewis Hamilton,18
20 - 22 MAY 2011,14,4,3,Jenson Button,15
20 - 22 MAY 2011,27,3,4,Mark Webber,12
20 - 22 MAY 2011,12,1,5,Fernando Alonso,10
20 - 22 MAY 2011,1,2,6,Michael Schumacher,8
20 - 22 MAY 2011,51,2,7,Nico Rosberg,6
20 - 22 MAY 2011,4,5,8,Nick Heidfeld,4
20 - 22 MAY 2011,75,7,9,Sergio Perez,2
20 - 22 MAY 2011,69,7,10,Kamui Kobayashi,1
20 - 22 MAY 2011,72,5,11,Vitaly Petrov,0
20 - 22 MAY 2011,76,6,12,Paul di Resta,0
20 - 22 MAY 2011,59,6,13,Adrian Sutil,0
20 - 22 MAY 2011,65,9,14,Sebastien Buemi,0
20 - 22 MAY 2011,78,8,15,Pastor Maldonado,0
20 - 22 MAY 2011,66,9,16,Jaime Alguersuari,0
20 - 22 MAY 2011,3,8,17,Rubens Barrichello,0
20 - 22 MAY 2011,16,31,18,Jarno Trulli,0
20 - 22 MAY 2011,43,33,19,Timo Glock,0
20 - 22 MAY 2011,77,33,20,Jerome d'Ambrosio,0
20 - 22 MAY 2011,44,32,21,Narain Karthikeyan,0
20 - 22 MAY 2011,30,1,NC,Felipe Massa,0
20 - 22 MAY 2011,58,31,NC,Heikki Kovalainen,0
20 - 22 MAY 2011,49,32,NC,Vitantonio Liuzzi,0
26 - 29 MAY 2011,60,3,1,Sebastian Vettel,25
26 - 29 MAY 2011,12,1,2,Fernando Alonso,18
26 - 29 MAY 2011,14,4,3,Jenson Button,15
26 - 29 MAY 2011,27,3,4,Mark Webber,12
26 - 29 MAY 2011,69,7,5,Kamui Kobayashi,10
26 - 29 MAY 2011,57,4,6,Lewis Hamilton,8
26 - 29 MAY 2011,59,6,7,Adrian Sutil,6
26 - 29 MAY 2011,4,5,8,Nick Heidfeld,4
26 - 29 MAY 2011,3,8,9,Rubens Barrichello,2
26 - 29 MAY 2011,65,9,10,Sebastien Buemi,1
26 - 29 MAY 2011,51,2,11,Nico Rosberg,0
26 - 29 MAY 2011,76,6,12,Paul di Resta,0
26 - 29 MAY 2011,16,31,13,Jarno Trulli,0
26 - 29 MAY 2011,58,31,14,Heikki Kovalainen,0
26 - 29 MAY 2011,77,33,15,Jerome d'Ambrosio,0
26 - 29 MAY 2011,49,32,16,Vitantonio Liuzzi,0
26 - 29 MAY 2011,44,32,17,Narain Karthikeyan,0
26 - 29 MAY 2011,78,8,18,Pastor Maldonado,0
26 - 29 MAY 2011,72,5,NC,Vitaly Petrov,0
26 - 29 MAY 2011,66,9,NC,Jaime Alguersuari,0
26 - 29 MAY 2011,30,1,NC,Felipe Massa,0
26 - 29 MAY 2011,1,2,NC,Michael Schumacher,0
26 - 29 MAY 2011,43,33,NC,Timo Glock,0
10 - 12 JUN 2011,14,4,1,Jenson Button,25
10 - 12 JUN 2011,60,3,2,Sebastian Vettel,18
10 - 12 JUN 2011,27,3,3,Mark Webber,15
10 - 12 JUN 2011,1,2,4,Michael Schumacher,12
10 - 12 JUN 2011,72,5,5,Vitaly Petrov,10
10 - 12 JUN 2011,30,1,6,Felipe Massa,8
10 - 12 JUN 2011,69,7,7,Kamui Kobayashi,6
10 - 12 JUN 2011,66,9,8,Jaime Alguersuari,4
10 - 12 JUN 2011,3,8,9,Rubens Barrichello,2
10 - 12 JUN 2011,65,9,10,Sebastien Buemi,1
10 - 12 JUN 2011,51,2,11,Nico Rosberg,0
10 - 12 JUN 2011,23,7,12,Pedro de la Rosa,0
10 - 12 JUN 2011,49,32,13,Vitantonio Liuzzi,0
10 - 12 JUN 2011,77,33,14,Jerome d'Ambrosio,0
10 - 12 JUN 2011,43,33,15,Timo Glock,0
10 - 12 JUN 2011,16,31,16,Jarno Trulli,0
10 - 12 JUN 2011,44,32,17,Narain Karthikeyan,0
10 - 12 JUN 2011,76,6,18,Paul di Resta,0
10 - 12 JUN 2011,78,8,NC,Pastor Maldonado,0
10 - 12 JUN 2011,4,5,NC,Nick Heidfeld,0
10 - 12 JUN 2011,59,6,NC,Adrian Sutil,0
10 - 12 JUN 2011,12,1,NC,Fernando Alonso,0
10 - 12 JUN 2011,58,31,NC,Heikki Kovalainen,0
10 - 12 JUN 2011,57,4,NC,Lewis Hamilton,0
24 - 26 JUN 2011,60,3,1,Sebastian Vettel,25
24 - 26 JUN 2011,12,1,2,Fernando Alonso,18
24 - 26 JUN 2011,27,3,3,Mark Webber,15
24 - 26 JUN 2011,57,4,4,Lewis Hamilton,12
24 - 26 JUN 2011,30,1,5,Felipe Massa,10
24 - 26 JUN 2011,14,4,6,Jenson Button,8
24 - 26 JUN 2011,51,2,7,Nico Rosberg,6
24 - 26 JUN 2011,66,9,8,Jaime Alguersuari,4
24 - 26 JUN 2011,59,6,9,Adrian Sutil,2
24 - 26 JUN 2011,4,5,10,Nick Heidfeld,1
24 - 26 JUN 2011,75,7,11,Sergio Perez,0
24 - 26 JUN 2011,3,8,12,Rubens Barrichello,0
24 - 26 JUN 2011,65,9,13,Sebastien Buemi,0
24 - 26 JUN 2011,76,6,14,Paul di Resta,0
24 - 26 JUN 2011,72,5,15,Vitaly Petrov,0
24 - 26 JUN 2011,69,7,16,Kamui Kobayashi,0
24 - 26 JUN 2011,1,2,17,Michael Schumacher,0
24 - 26 JUN 2011,78,8,18,Pastor Maldonado,0
24 - 26 JUN 2011,58,31,19,Heikki Kovalainen,0
24 - 26 JUN 2011,16,31,20,Jarno Trulli,0
24 - 26 JUN 2011,43,33,21,Timo Glock,0
24 - 26 JUN 2011,77,33,22,Jerome d'Ambrosio,0
24 - 26 JUN 2011,49,32,23,Vitantonio Liuzzi,0
24 - 26 JUN 2011,44,32,24,Narain Karthikeyan,0
08 - 10 JUL 2011,12,1,1,Fernando Alonso,25
08 - 10 JUL 2011,60,3,2,Sebastian Vettel,18
08 - 10 JUL 2011,27,3,3,Mark Webber,15
08 - 10 JUL 2011,57,4,4,Lewis Hamilton,12
08 - 10 JUL 2011,30,1,5,Felipe Massa,10
08 - 10 JUL 2011,51,2,6,Nico Rosberg,8
08 - 10 JUL 2011,75,7,7,Sergio Perez,6
08 - 10 JUL 2011,4,5,8,Nick Heidfeld,4
08 - 10 JUL 2011,1,2,9,Michael Schumacher,2
08 - 10 JUL 2011,66,9,10,Jaime Alguersuari,1
08 - 10 JUL 2011,59,6,11,Adrian Sutil,0
08 - 10 JUL 2011,72,5,12,Vitaly Petrov,0
08 - 10 JUL 2011,3,8,13,Rubens Barrichello,0
08 - 10 JUL 2011,78,8,14,Pastor Maldonado,0
08 - 10 JUL 2011,76,6,15,Paul di Resta,0
08 - 10 JUL 2011,43,33,16,Timo Glock,0
08 - 10 JUL 2011,77,33,17,Jerome d'Ambrosio,0
08 - 10 JUL 2011,49,32,18,Vitantonio Liuzzi,0
08 - 10 JUL 2011,79,32,19,Daniel Ricciardo,0
08 - 10 JUL 2011,14,4,NC,Jenson Button,0
08 - 10 JUL 2011,65,9,NC,Sebastien Buemi,0
08 - 10 JUL 2011,69,7,NC,Kamui Kobayashi,0
08 - 10 JUL 2011,16,31,NC,Jarno Trulli,0
08 - 10 JUL 2011,58,31,NC,Heikki Kovalainen,0
22 - 24 JUL 2011,57,4,1,Lewis Hamilton,25
22 - 24 JUL 2011,12,1,2,Fernando Alonso,18
22 - 24 JUL 2011,27,3,3,Mark Webber,15
22 - 24 JUL 2011,60,3,4,Sebastian Vettel,12
22 - 24 JUL 2011,30,1,5,Felipe Massa,10
22 - 24 JUL 2011,59,6,6,Adrian Sutil,8
22 - 24 JUL 2011,51,2,7,Nico Rosberg,6
22 - 24 JUL 2011,1,2,8,Michael Schumacher,4
22 - 24 JUL 2011,69,7,9,Kamui Kobayashi,2
22 - 24 JUL 2011,72,5,10,Vitaly Petrov,1
22 - 24 JUL 2011,75,7,11,Sergio Perez,0
22 - 24 JUL 2011,66,9,12,Jaime Alguersuari,0
22 - 24 JUL 2011,76,6,13,Paul di Resta,0
22 - 24 JUL 2011,78,8,14,Pastor Maldonado,0
22 - 24 JUL 2011,65,9,15,Sebastien Buemi,0
22 - 24 JUL 2011,58,31,16,Heikki Kovalainen,0
22 - 24 JUL 2011,43,33,17,Timo Glock,0
22 - 24 JUL 2011,77,33,18,Jerome d'Ambrosio,0
22 - 24 JUL 2011,79,32,19,Daniel Ricciardo,0
22 - 24 JUL 2011,74,31,20,Karun Chandhok,0
22 - 24 JUL 2011,49,32,NC,Vitantonio Liuzzi,0
22 - 24 JUL 2011,14,4,NC,Jenson Button,0
22 - 24 JUL 2011,3,8,NC,Rubens Barrichello,0
22 - 24 JUL 2011,4,5,NC,Nick Heidfeld,0
29 - 31 JUL 2011,14,4,1,Jenson Button,25
29 - 31 JUL 2011,60,3,2,Sebastian Vettel,18
29 - 31 JUL 2011,12,1,3,Fernando Alonso,15
29 - 31 JUL 2011,57,4,4,Lewis Hamilton,12
29 - 31 JUL 2011,27,3,5,Mark Webber,10
29 - 31 JUL 2011,30,1,6,Felipe Massa,8
29 - 31 JUL 2011,76,6,7,Paul di Resta,6
29 - 31 JUL 2011,65,9,8,Sebastien Buemi,4
29 - 31 JUL 2011,51,2,9,Nico Rosberg,2
29 - 31 JUL 2011,66,9,10,Jaime Alguersuari,1
29 - 31 JUL 2011,69,7,11,Kamui Kobayashi,0
29 - 31 JUL 2011,72,5,12,Vitaly Petrov,0
29 - 31 JUL 2011,3,8,13,Rubens Barrichello,0
29 - 31 JUL 2011,59,6,14,Adrian Sutil,0
29 - 31 JUL 2011,75,7,15,Sergio Perez,0
29 - 31 JUL 2011,78,8,16,Pastor Maldonado,0
29 - 31 JUL 2011,43,33,17,Timo Glock,0
29 - 31 JUL 2011,79,32,18,Daniel Ricciardo,0
29 - 31 JUL 2011,77,33,19,Jerome d'Ambrosio,0
29 - 31 JUL 2011,49,32,20,Vitantonio Liuzzi,0
29 - 31 JUL 2011,58,31,NC,Heikki Kovalainen,0
29 - 31 JUL 2011,1,2,NC,Michael Schumacher,0
29 - 31 JUL 2011,4,5,NC,Nick Heidfeld,0
29 - 31 JUL 2011,16,31,NC,Jarno Trulli,0
26 - 28 AUG 2011,60,3,1,Sebastian Vettel,25
26 - 28 AUG 2011,27,3,2,Mark Webber,18
26 - 28 AUG 2011,14,4,3,Jenson Button,15
26 - 28 AUG 2011,12,1,4,Fernando Alonso,12
26 - 28 AUG 2011,1,2,5,Michael Schumacher,10
26 - 28 AUG 2011,51,2,6,Nico Rosberg,8
26 - 28 AUG 2011,59,6,7,Adrian Sutil,6
26 - 28 AUG 2011,30,1,8,Felipe Massa,4
26 - 28 AUG 2011,72,5,9,Vitaly Petrov,2
26 - 28 AUG 2011,78,8,10,Pastor Maldonado,1
26 - 28 AUG 2011,76,6,11,Paul di Resta,0
26 - 28 AUG 2011,69,7,12,Kamui Kobayashi,0
26 - 28 AUG 2011,71,5,13,Bruno Senna,0
26 - 28 AUG 2011,16,31,14,Jarno Trulli,0
26 - 28 AUG 2011,58,31,15,Heikki Kovalainen,0
26 - 28 AUG 2011,3,8,16,Rubens Barrichello,0
26 - 28 AUG 2011,77,33,17,Jerome d'Ambrosio,0
26 - 28 AUG 2011,43,33,18,Timo Glock,0
26 - 28 AUG 2011,49,32,19,Vitantonio Liuzzi,0
26 - 28 AUG 2011,75,7,NC,Sergio Perez,0
26 - 28 AUG 2011,79,32,NC,Daniel Ricciardo,0
26 - 28 AUG 2011,57,4,NC,Lewis Hamilton,0
26 - 28 AUG 2011,65,9,NC,Sebastien Buemi,0
26 - 28 AUG 2011,66,9,NC,Jaime Alguersuari,0
09 - 11 SEP 2011,60,3,1,Sebastian Vettel,25
09 - 11 SEP 2011,14,4,2,Jenson Button,18
09 - 11 SEP 2011,12,1,3,Fernando Alonso,15
09 - 11 SEP 2011,57,4,4,Lewis Hamilton,12
09 - 11 SEP 2011,1,2,5,Michael Schumacher,10
09 - 11 SEP 2011,30,1,6,Felipe Massa,8
09 - 11 SEP 2011,66,9,7,Jaime Alguersuari,6
09 - 11 SEP 2011,76,6,8,Paul di Resta,4
09 - 11 SEP 2011,71,5,9,Bruno Senna,2
09 - 11 SEP 2011,65,9,10,Sebastien Buemi,1
09 - 11 SEP 2011,78,8,11,Pastor Maldonado,0
09 - 11 SEP 2011,3,8,12,Rubens Barrichello,0
09 - 11 SEP 2011,58,31,13,Heikki Kovalainen,0
09 - 11 SEP 2011,16,31,14,Jarno Trulli,0
09 - 11 SEP 2011,43,33,15,Timo Glock,0
09 - 11 SEP 2011,79,32,NC,Daniel Ricciardo,0
09 - 11 SEP 2011,75,7,NC,Sergio Perez,0
09 - 11 SEP 2011,69,7,NC,Kamui Kobayashi,0
09 - 11 SEP 2011,59,6,NC,Adrian Sutil,0
09 - 11 SEP 2011,27,3,NC,Mark Webber,0
09 - 11 SEP 2011,77,33,NC,Jerome d'Ambrosio,0
09 - 11 SEP 2011,72,5,NC,Vitaly Petrov,0
09 - 11 SEP 2011,51,2,NC,Nico Rosberg,0
09 - 11 SEP 2011,49,32,NC,Vitantonio Liuzzi,0
23 - 25 SEP 2011,60,3,1,Sebastian Vettel,25
23 - 25 SEP 2011,14,4,2,Jenson Button,18
23 - 25 SEP 2011,27,3,3,Mark Webber,15
23 - 25 SEP 2011,12,1,4,Fernando Alonso,12
23 - 25 SEP 2011,57,4,5,Lewis Hamilton,10
23 - 25 SEP 2011,76,6,6,Paul di Resta,8
23 - 25 SEP 2011,51,2,7,Nico Rosberg,6
23 - 25 SEP 2011,59,6,8,Adrian Sutil,4
23 - 25 SEP 2011,30,1,9,Felipe Massa,2
23 - 25 SEP 2011,75,7,10,Sergio Perez,1
23 - 25 SEP 2011,78,8,11,Pastor Maldonado,0
23 - 25 SEP 2011,65,9,12,Sebastien Buemi,0
23 - 25 SEP 2011,3,8,13,Rubens Barrichello,0
23 - 25 SEP 2011,69,7,14,Kamui Kobayashi,0
23 - 25 SEP 2011,71,5,15,Bruno Senna,0
23 - 25 SEP 2011,58,31,16,Heikki Kovalainen,0
23 - 25 SEP 2011,72,5,17,Vitaly Petrov,0
23 - 25 SEP 2011,77,33,18,Jerome d'Ambrosio,0
23 - 25 SEP 2011,79,32,19,Daniel Ricciardo,0
23 - 25 SEP 2011,49,32,20,Vitantonio Liuzzi,0
23 - 25 SEP 2011,66,9,21,Jaime Alguersuari,0
23 - 25 SEP 2011,16,31,NC,Jarno Trulli,0
23 - 25 SEP 2011,1,2,NC,Michael Schumacher,0
23 - 25 SEP 2011,43,33,NC,Timo Glock,0
07 - 09 OCT 2011,14,4,1,Jenson Button,25
07 - 09 OCT 2011,12,1,2,Fernando Alonso,18
07 - 09 OCT 2011,60,3,3,Sebastian Vettel,15
07 - 09 OCT 2011,27,3,4,Mark Webber,12
07 - 09 OCT 2011,57,4,5,Lewis Hamilton,10
07 - 09 OCT 2011,1,2,6,Michael Schumacher,8
07 - 09 OCT 2011,30,1,7,Felipe Massa,6
07 - 09 OCT 2011,75,7,8,Sergio Perez,4
07 - 09 OCT 2011,72,5,9,Vitaly Petrov,2
07 - 09 OCT 2011,51,2,10,Nico Rosberg,1
07 - 09 OCT 2011,59,6,11,Adrian Sutil,0
07 - 09 OCT 2011,76,6,12,Paul di Resta,0
07 - 09 OCT 2011,69,7,13,Kamui Kobayashi,0
07 - 09 OCT 2011,78,8,14,Pastor Maldonado,0
07 - 09 OCT 2011,66,9,15,Jaime Alguersuari,0
07 - 09 OCT 2011,71,5,16,Bruno Senna,0
07 - 09 OCT 2011,3,8,17,Rubens Barrichello,0
07 - 09 OCT 2011,58,31,18,Heikki Kovalainen,0
