date,driver_id,team_id,position,driver_name,points
31 JUL 2005,6,4,1,Kimi Räikkönen,10
31 JUL 2005,1,1,2,Michael Schumacher,8
31 JUL 2005,18,25,3,Ralf Schumacher,6
31 JUL 2005,16,25,4,Jarno Trulli,5
31 JUL 2005,14,19,5,Jenson Button,4
31 JUL 2005,4,8,6,Nick Heidfeld,3
31 JUL 2005,27,8,7,Mark Webber,2
31 JUL 2005,29,19,8,Takuma Sato,1
31 JUL 2005,13,5,9,Giancarlo Fisichella,0
31 JUL 2005,3,1,10,Rubens Barrichello,0
31 JUL 2005,12,5,11,Fernando Alonso,0
31 JUL 2005,44,18,12,Narain Karthikeyan,0
31 JUL 2005,45,18,13,Tiago Monteiro,0
31 JUL 2005,30,7,14,Felipe Massa,0
31 JUL 2005,47,23,NC,Christijan Albers,0
31 JUL 2005,19,7,NC,Jacques Villeneuve,0
31 JUL 2005,15,4,NC,Juan Pablo Montoya,0
31 JUL 2005,50,23,NC,Robert Doornbos,0
31 JUL 2005,40,3,NC,Christian Klien,0
31 JUL 2005,2,3,NC,David Coulthard,0
21 AUG 2005,6,4,1,Kimi Räikkönen,10
21 AUG 2005,12,5,2,Fernando Alonso,8
21 AUG 2005,15,4,3,Juan Pablo Montoya,6
21 AUG 2005,13,5,4,Giancarlo Fisichella,5
21 AUG 2005,14,19,5,Jenson Button,4
21 AUG 2005,16,25,6,Jarno Trulli,3
21 AUG 2005,2,3,7,David Coulthard,2
21 AUG 2005,40,3,8,Christian Klien,1
21 AUG 2005,29,19,9,Takuma Sato,0
21 AUG 2005,3,1,10,Rubens Barrichello,0
21 AUG 2005,19,7,11,Jacques Villeneuve,0
21 AUG 2005,18,25,12,Ralf Schumacher,0
21 AUG 2005,50,23,13,Robert Doornbos,0
21 AUG 2005,44,18,14,Narain Karthikeyan,0
21 AUG 2005,45,18,15,Tiago Monteiro,0
21 AUG 2005,47,23,NC,Christijan Albers,0
21 AUG 2005,1,1,NC,Michael Schumacher,0
21 AUG 2005,4,8,NC,Nick Heidfeld,0
21 AUG 2005,30,7,NC,Felipe Massa,0
21 AUG 2005,27,8,NC,Mark Webber,0
04 SEP 2005,15,4,1,Juan Pablo Montoya,10
04 SEP 2005,12,5,2,Fernando Alonso,8
04 SEP 2005,13,5,3,Giancarlo Fisichella,6
04 SEP 2005,6,4,4,Kimi Räikkönen,5
04 SEP 2005,16,25,5,Jarno Trulli,4
04 SEP 2005,18,25,6,Ralf Schumacher,3
04 SEP 2005,33,8,7,Antonio Pizzonia,2
04 SEP 2005,14,19,8,Jenson Button,1
04 SEP 2005,30,7,9,Felipe Massa,0
04 SEP 2005,1,1,10,Michael Schumacher,0
04 SEP 2005,19,7,11,Jacques Villeneuve,0
04 SEP 2005,3,1,12,Rubens Barrichello,0
04 SEP 2005,40,3,13,Christian Klien,0
04 SEP 2005,27,8,14,Mark Webber,0
04 SEP 2005,2,3,15,David Coulthard,0
04 SEP 2005,29,19,16,Takuma Sato,0
04 SEP 2005,45,18,17,Tiago Monteiro,0
04 SEP 2005,50,23,18,Robert Doornbos,0
04 SEP 2005,47,23,19,Christijan Albers,0
04 SEP 2005,44,18,20,Narain Karthikeyan,0
11 SEP 2005,6,4,1,Kimi Räikkönen,10
11 SEP 2005,12,5,2,Fernando Alonso,8
11 SEP 2005,14,19,3,Jenson Button,6
11 SEP 2005,27,8,4,Mark Webber,5
11 SEP 2005,3,1,5,Rubens Barrichello,4
11 SEP 2005,19,7,6,Jacques Villeneuve,3
11 SEP 2005,18,25,7,Ralf Schumacher,2
11 SEP 2005,45,18,8,Tiago Monteiro,1
11 SEP 2005,40,3,9,Christian Klien,0
11 SEP 2005,30,7,10,Felipe Massa,0
11 SEP 2005,44,18,11,Narain Karthikeyan,0
11 SEP 2005,47,23,12,Christijan Albers,0
11 SEP 2005,50,23,13,Robert Doornbos,0
11 SEP 2005,15,4,14,Juan Pablo Montoya,0
11 SEP 2005,33,8,15,Antonio Pizzonia,0
11 SEP 2005,16,25,NC,Jarno Trulli,0
11 SEP 2005,2,3,NC,David Coulthard,0
11 SEP 2005,1,1,NC,Michael Schumacher,0
11 SEP 2005,29,19,NC,Takuma Sato,0
11 SEP 2005,13,5,NC,Giancarlo Fisichella,0
25 SEP 2005,15,4,1,Juan Pablo Montoya,10
25 SEP 2005,6,4,2,Kimi Räikkönen,8
25 SEP 2005,12,5,3,Fernando Alonso,6
25 SEP 2005,1,1,4,Michael Schumacher,5
25 SEP 2005,13,5,5,Giancarlo Fisichella,4
25 SEP 2005,3,1,6,Rubens Barrichello,3
25 SEP 2005,14,19,7,Jenson Button,2
25 SEP 2005,18,25,8,Ralf Schumacher,1
25 SEP 2005,40,3,9,Christian Klien,0
25 SEP 2005,29,19,10,Takuma Sato,0
25 SEP 2005,30,7,11,Felipe Massa,0
25 SEP 2005,19,7,12,Jacques Villeneuve,0
25 SEP 2005,16,25,13,Jarno Trulli,0
25 SEP 2005,47,23,14,Christijan Albers,0
25 SEP 2005,44,18,15,Narain Karthikeyan,0
25 SEP 2005,45,18,NC,Tiago Monteiro,0
25 SEP 2005,27,8,NC,Mark Webber,0
25 SEP 2005,50,23,NC,Robert Doornbos,0
25 SEP 2005,33,8,NC,Antonio Pizzonia,0
25 SEP 2005,2,3,NC,David Coulthard,0
09 OCT 2005,6,4,1,Kimi Räikkönen,10
09 OCT 2005,13,5,2,Giancarlo Fisichella,8
09 OCT 2005,12,5,3,Fernando Alonso,6
09 OCT 2005,27,8,4,Mark Webber,5
09 OCT 2005,14,19,5,Jenson Button,4
09 OCT 2005,2,3,6,David Coulthard,3
09 OCT 2005,1,1,7,Michael Schumacher,2
09 OCT 2005,18,25,8,Ralf Schumacher,1
09 OCT 2005,40,3,9,Christian Klien,0
09 OCT 2005,30,7,10,Felipe Massa,0
09 OCT 2005,3,1,11,Rubens Barrichello,0
09 OCT 2005,19,7,12,Jacques Villeneuve,0
09 OCT 2005,45,18,13,Tiago Monteiro,0
09 OCT 2005,50,23,14,Robert Doornbos,0
09 OCT 2005,44,18,15,Narain Karthikeyan,0
09 OCT 2005,47,23,16,Christijan Albers,0
09 OCT 2005,33,8,NC,Antonio Pizzonia,0
09 OCT 2005,16,25,NC,Jarno Trulli,0
09 OCT 2005,15,4,NC,Juan Pablo Montoya,0
16 OCT 2005,12,5,1,Fernando Alonso,10
16 OCT 2005,6,4,2,Kimi Räikkönen,8
16 OCT 2005,18,25,3,Ralf Schumacher,6
16 OCT 2005,13,5,4,Giancarlo Fisichella,5
16 OCT 2005,40,3,5,Christian Klien,4
16 OCT 2005,30,7,6,Felipe Massa,3
16 OCT 2005,27,8,7,Mark Webber,2
16 OCT 2005,14,19,8,Jenson Button,1
16 OCT 2005,2,3,9,David Coulthard,0
16 OCT 2005,19,7,10,Jacques Villeneuve,0
16 OCT 2005,45,18,11,Tiago Monteiro,0
16 OCT 2005,3,1,12,Rubens Barrichello,0
16 OCT 2005,33,8,13,Antonio Pizzonia,0
16 OCT 2005,50,23,14,Robert Doornbos,0
16 OCT 2005,16,25,15,Jarno Trulli,0
16 OCT 2005,47,23,16,Christijan Albers,0
16 OCT 2005,29,19,NC,Takuma Sato,0
16 OCT 2005,44,18,NC,Narain Karthikeyan,0
16 OCT 2005,15,4,NC,Juan Pablo Montoya,0
16 OCT 2005,1,1,NC,Michael Schumacher,0
12 MAR 2006,12,5,1,Fernando Alonso,10
12 MAR 2006,1,1,2,Michael Schumacher,8
12 MAR 2006,6,4,3,Kimi Räikkönen,6
12 MAR 2006,14,26,4,Jenson Button,5
12 MAR 2006,15,4,5,Juan Pablo Montoya,4
12 MAR 2006,27,8,6,Mark Webber,3
12 MAR 2006,51,8,7,Nico Rosberg,2
12 MAR 2006,40,3,8,Christian Klien,1
12 MAR 2006,30,1,9,Felipe Massa,0
12 MAR 2006,2,3,10,David Coulthard,0
12 MAR 2006,49,9,11,Vitantonio Liuzzi,0
12 MAR 2006,4,7,12,Nick Heidfeld,0
12 MAR 2006,52,9,13,Scott Speed,0
12 MAR 2006,18,25,14,Ralf Schumacher,0
12 MAR 2006,3,26,15,Rubens Barrichello,0
12 MAR 2006,16,25,16,Jarno Trulli,0
12 MAR 2006,45,27,17,Tiago Monteiro,0
12 MAR 2006,29,28,18,Takuma Sato,0
12 MAR 2006,53,28,NC,Yuji Ide,0
12 MAR 2006,19,7,NC,Jacques Villeneuve,0
12 MAR 2006,13,5,NC,Giancarlo Fisichella,0
12 MAR 2006,47,27,NC,Christijan Albers,0
19 MAR 2006,13,5,1,Giancarlo Fisichella,10
19 MAR 2006,12,5,2,Fernando Alonso,8
19 MAR 2006,14,26,3,Jenson Button,6
19 MAR 2006,15,4,4,Juan Pablo Montoya,5
19 MAR 2006,30,1,5,Felipe Massa,4
19 MAR 2006,1,1,6,Michael Schumacher,3
19 MAR 2006,19,7,7,Jacques Villeneuve,2
19 MAR 2006,18,25,8,Ralf Schumacher,1
19 MAR 2006,16,25,9,Jarno Trulli,0
19 MAR 2006,3,26,10,Rubens Barrichello,0
19 MAR 2006,49,9,11,Vitantonio Liuzzi,0
19 MAR 2006,47,27,12,Christijan Albers,0
19 MAR 2006,45,27,13,Tiago Monteiro,0
19 MAR 2006,29,28,14,Takuma Sato,0
19 MAR 2006,4,7,NC,Nick Heidfeld,0
19 MAR 2006,52,9,NC,Scott Speed,0
19 MAR 2006,53,28,NC,Yuji Ide,0
19 MAR 2006,40,3,NC,Christian Klien,0
19 MAR 2006,27,8,NC,Mark Webber,0
19 MAR 2006,2,3,NC,David Coulthard,0
19 MAR 2006,51,8,NC,Nico Rosberg,0
19 MAR 2006,6,4,NC,Kimi Räikkönen,0
02 APR 2006,12,5,1,Fernando Alonso,10
02 APR 2006,6,4,2,Kimi Räikkönen,8
02 APR 2006,18,25,3,Ralf Schumacher,6
02 APR 2006,4,7,4,Nick Heidfeld,5
02 APR 2006,13,5,5,Giancarlo Fisichella,4
02 APR 2006,19,7,6,Jacques Villeneuve,3
02 APR 2006,3,26,7,Rubens Barrichello,2
02 APR 2006,2,3,8,David Coulthard,1
02 APR 2006,52,9,9,Scott Speed,0
02 APR 2006,14,26,10,Jenson Button,0
02 APR 2006,47,27,11,Christijan Albers,0
02 APR 2006,29,28,12,Takuma Sato,0
02 APR 2006,53,28,13,Yuji Ide,0
02 APR 2006,15,4,NC,Juan Pablo Montoya,0
02 APR 2006,45,27,NC,Tiago Monteiro,0
02 APR 2006,49,9,NC,Vitantonio Liuzzi,0
02 APR 2006,1,1,NC,Michael Schumacher,0
02 APR 2006,27,8,NC,Mark Webber,0
02 APR 2006,40,3,NC,Christian Klien,0
02 APR 2006,16,25,NC,Jarno Trulli,0
02 APR 2006,51,8,NC,Nico Rosberg,0
02 APR 2006,30,1,NC,Felipe Massa,0
23 APR 2006,1,1,1,Michael Schumacher,10
23 APR 2006,12,5,2,Fernando Alonso,8
23 APR 2006,15,4,3,Juan Pablo Montoya,6
23 APR 2006,30,1,4,Felipe Massa,5
23 APR 2006,6,4,5,Kimi Räikkönen,4
23 APR 2006,27,8,6,Mark Webber,3
23 APR 2006,14,26,7,Jenson Button,2
23 APR 2006,13,5,8,Giancarlo Fisichella,1
23 APR 2006,18,25,9,Ralf Schumacher,0
23 APR 2006,3,26,10,Rubens Barrichello,0
23 APR 2006,51,8,11,Nico Rosberg,0
23 APR 2006,19,7,12,Jacques Villeneuve,0
23 APR 2006,4,7,13,Nick Heidfeld,0
23 APR 2006,49,9,14,Vitantonio Liuzzi,0
23 APR 2006,52,9,15,Scott Speed,0
23 APR 2006,45,27,16,Tiago Monteiro,0
23 APR 2006,2,3,NC,David Coulthard,0
23 APR 2006,29,28,NC,Takuma Sato,0
23 APR 2006,40,3,NC,Christian Klien,0
23 APR 2006,53,28,NC,Yuji Ide,0
23 APR 2006,16,25,NC,Jarno Trulli,0
23 APR 2006,47,27,NC,Christijan Albers,0
07 MAY 2006,1,1,1,Michael Schumacher,10
07 MAY 2006,12,5,2,Fernando Alonso,8
07 MAY 2006,30,1,3,Felipe Massa,6
07 MAY 2006,6,4,4,Kimi Räikkönen,5
07 MAY 2006,3,26,5,Rubens Barrichello,4
07 MAY 2006,13,5,6,Giancarlo Fisichella,3
07 MAY 2006,51,8,7,Nico Rosberg,2
07 MAY 2006,19,7,8,Jacques Villeneuve,1
07 MAY 2006,16,25,9,Jarno Trulli,0
07 MAY 2006,4,7,10,Nick Heidfeld,0
07 MAY 2006,52,9,11,Scott Speed,0
07 MAY 2006,45,27,12,Tiago Monteiro,0
07 MAY 2006,47,27,13,Christijan Albers,0
07 MAY 2006,18,25,NC,Ralf Schumacher,0
07 MAY 2006,15,4,NC,Juan Pablo Montoya,0
07 MAY 2006,29,28,NC,Takuma Sato,0
07 MAY 2006,54,28,NC,Franck Montagny,0
07 MAY 2006,14,26,NC,Jenson Button,0
07 MAY 2006,40,3,NC,Christian Klien,0
07 MAY 2006,27,8,NC,Mark Webber,0
07 MAY 2006,2,3,NC,David Coulthard,0
07 MAY 2006,49,9,NC,Vitantonio Liuzzi,0
14 MAY 2006,12,5,1,Fernando Alonso,10
14 MAY 2006,1,1,2,Michael Schumacher,8
14 MAY 2006,13,5,3,Giancarlo Fisichella,6
14 MAY 2006,30,1,4,Felipe Massa,5
14 MAY 2006,6,4,5,Kimi Räikkönen,4
14 MAY 2006,14,26,6,Jenson Button,3
14 MAY 2006,3,26,7,Rubens Barrichello,2
14 MAY 2006,4,7,8,Nick Heidfeld,1
14 MAY 2006,27,8,9,Mark Webber,0
14 MAY 2006,16,25,10,Jarno Trulli,0
14 MAY 2006,51,8,11,Nico Rosberg,0
14 MAY 2006,19,7,12,Jacques Villeneuve,0
14 MAY 2006,40,3,13,Christian Klien,0
14 MAY 2006,2,3,14,David Coulthard,0
14 MAY 2006,49,9,15,Vitantonio Liuzzi,0
14 MAY 2006,45,27,16,Tiago Monteiro,0
14 MAY 2006,29,28,17,Takuma Sato,0
14 MAY 2006,47,27,NC,Christijan Albers,0
14 MAY 2006,52,9,NC,Scott Speed,0
14 MAY 2006,18,25,NC,Ralf Schumacher,0
14 MAY 2006,15,4,NC,Juan Pablo Montoya,0
14 MAY 2006,54,28,NC,Franck Montagny,0
28 MAY 2006,12,5,1,Fernando Alonso,10
28 MAY 2006,15,4,2,Juan Pablo Montoya,8
28 MAY 2006,2,3,3,David Coulthard,6
28 MAY 2006,3,26,4,Rubens Barrichello,5
28 MAY 2006,1,1,5,Michael Schumacher,4
28 MAY 2006,13,5,6,Giancarlo Fisichella,3
28 MAY 2006,4,7,7,Nick Heidfeld,2
28 MAY 2006,18,25,8,Ralf Schumacher,1
28 MAY 2006,30,1,9,Felipe Massa,0
28 MAY 2006,49,9,10,Vitantonio Liuzzi,0
28 MAY 2006,14,26,11,Jenson Button,0
28 MAY 2006,47,27,12,Christijan Albers,0
28 MAY 2006,52,9,13,Scott Speed,0
28 MAY 2006,19,7,14,Jacques Villeneuve,0
28 MAY 2006,45,27,15,Tiago Monteiro,0
28 MAY 2006,54,28,16,Franck Montagny,0
28 MAY 2006,16,25,17,Jarno Trulli,0
28 MAY 2006,40,3,NC,Christian Klien,0
28 MAY 2006,51,8,NC,Nico Rosberg,0
28 MAY 2006,6,4,NC,Kimi Räikkönen,0
28 MAY 2006,27,8,NC,Mark Webber,0
28 MAY 2006,29,28,NC,Takuma Sato,0
11 JUN 2006,12,5,1,Fernando Alonso,10
11 JUN 2006,1,1,2,Michael Schumacher,8
11 JUN 2006,6,4,3,Kimi Räikkönen,6
11 JUN 2006,13,5,4,Giancarlo Fisichella,5
11 JUN 2006,30,1,5,Felipe Massa,4
11 JUN 2006,15,4,6,Juan Pablo Montoya,3
11 JUN 2006,4,7,7,Nick Heidfeld,2
11 JUN 2006,19,7,8,Jacques Villeneuve,1
11 JUN 2006,51,8,9,Nico Rosberg,0
11 JUN 2006,3,26,10,Rubens Barrichello,0
11 JUN 2006,16,25,11,Jarno Trulli,0
11 JUN 2006,2,3,12,David Coulthard,0
11 JUN 2006,49,9,13,Vitantonio Liuzzi,0
11 JUN 2006,40,3,14,Christian Klien,0
11 JUN 2006,47,27,15,Christijan Albers,0
11 JUN 2006,45,27,16,Tiago Monteiro,0
11 JUN 2006,29,28,17,Takuma Sato,0
11 JUN 2006,54,28,18,Franck Montagny,0
11 JUN 2006,14,26,NC,Jenson Button,0
11 JUN 2006,52,9,NC,Scott Speed,0
11 JUN 2006,18,25,NC,Ralf Schumacher,0
11 JUN 2006,27,8,NC,Mark Webber,0
25 JUN 2006,12,5,1,Fernando Alonso,10
25 JUN 2006,1,1,2,Michael Schumacher,8
25 JUN 2006,6,4,3,Kimi Räikkönen,6
25 JUN 2006,13,5,4,Giancarlo Fisichella,5
25 JUN 2006,30,1,5,Felipe Massa,4
25 JUN 2006,16,25,6,Jarno Trulli,3
25 JUN 2006,4,7,7,Nick Heidfeld,2
25 JUN 2006,2,3,8,David Coulthard,1
25 JUN 2006,14,26,9,Jenson Button,0
25 JUN 2006,52,9,10,Scott Speed,0
25 JUN 2006,40,3,11,Christian Klien,0
25 JUN 2006,27,8,12,Mark Webber,0
25 JUN 2006,49,9,13,Vitantonio Liuzzi,0
25 JUN 2006,45,27,14,Tiago Monteiro,0
25 JUN 2006,29,28,15,Takuma Sato,0
25 JUN 2006,19,7,NC,Jacques Villeneuve,0
25 JUN 2006,18,25,NC,Ralf Schumacher,0
25 JUN 2006,15,4,NC,Juan Pablo Montoya,0
25 JUN 2006,3,26,NC,Rubens Barrichello,0
25 JUN 2006,54,28,NC,Franck Montagny,0
25 JUN 2006,51,8,NC,Nico Rosberg,0
25 JUN 2006,47,27,NC,Christijan Albers,0
02 JUL 2006,1,1,1,Michael Schumacher,10
02 JUL 2006,30,1,2,Felipe Massa,8
02 JUL 2006,13,5,3,Giancarlo Fisichella,6
02 JUL 2006,16,25,4,Jarno Trulli,5
02 JUL 2006,12,5,5,Fernando Alonso,4
02 JUL 2006,3,26,6,Rubens Barrichello,3
02 JUL 2006,2,3,7,David Coulthard,2
02 JUL 2006,49,9,8,Vitantonio Liuzzi,1
02 JUL 2006,51,8,9,Nico Rosberg,0
02 JUL 2006,18,25,NC,Ralf Schumacher,0
02 JUL 2006,47,27,NC,Christijan Albers,0
02 JUL 2006,19,7,NC,Jacques Villeneuve,0
02 JUL 2006,45,27,NC,Tiago Monteiro,0
02 JUL 2006,29,28,NC,Takuma Sato,0
02 JUL 2006,14,26,NC,Jenson Button,0
02 JUL 2006,6,4,NC,Kimi Räikkönen,0
02 JUL 2006,4,7,NC,Nick Heidfeld,0
02 JUL 2006,15,4,NC,Juan Pablo Montoya,0
02 JUL 2006,27,8,NC,Mark Webber,0
02 JUL 2006,52,9,NC,Scott Speed,0
02 JUL 2006,40,3,NC,Christian Klien,0
02 JUL 2006,54,28,NC,Franck Montagny,0
16 JUL 2006,1,1,1,Michael Schumacher,10
16 JUL 2006,12,5,2,Fernando Alonso,8
16 JUL 2006,30,1,3,Felipe Massa,6
16 JUL 2006,18,25,4,Ralf Schumacher,5
16 JUL 2006,6,4,5,Kimi Räikkönen,4
16 JUL 2006,13,5,6,Giancarlo Fisichella,3
16 JUL 2006,23,4,7,Pedro de la Rosa,2
16 JUL 2006,4,7,8,Nick Heidfeld,1
16 JUL 2006,2,3,9,David Coulthard,0
16 JUL 2006,52,9,10,Scott Speed,0
16 JUL 2006,19,7,11,Jacques Villeneuve,0
16 JUL 2006,40,3,12,Christian Klien,0
16 JUL 2006,49,9,13,Vitantonio Liuzzi,0
16 JUL 2006,51,8,14,Nico Rosberg,0
16 JUL 2006,47,27,15,Christijan Albers,0
16 JUL 2006,54,28,16,Franck Montagny,0
16 JUL 2006,14,26,NC,Jenson Button,0
16 JUL 2006,27,8,NC,Mark Webber,0
16 JUL 2006,16,25,NC,Jarno Trulli,0
16 JUL 2006,3,26,NC,Rubens Barrichello,0
16 JUL 2006,45,27,NC,Tiago Monteiro,0
16 JUL 2006,29,28,NC,Takuma Sato,0
30 JUL 2006,1,1,1,Michael Schumacher,10
30 JUL 2006,30,1,2,Felipe Massa,8
30 JUL 2006,6,4,3,Kimi Räikkönen,6
30 JUL 2006,14,26,4,Jenson Button,5
30 JUL 2006,12,5,5,Fernando Alonso,4
30 JUL 2006,13,5,6,Giancarlo Fisichella,3
30 JUL 2006,16,25,7,Jarno Trulli,2
30 JUL 2006,40,3,8,Christian Klien,1
30 JUL 2006,18,25,9,Ralf Schumacher,0
30 JUL 2006,49,9,10,Vitantonio Liuzzi,0
30 JUL 2006,2,3,11,David Coulthard,0
30 JUL 2006,52,9,12,Scott Speed,0
30 JUL 2006,27,8,NC,Mark Webber,0
30 JUL 2006,29,28,NC,Takuma Sato,0
30 JUL 2006,19,7,NC,Jacques Villeneuve,0
30 JUL 2006,3,26,NC,Rubens Barrichello,0
30 JUL 2006,4,7,NC,Nick Heidfeld,0
30 JUL 2006,23,4,NC,Pedro de la Rosa,0
30 JUL 2006,55,28,NC,Sakon Yamamoto,0
30 JUL 2006,51,8,NC,Nico Rosberg,0
06 AUG 2006,14,26,1,Jenson Button,10
06 AUG 2006,23,4,2,Pedro de la Rosa,8
06 AUG 2006,4,7,3,Nick Heidfeld,6
06 AUG 2006,3,26,4,Rubens Barrichello,5
06 AUG 2006,2,3,5,David Coulthard,4
06 AUG 2006,18,25,6,Ralf Schumacher,3
06 AUG 2006,30,1,7,Felipe Massa,2
06 AUG 2006,1,1,8,Michael Schumacher,1
06 AUG 2006,45,27,9,Tiago Monteiro,0
06 AUG 2006,47,27,10,Christijan Albers,0
06 AUG 2006,52,9,11,Scott Speed,0
06 AUG 2006,16,25,12,Jarno Trulli,0
06 AUG 2006,29,28,13,Takuma Sato,0
06 AUG 2006,12,5,NC,Fernando Alonso,0
06 AUG 2006,6,4,NC,Kimi Räikkönen,0
06 AUG 2006,49,9,NC,Vitantonio Liuzzi,0
06 AUG 2006,51,8,NC,Nico Rosberg,0
06 AUG 2006,13,5,NC,Giancarlo Fisichella,0
06 AUG 2006,40,3,NC,Christian Klien,0
06 AUG 2006,27,8,NC,Mark Webber,0
06 AUG 2006,55,28,NC,Sakon Yamamoto,0
27 AUG 2006,30,1,1,Felipe Massa,10
27 AUG 2006,12,5,2,Fernando Alonso,8
27 AUG 2006,1,1,3,Michael Schumacher,6
27 AUG 2006,14,26,4,Jenson Button,5
27 AUG 2006,23,4,5,Pedro de la Rosa,4
27 AUG 2006,13,5,6,Giancarlo Fisichella,3
27 AUG 2006,18,25,7,Ralf Schumacher,2
27 AUG 2006,3,26,8,Rubens Barrichello,1
27 AUG 2006,16,25,9,Jarno Trulli,0
27 AUG 2006,27,8,10,Mark Webber,0
27 AUG 2006,40,3,11,Christian Klien,0
27 AUG 2006,56,7,12,Robert Kubica,0
27 AUG 2006,52,9,13,Scott Speed,0
27 AUG 2006,4,7,14,Nick Heidfeld,0
27 AUG 2006,2,3,15,David Coulthard,0
27 AUG 2006,47,27,NC,Christijan Albers,0
27 AUG 2006,29,28,NC,Takuma Sato,0
27 AUG 2006,51,8,NC,Nico Rosberg,0
27 AUG 2006,55,28,NC,Sakon Yamamoto,0
27 AUG 2006,49,9,NC,Vitantonio Liuzzi,0
27 AUG 2006,6,4,NC,Kimi Räikkönen,0
27 AUG 2006,45,27,NC,Tiago Monteiro,0
10 SEP 2006,1,1,1,Michael Schumacher,10
10 SEP 2006,6,4,2,Kimi Räikkönen,8
10 SEP 2006,56,7,3,Robert Kubica,6
10 SEP 2006,13,5,4,Giancarlo Fisichella,5
10 SEP 2006,14,26,5,Jenson Button,4
10 SEP 2006,3,26,6,Rubens Barrichello,3
10 SEP 2006,16,25,7,Jarno Trulli,2
10 SEP 2006,4,7,8,Nick Heidfeld,1
10 SEP 2006,30,1,9,Felipe Massa,0
10 SEP 2006,27,8,10,Mark Webber,0
10 SEP 2006,40,3,11,Christian Klien,0
10 SEP 2006,2,3,12,David Coulthard,0
10 SEP 2006,52,9,13,Scott Speed,0
10 SEP 2006,49,9,14,Vitantonio Liuzzi,0
10 SEP 2006,18,25,15,Ralf Schumacher,0
10 SEP 2006,29,28,16,Takuma Sato,0
10 SEP 2006,47,27,17,Christijan Albers,0
10 SEP 2006,45,27,NC,Tiago Monteiro,0
10 SEP 2006,12,5,NC,Fernando Alonso,0
10 SEP 2006,23,4,NC,Pedro de la Rosa,0
10 SEP 2006,55,28,NC,Sakon Yamamoto,0
10 SEP 2006,51,8,NC,Nico Rosberg,0
01 OCT 2006,1,1,1,Michael Schumacher,10
01 OCT 2006,12,5,2,Fernando Alonso,8
01 OCT 2006,13,5,3,Giancarlo Fisichella,6
01 OCT 2006,14,26,4,Jenson Button,5
01 OCT 2006,23,4,5,Pedro de la Rosa,4
01 OCT 2006,3,26,6,Rubens Barrichello,3
01 OCT 2006,4,7,7,Nick Heidfeld,2
01 OCT 2006,27,8,8,Mark Webber,1
01 OCT 2006,2,3,9,David Coulthard,0
01 OCT 2006,49,9,10,Vitantonio Liuzzi,0
01 OCT 2006,51,8,11,Nico Rosberg,0
01 OCT 2006,50,3,12,Robert Doornbos,0
01 OCT 2006,56,7,13,Robert Kubica,0
01 OCT 2006,52,9,14,Scott Speed,0
01 OCT 2006,47,27,15,Christijan Albers,0
01 OCT 2006,55,28,16,Sakon Yamamoto,0
01 OCT 2006,18,25,NC,Ralf Schumacher,0
01 OCT 2006,30,1,NC,Felipe Massa,0
01 OCT 2006,16,25,NC,Jarno Trulli,0
01 OCT 2006,45,27,NC,Tiago Monteiro,0
01 OCT 2006,6,4,NC,Kimi Räikkönen,0
08 OCT 2006,12,5,1,Fernando Alonso,10
08 OCT 2006,30,1,2,Felipe Massa,8
08 OCT 2006,13,5,3,Giancarlo Fisichella,6
08 OCT 2006,14,26,4,Jenson Button,5
08 OCT 2006,6,4,5,Kimi Räikkönen,4
08 OCT 2006,16,25,6,Jarno Trulli,3
08 OCT 2006,18,25,7,Ralf Schumacher,2
08 OCT 2006,4,7,8,Nick Heidfeld,1
08 OCT 2006,56,7,9,Robert Kubica,0
08 OCT 2006,51,8,10,Nico Rosberg,0
08 OCT 2006,23,4,11,Pedro de la Rosa,0
08 OCT 2006,3,26,12,Rubens Barrichello,0
08 OCT 2006,50,3,13,Robert Doornbos,0
08 OCT 2006,49,9,14,Vitantonio Liuzzi,0
08 OCT 2006,29,28,15,Takuma Sato,0
08 OCT 2006,45,27,16,Tiago Monteiro,0
08 OCT 2006,55,28,17,Sakon Yamamoto,0
08 OCT 2006,52,9,18,Scott Speed,0
08 OCT 2006,27,8,NC,Mark Webber,0
08 OCT 2006,1,1,NC,Michael Schumacher,0
08 OCT 2006,2,3,NC,David Coulthard,0
08 OCT 2006,47,27,NC,Christijan Albers,0
22 OCT 2006,30,1,1,Felipe Massa,10
22 OCT 2006,12,5,2,Fernando Alonso,8
22 OCT 2006,14,26,3,Jenson Button,6
22 OCT 2006,1,1,4,Michael Schumacher,5
22 OCT 2006,6,4,5,Kimi Räikkönen,4
22 OCT 2006,13,5,6,Giancarlo Fisichella,3
22 OCT 2006,3,26,7,Rubens Barrichello,2
22 OCT 2006,23,4,8,Pedro de la Rosa,1
22 OCT 2006,56,7,9,Robert Kubica,0
22 OCT 2006,29,28,10,Takuma Sato,0
22 OCT 2006,52,9,11,Scott Speed,0
22 OCT 2006,50,3,12,Robert Doornbos,0
22 OCT 2006,49,9,13,Vitantonio Liuzzi,0
22 OCT 2006,47,27,14,Christijan Albers,0
22 OCT 2006,45,27,15,Tiago Monteiro,0
22 OCT 2006,55,28,16,Sakon Yamamoto,0
22 OCT 2006,4,7,17,Nick Heidfeld,0
22 OCT 2006,2,3,NC,David Coulthard,0
22 OCT 2006,16,25,NC,Jarno Trulli,0
22 OCT 2006,18,25,NC,Ralf Schumacher,0
