race_id,driver_id,team_id,q1_time,q2_time,q3_time,qual_position,qual_laps
142,12,33,1:43.472,1:42.426,1:42.369,8,19
142,123,11,1:43.138,1:42.473,1:42.530,9,20
142,109,11,1:42.899,1:42.840,1:42.859,10,19
142,122,28,1:43.471,1:42.968,,11,14
142,114,35,1:43.337,1:43.035,,12,16
142,104,34,,,,DQ,0
142,70,28,1:43.101,1:43.191,,13,14
142,103,33,1:43.370,1:43.404,,14,14
142,79,35,1:43.547,,,15,9
142,108,2,1:43.609,,,16,7
142,83,3,1:43.618,,,17,7
142,117,3,1:44.246,,,18,10
142,101,34,1:44.504,,,19,8
143,108,2,1:30.002,1:30.007,1:29.525,1,16
143,94,14,1:30.157,1:29.680,1:29.728,2,18
143,57,22,1:30.393,1:29.929,1:29.841,3,16
143,110,22,1:30.811,1:30.153,1:29.867,4,17
143,120,2,1:30.258,1:29.640,1:29.953,5,18
143,70,28,1:30.724,1:30.150,1:30.115,6,18
143,12,33,1:30.684,1:30.450,1:30.214,7,17
143,114,35,1:30.716,1:30.289,1:30.354,8,17
143,106,1,1:30.786,1:29.747,DNF,9,19
143,93,1,1:30.670,1:30.108,DNS,10,16
143,109,11,1:30.679,1:30.474,,11,12
143,123,11,1:30.704,1:30.481,,12,12
143,75,14,1:30.624,1:30.579,,13,14
143,87,28,1:30.829,1:30.653,,14,12
143,101,34,1:30.958,1:30.769,,15,15
143,79,35,1:31.085,,,16,6
143,103,33,1:31.094,,,17,6
143,104,34,1:31.312,,,18,9
143,83,3,1:31.572,,,19,9
143,117,3,1:32.054,,,20,9
144,108,2,1:33.616,1:32.851,1:32.330,1,16
144,94,14,1:33.046,1:32.584,1:32.361,2,17
144,93,1,1:33.556,1:32.836,1:32.652,3,19
144,106,1,1:33.241,1:32.962,1:32.740,4,20
144,120,2,1:33.864,1:33.057,1:32.950,5,19
144,110,22,1:33.536,1:33.142,1:32.974,6,15
144,104,34,1:33.550,1:33.162,1:33.018,7,20
144,12,33,1:33.973,1:33.429,1:33.309,8,18
144,87,28,1:33.564,1:33.474,1:33.481,9,17
144,75,14,1:33.611,1:33.020,DNF,10,17
144,114,35,1:33.795,1:33.506,,11,14
144,70,28,1:33.601,1:33.544,,12,12
144,101,34,1:33.986,1:33.597,,13,15
144,103,33,1:34.033,1:33.759,,14,14
144,121,35,1:33.339,DNS,,15,11
144,109,11,1:34.051,,,16,8
144,123,11,1:34.062,,,17,6
144,83,3,1:34.152,,,18,9
144,57,22,1:34.154,,,19,6
144,117,3,1:34.228,,,20,9
145,93,1,1:16.778,1:16.515,1:15.946,1,21
145,94,14,1:16.803,1:16.514,1:16.171,2,18
145,108,2,1:16.505,1:16.301,1:16.260,3,15
145,106,1,1:16.972,1:16.641,1:16.265,4,21
145,110,22,1:17.194,1:16.937,1:16.356,5,19
145,57,22,1:17.306,1:16.973,1:16.651,6,19
145,87,28,1:17.125,1:17.003,1:16.886,7,18
145,104,34,1:17.149,1:17.048,1:16.892,8,18
145,109,11,1:17.189,1:16.988,1:17.065,9,18
145,70,28,1:17.186,1:16.995,1:17.365,10,18
145,114,35,1:17.182,1:17.129,,11,11
145,121,35,1:17.380,1:17.162,,12,11
145,12,33,1:17.307,1:17.168,,13,13
145,103,33,1:17.407,1:17.294,,14,14
145,83,3,1:17.393,1:17.817,,15,14
145,123,11,1:17.558,,,16,6
145,120,2,1:17.597,,,17,8
145,75,14,1:17.611,,,18,9
145,101,34,1:17.617,,,19,9
145,117,3,1:18.072,,,20,9
146,108,2,1:30.944,1:24.844,1:23.405,1,33
146,110,22,1:29.121,1:26.307,1:23.578,2,29
146,114,35,1:29.172,1:26.464,1:24.111,3,30
146,101,34,1:29.171,1:26.206,1:24.475,4,31
146,121,35,1:30.758,1:25.654,1:24.484,5,30
146,106,1,1:29.839,1:26.097,1:24.525,6,29
146,109,11,1:29.072,1:25.889,1:24.657,7,28
146,120,2,1:30.114,1:25.179,1:24.686,8,28
146,12,33,1:30.207,1:25.035,1:28.998,9,21
146,103,33,1:30.580,1:26.334,,10,19
146,83,3,1:30.633,1:26.472,,11,21
146,94,14,1:28.522,1:27.771,,12,19
146,75,14,1:30.035,1:28.158,,13,18
146,93,1,1:30.303,1:29.406,,14,17
146,104,34,1:29.420,1:29.614,,15,21
146,57,22,1:31.150,,,16,11
146,122,28,1:31.229,,,17,11
146,123,11,1:31.270,,,18,5
146,70,28,1:31.623,,,19,12
146,117,3,1:32.263,,,20,12
147,110,22,1:33.186,1:32.779,1:32.312,1,25
147,93,1,1:33.484,1:32.711,1:32.410,2,24
147,104,34,1:33.691,1:32.879,1:32.664,3,25
147,106,1,1:33.446,1:33.016,1:32.783,4,23
147,94,14,1:33.299,1:33.085,1:32.797,5,21
147,108,2,1:33.592,1:33.099,1:33.008,6,20
147,114,35,1:33.789,1:33.089,1:33.029,7,25
147,120,2,1:33.450,1:33.024,1:33.033,8,21
147,70,28,1:33.920,1:33.114,1:33.062,9,17
147,57,22,1:33.225,1:32.567,1:48.106,10,24
147,101,34,1:33.968,1:33.221,,11,18
147,87,28,1:33.991,1:33.297,,12,12
147,117,3,1:34.079,1:33.566,,13,17
147,123,11,1:33.746,1:33.749,,14,16
147,121,35,1:34.087,1:34.257,,15,17
147,75,14,1:34.155,,,16,10
147,12,33,1:34.258,,,17,9
147,109,11,1:34.425,,,18,10
147,83,3,1:34.430,,,19,10
147,103,33,1:34.484,,,20,3
148,94,14,1:21.579,1:20.687,1:20.520,1,22
148,110,22,1:21.241,1:21.069,1:20.575,2,28
148,108,2,1:21.578,1:20.983,1:20.772,3,22
148,120,2,1:21.821,1:21.121,1:20.829,4,22
148,106,1,1:21.278,1:21.000,1:20.852,5,26
148,57,22,1:21.637,1:21.095,1:21.011,6,27
148,93,1,1:21.447,1:21.199,1:21.041,7,26
148,12,33,1:21.608,1:21.208,1:21.251,8,19
148,75,14,1:21.675,1:21.425,1:21.425,9,22
148,87,28,1:21.891,1:21.387,1:21.500,10,26
148,104,34,1:21.843,1:21.437,,11,18
148,117,3,1:22.103,1:21.501,,12,19
148,83,3,1:21.927,1:21.731,,13,19
148,114,35,1:22.364,1:21.771,,14,16
148,103,33,1:22.011,1:21.911,,15,14
148,109,11,1:22.390,,,16,9
148,121,35,1:22.411,,,17,10
148,70,28,1:22.442,,,18,10
148,123,11,1:22.594,,,19,9
148,101,34,1:22.714,,,20,10
149,108,2,1:23.682,1:23.098,1:22.595,1,16
149,120,2,1:23.640,1:23.199,1:22.804,2,16
149,93,1,1:23.487,1:22.985,1:22.824,3,16
149,70,28,1:23.722,1:23.040,1:22.886,4,17
149,94,14,1:23.516,1:22.998,1:22.945,5,15
149,104,34,1:23.548,1:23.086,1:22.984,6,18
149,110,22,1:23.678,1:23.283,1:23.132,7,19
149,12,33,1:23.794,1:23.268,1:23.196,8,19
149,83,3,1:23.481,1:23.341,1:23.204,9,15
149,75,14,1:23.559,1:23.379,1:23.264,10,18
149,114,35,1:23.735,1:23.419,,11,12
149,121,35,1:23.733,1:23.472,,12,12
149,103,33,1:23.729,1:23.784,,13,14
149,106,1,1:23.302,1:23.833,,14,12
149,87,28,1:23.632,1:23.877,,15,11
149,109,11,1:23.821,,,16,6
149,117,3,1:23.880,,,17,6
149,57,22,1:23.887,,,18,7
149,123,11,1:23.912,,,19,6
149,124,34,1:24.105,,,20,6
150,108,2,1:15.912,1:15.415,1:15.096,1,20
150,120,2,1:16.062,1:15.468,1:15.180,2,18
150,94,14,1:16.018,1:15.565,1:15.481,3,17
150,110,22,1:15.971,1:15.798,1:15.546,4,21
150,114,35,1:16.225,1:16.009,1:15.670,5,18
150,109,11,1:16.245,1:16.017,1:15.737,6,21
150,106,1,1:16.029,1:15.827,1:15.755,7,20
150,57,1,1:16.213,1:15.919,1:15.973,8,23
150,104,34,1:16.328,1:16.112,1:15.980,9,21
150,93,11,1:16.360,1:15.931,1:16.062,10,21
150,127,35,1:16.354,1:16.175,,11,12
150,12,33,1:16.288,1:16.453,,12,13
150,103,33,1:16.369,1:16.483,,13,15
150,124,34,1:16.315,1:16.863,,14,15
150,126,36,1:16.516,1:17.520,,15,13
150,125,22,1:16.525,,,16,9
150,70,36,1:16.579,,,17,9
150,121,14,1:17.094,,,18,7
150,101,28,1:17.147,,,19,9
150,122,28,DNS,,,NC,1
151,120,2,1:31.591,1:31.200,1:30.641,1,20
151,110,22,1:31.295,1:31.307,1:30.723,2,22
151,108,2,1:30.983,1:30.787,1:30.793,3,17
151,94,14,1:31.424,1:31.142,1:30.817,4,15
151,57,1,1:31.690,1:31.501,1:30.927,5,21
151,106,1,1:31.579,1:31.450,1:31.021,6,21
151,127,35,1:31.162,1:31.253,1:31.079,7,20
151,125,22,1:31.676,1:31.590,1:31.103,8,22
151,114,35,1:31.238,1:31.260,1:31.638,9,19
151,109,11,1:31.503,1:31.595,1:31.706,10,20
151,101,28,1:31.876,1:31.625,,11,15
151,70,36,1:31.921,1:31.632,,12,15
151,12,33,1:31.719,1:31.688,,13,15
151,103,33,1:31.923,1:31.773,,14,15
151,93,11,1:31.628,1:31.840,,15,15
151,104,34,1:31.992,,,16,9
151,122,28,1:32.018,,,17,8
151,124,34,1:32.092,,,18,8
151,126,36,1:32.141,,,19,9
151,121,14,1:32.174,,,20,8
152,94,14,1:27.943,1:27.502,1:26.983,1,17
152,108,2,1:27.845,1:27.146,1:26.995,2,15
152,120,2,1:27.687,1:27.507,1:27.027,3,18
152,106,1,1:27.920,1:27.555,1:27.299,4,21
152,110,22,1:27.843,1:27.400,1:27.318,5,17
152,125,22,1:27.968,1:27.639,1:27.555,6,18
152,127,35,1:28.278,1:27.775,1:27.569,7,18
152,57,1,1:27.942,1:27.610,1:27.610,8,23
152,109,11,1:28.218,1:27.783,1:27.615,9,20
152,122,28,1:28.228,1:27.711,1:27.867,10,21
152,104,34,1:28.186,1:27.822,,11,12
152,93,11,1:28.209,1:27.836,,12,15
152,12,33,1:28.337,1:27.897,,13,12
152,121,35,1:28.554,1:27.906,,14,12
152,114,14,1:27.967,1:28.000,,15,12
152,70,36,1:28.570,,,16,9
152,126,36,1:28.622,,,17,9
152,101,28,1:28.696,,,18,9
152,124,34,1:28.877,,,19,9
152,103,33,1:29.271,,,20,5
153,120,2,1:31.392,1:30.454,1:29.841,1,15
153,110,22,1:31.494,1:30.664,1:30.009,2,20
153,106,1,1:31.454,1:30.724,1:30.175,3,16
153,125,22,1:31.415,1:30.716,1:30.213,4,20
153,104,34,1:31.462,1:30.643,1:30.216,5,19
153,108,2,1:31.107,1:30.560,1:30.267,6,18
153,94,14,1:31.303,1:31.019,1:30.423,7,17
153,93,11,1:31.591,1:30.844,1:30.680,8,19
153,57,1,1:31.219,1:31.009,1:30.772,9,18
153,114,14,1:31.751,1:31.228,1:31.303,10,17
153,124,34,1:31.414,1:31.245,,11,13
153,127,35,1:31.591,1:31.271,,12,12
153,12,33,1:31.634,1:31.886,,13,15
153,101,28,1:31.594,DNF,,14,8
153,109,11,1:32.040,,,15,6
153,70,36,1:32.067,,,16,17
153,121,35,1:32.165,,,17,6
153,126,36,1:32.186,,,18,6
153,103,33,1:32.283,,,19,9
153,122,28,1:32.373,,,20,6
154,94,14,1:27.778,1:27.529,1:27.294,1,19
154,120,2,1:27.901,1:27.545,1:27.304,2,18
154,110,22,1:28.282,1:27.599,1:27.407,3,16
154,106,1,1:28.552,1:27.866,1:27.670,4,19
154,125,22,1:28.128,1:27.798,1:27.866,5,17
154,93,11,1:28.354,1:28.024,1:28.164,6,23
154,57,1,1:28.372,1:28.102,1:28.201,7,20
154,114,14,1:28.226,1:27.990,1:28.204,8,16
154,104,34,1:28.421,1:28.025,1:28.367,9,22
154,108,2,1:27.805,1:27.481,DNF,10,11
154,109,11,1:28.279,1:28.109,,11,14
154,121,35,1:28.561,1:28.191,,12,11
154,12,33,1:28.548,1:28.303,,13,14
154,127,35,1:28.571,1:28.418,,14,12
154,122,28,1:28.536,1:28.648,,15,15
154,103,33,1:28.645,,,16,9
154,124,34,1:28.739,,,17,9
154,70,36,1:28.782,,,18,8
154,101,28,1:29.092,,,19,9
154,126,36,1:29.462,,,20,8
155,94,14,1:26.870,1:26.643,1:26.204,1,18
155,108,2,1:26.955,1:26.499,1:26.269,2,21
155,125,22,1:27.077,1:26.606,1:26.271,3,20
155,120,2,1:27.006,1:26.269,1:26.375,4,16
155,110,22,1:27.014,1:26.575,1:26.385,5,20
155,93,11,1:27.098,1:26.847,1:26.569,6,20
155,109,11,1:27.042,1:26.855,1:26.682,7,20
155,106,1,1:27.417,1:26.948,1:26.754,8,20
155,101,28,1:27.450,1:26.967,1:26.824,9,21
155,114,14,1:27.298,1:26.959,1:26.943,10,21
155,127,35,1:27.301,1:26.987,,11,13
155,57,1,1:27.279,1:27.006,,12,15
155,126,36,1:27.343,1:27.151,,13,15
155,124,34,1:27.422,1:27.186,,14,15
155,121,35,1:27.444,1:27.363,,15,14
155,70,36,1:27.473,,,16,9
155,12,33,1:27.604,,,17,9
155,104,34,1:27.710,,,18,9
155,103,33,1:27.830,,,19,9
155,122,28,1:27.999,,,20,9
156,120,2,1:15.500,1:15.214,1:14.670,1,18
156,94,14,1:15.175,1:15.394,1:14.704,2,17
156,110,22,1:15.852,1:15.334,1:14.807,3,17
156,108,2,1:15.894,1:15.261,1:14.962,4,19
156,12,33,1:15.695,1:15.442,1:15.431,5,19
156,93,11,1:15.987,1:15.198,1:15.432,6,21
156,109,11,1:16.123,1:15.521,1:15.473,7,20
156,103,33,1:15.817,1:15.497,1:15.581,8,21
156,127,35,1:16.253,1:15.510,1:15.746,9,17
156,104,34,1:15.937,1:15.505,1:15.787,10,17
156,106,1,1:16.108,1:15.604,,11,14
156,57,1,1:16.163,1:15.765,,12,14
156,125,22,1:15.943,1:15.772,,13,13
156,126,36,1:16.340,1:16.260,,14,15
156,123,34,1:16.256,,,15,5
156,121,35,1:16.379,,,16,6
156,70,36,1:16.518,,,17,9
156,101,28,1:16.613,,,18,9
156,122,28,1:16.918,,,19,8
156,114,14,DNF,,,NC,2
157,108,2,1:11.285,1:10.570,1:09.954,1,27
157,106,1,1:11.229,1:10.581,1:10.063,2,27
157,120,2,1:11.308,1:10.858,1:10.129,3,29
157,57,1,1:11.575,1:10.883,1:10.382,4,28
157,94,14,1:11.431,1:10.875,1:10.669,5,21
157,127,35,1:11.811,1:11.040,1:10.923,6,27
157,12,33,1:11.674,1:11.182,1:10.924,7,30
157,101,28,1:11.839,1:11.262,1:10.942,8,32
157,121,35,1:11.818,1:11.250,1:11.129,9,26
157,109,11,1:11.629,1:10.732,1:11.213,10,34
157,93,11,1:11.707,1:11.362,,11,25
157,114,14,1:11.800,1:11.415,,12,20
157,70,36,1:11.871,1:11.596,,13,23
157,110,22,1:11.507,DNF,,14,13
157,125,22,1:11.880,,,15,11
157,126,36,1:11.902,,,16,13
157,122,28,1:11.979,,,17,13
157,104,34,1:11.994,,,18,11
157,103,33,1:12.563,,,19,11
157,123,34,1:12.597,,,20,12
158,120,2,1:12.551,1:11.998,1:11.546,1,14
158,108,2,1:12.799,1:12.056,1:11.755,2,15
158,94,14,1:12.798,1:12.358,1:11.848,3,12
158,110,22,1:12.806,1:12.407,1:11.848,4,12
158,57,1,1:13.058,1:12.447,1:12.045,5,15
158,125,22,1:12.815,1:12.585,1:12.111,6,18
158,106,1,1:13.014,1:12.495,1:12.131,7,12
158,104,34,1:13.081,1:12.611,1:12.199,8,18
158,127,35,1:13.139,1:12.461,1:12.252,9,15
158,12,33,1:13.102,1:12.523,1:12.284,10,14
158,109,11,1:13.044,1:12.641,,11,14
158,126,36,1:13.045,1:12.756,,12,12
158,121,35,1:13.039,1:12.763,,13,12
158,103,33,1:13.038,1:13.058,,14,15
158,122,28,1:13.074,1:13.315,,15,15
158,70,36,1:13.190,,,16,6
158,101,28,1:13.201,,,17,9
158,93,11,1:13.203,,,18,6
158,123,34,1:13.334,,,19,7
158,114,14,1:13.385,,,20,6
159,110,22,1:12.075,1:11.570,1:10.899,1,21
159,94,14,1:12.054,1:11.638,1:11.059,2,20
159,120,2,1:11.939,1:11.715,1:11.120,3,23
159,125,22,1:12.279,1:11.974,1:11.391,4,21
159,57,1,1:11.952,1:11.885,1:11.526,5,27
159,12,33,1:12.073,1:11.805,1:11.586,6,27
159,108,2,1:11.826,1:11.599,1:11.625,7,22
159,106,1,1:12.038,1:11.626,1:11.682,8,27
159,127,35,1:12.211,1:12.003,1:11.867,9,21
159,109,11,1:12.090,1:11.892,1:11.907,10,30
159,114,14,1:12.334,1:12.102,,11,15
159,123,34,1:12.234,1:12.142,,12,20
159,70,36,1:12.323,1:12.183,,13,18
159,122,28,1:12.306,1:12.340,,14,19
159,101,28,1:12.378,1:12.634,,15,21
159,126,36,1:12.385,,,16,11
159,93,11,1:12.398,,,17,13
159,103,33,1:12.517,,,18,12
159,121,35,1:12.525,,,19,10
159,104,34,1:12.667,,,20,12
160,108,2,1:04.672,1:04.410,1:03.971,1,18
160,106,1,1:05.197,1:04.734,1:04.492,2,21
160,120,2,1:04.966,1:04.556,1:04.554,3,19
160,57,1,1:05.115,1:04.896,1:04.582,4,21
160,110,22,1:05.189,1:04.860,1:04.763,5,18
160,121,35,1:05.017,1:05.041,1:04.926,6,17
160,94,14,1:05.106,1:04.836,1:04.929,7,18
160,126,36,1:05.123,1:04.846,1:05.132,8,21
160,125,22,1:05.178,1:05.052,1:05.276,9,17
160,104,34,1:05.054,1:04.846,1:05.649,10,21
160,12,33,1:05.197,1:05.128,,11,14
160,109,11,1:05.143,1:05.205,,12,18
160,127,35,1:05.063,1:05.226,,13,12
160,123,34,1:05.278,1:05.288,,14,15
160,122,28,1:05.218,1:05.312,,15,15
160,103,33,1:05.329,,,16,9
160,101,28,1:05.364,,,17,9
160,114,14,1:05.369,,,18,6
160,93,11,1:05.582,,,19,12
160,70,36,1:05.606,,,20,9
161,94,14,1:25.886,1:25.316,1:24.892,1,18
161,120,2,1:25.963,1:25.316,1:24.995,2,21
161,108,2,1:26.123,1:25.231,1:25.010,3,20
161,110,22,1:26.236,1:25.637,1:25.029,4,19
161,57,1,1:26.296,1:25.084,1:25.095,5,19
161,106,1,1:26.186,1:25.133,1:25.121,6,21
161,125,22,1:26.265,1:25.620,1:25.374,7,18
161,122,28,1:26.005,1:25.534,1:25.471,8,18
161,12,33,1:26.108,1:25.593,1:25.621,9,15
161,104,34,1:26.328,1:25.711,1:25.785,10,21
161,93,11,1:26.175,1:25.746,,11,12
161,114,14,1:26.275,1:25.826,,12,13
161,127,35,1:26.177,1:25.864,,13,12
161,109,11,1:26.093,1:25.889,,14,13
161,101,28,1:26.136,1:25.950,,15,12
161,121,35,1:26.440,,,16,6
161,126,36,1:26.446,,,17,9
161,103,33,1:26.504,,,18,9
161,70,36,1:26.574,,,19,9
161,123,34,1:27.060,,,20,6
162,108,2,1:41.010,1:40.715,1:40.562,1,20
162,120,2,1:41.201,1:40.626,1:40.647,2,21
162,106,1,1:41.635,1:41.084,1:40.900,3,18
162,94,14,1:41.334,1:40.951,1:40.903,4,15
162,109,11,1:41.772,1:41.505,1:41.201,5,20
162,110,22,1:41.784,1:41.254,1:41.260,6,18
162,114,14,1:41.840,1:41.245,1:41.284,7,17
162,127,35,1:41.572,1:41.281,1:41.310,8,19
162,121,35,1:41.748,1:41.297,1:41.328,9,20
162,126,36,1:41.908,1:41.336,1:42.387,10,18
162,101,28,1:41.884,1:41.525,,11,14
162,122,28,1:41.617,1:41.617,,12,13
162,104,34,1:41.800,1:41.633,,13,14
162,70,36,1:41.844,1:41.707,,14,14
162,93,11,1:41.691,1:41.758,,15,13
162,57,1,1:41.939,,,16,8
162,123,34,1:42.022,,,17,8
162,125,22,1:42.139,,,18,6
162,12,33,1:42.385,,,19,8
162,103,33,1:42.502,,,20,8
163,106,1,1:15.582,1:15.455,1:15.372,1,18
163,120,2,1:15.211,1:14.941,1:15.398,2,18
163,108,2,1:15.523,1:14.890,1:15.413,3,18
163,110,22,1:15.627,1:15.201,1:15.425,4,15
163,12,33,1:15.281,1:15.395,1:15.481,5,15
163,103,33,1:15.673,1:15.129,1:15.498,6,18
163,126,36,1:15.586,1:15.687,1:15.725,7,18
163,94,14,1:15.736,1:15.547,1:15.728,8,18
163,121,35,1:15.849,1:15.630,1:15.821,9,18
163,127,35,1:15.516,1:15.469,1:15.915,10,15
163,122,28,1:15.750,1:15.694,,11,12
163,57,1,1:15.733,1:15.702,,12,12
163,93,11,1:15.652,1:15.781,,13,15
163,123,34,1:15.875,1:16.159,,14,12
163,125,22,1:15.782,1:16.386,,15,9
163,114,14,1:15.899,,,16,6
163,104,34,1:15.966,,,17,6
163,101,28,1:16.023,,,18,6
163,70,36,1:16.081,,,19,6
163,109,11,1:16.223,,,20,9
164,120,2,1:09.338,1:08.964,1:08.662,1,18
164,108,2,1:09.469,1:08.874,1:08.674,2,18
164,94,14,1:09.696,1:09.122,1:08.925,3,18
164,127,35,1:09.966,1:09.439,1:09.208,4,18
164,110,22,1:09.676,1:09.313,1:09.255,5,18
164,106,1,1:09.906,1:09.304,1:09.340,6,22
164,57,1,1:09.900,1:09.261,1:09.390,7,21
164,121,35,1:09.779,1:09.383,1:09.500,8,18
164,93,11,1:09.980,1:09.472,1:09.505,9,18
164,12,33,1:09.950,1:09.366,1:09.630,10,17
164,125,22,1:09.845,1:09.493,,11,12
164,114,14,1:09.954,1:09.622,,12,15
164,126,36,1:10.037,1:09.622,,13,12
164,104,34,1:09.894,1:09.637,,14,15
164,109,11,1:09.792,1:09.652,,15,12
164,123,34,1:10.104,,,16,9
164,70,36,1:10.195,,,17,9
164,101,28,1:10.197,,,18,9
164,122,28,1:10.262,,,19,9
164,103,33,DNF,,,NC,2
165,94,14,1:19.455,1:19.140,1:18.792,1,18
165,108,2,1:19.517,1:19.293,1:18.869,2,21
165,120,2,1:19.711,1:19.286,1:18.982,3,19
165,106,1,1:19.689,1:19.310,1:19.007,4,20
165,57,1,1:19.765,1:19.371,1:19.124,5,20
165,110,22,1:19.414,1:19.287,1:19.157,6,18
165,125,22,1:19.747,1:19.245,1:19.200,7,22
165,126,36,1:19.688,1:19.323,1:19.390,8,21
165,12,33,1:19.658,1:19.362,1:19.424,9,20
165,114,14,1:19.619,1:19.433,1:19.519,10,18
165,122,28,1:19.688,1:19.446,,11,15
165,70,36,1:19.777,1:19.498,,12,15
165,93,11,1:19.644,1:19.528,,13,19
165,109,11,1:19.837,1:19.583,,14,16
165,101,28,1:19.816,1:19.707,,15,15
165,127,35,1:19.917,,,16,6
165,103,33,1:19.948,,,17,9
165,123,34,1:19.992,,,18,9
165,104,34,1:20.103,,,19,9
165,121,35,1:20.279,,,20,5
166,94,14,1:41.331,1:41.255,1:41.117,1,23
166,93,11,1:42.635,1:41.675,1:41.595,2,23
166,121,35,1:42.257,1:41.537,1:41.707,3,26
166,125,22,1:42.247,1:41.464,1:41.717,4,21
166,110,22,1:41.646,1:41.455,1:42.070,5,22
166,114,14,1:42.347,1:41.788,1:42.143,6,23
166,108,2,1:41.322,1:41.396,1:42.239,7,21
166,127,35,1:41.656,1:41.647,1:42.372,8,25
166,120,2,1:41.839,1:41.414,DNF,9,18
166,106,1,1:41.458,1:41.519,DNF,10,19
166,12,33,1:42.211,1:41.857,,11,18
166,57,1,1:41.821,1:42.183,,12,17
166,126,36,1:42.511,1:42.277,,13,16
166,103,33,1:42.101,1:43.061,,14,16
166,122,28,1:42.666,DNF,,15,11
166,123,34,1:42.779,,,16,8
166,70,36,1:42.916,,,17,8
166,104,34,1:43.139,,,18,8
166,109,11,1:43.778,,,19,4
166,101,28,,,,DQ,0
167,110,22,1:29.928,1:29.562,1:29.158,1,18
167,94,14,1:30.028,1:29.572,1:29.340,2,18
167,120,2,1:30.313,1:29.813,1:29.524,3,20
167,125,22,1:30.036,1:29.649,1:29.537,4,17
167,108,2,1:29.932,1:29.809,1:29.586,5,20
167,57,1,1:29.765,1:29.936,1:29.688,6,20
167,106,1,1:30.370,1:29.914,1:29.784,7,22
167,127,35,1:30.214,1:30.016,1:29.846,8,19
167,122,28,1:30.420,1:30.076,1:29.868,9,17
167,12,33,1:30.745,1:30.054,1:29.955,10,18
167,70,36,1:30.715,1:30.141,,11,15
167,121,35,1:30.681,1:30.320,,12,14
167,114,14,1:30.574,1:30.353,,13,12
167,126,36,1:30.820,,,14,8
167,103,33,1:30.949,,,15,9
167,123,34,1:30.982,,,16,9
167,101,28,1:30.989,,,17,6
167,104,34,1:31.261,,,18,8
167,109,11,,1:30.202,,DQ,0
167,93,11,,1:30.235,,DQ,0
