race_id,driver_id,team_id,q1_time,q2_time,q3_time,qual_position,qual_laps
113,104,34,1:29.533,1:28.751,1:27.689,10,24
113,70,28,1:29.603,1:28.896,,11,17
113,103,33,1:29.448,1:28.935,,12,19
113,101,34,1:29.700,1:28.956,,13,18
113,119,11,1:29.873,1:29.031,,14,19
113,83,30,1:29.798,,,DQ,11
113,75,14,1:29.968,,,15,11
113,114,32,1:30.025,,,16,11
113,117,30,1:30.123,,,17,11
113,118,32,1:30.513,,,18,11
113,87,28,1:32.378,,,19,7
114,57,22,1:18.577,1:17.427,1:16.609,1,20
114,94,14,1:18.318,1:17.547,1:16.612,2,21
114,108,2,1:18.697,1:17.328,1:16.694,3,20
114,120,2,1:18.464,1:17.571,1:16.905,4,20
114,117,30,1:18.143,1:17.700,1:16.971,5,22
114,106,1,1:18.440,1:17.580,1:16.992,6,21
114,83,30,1:18.775,1:17.563,1:17.034,7,20
114,12,33,1:18.580,1:17.701,1:17.035,8,21
114,75,14,1:18.360,1:17.675,1:17.045,9,23
114,70,28,1:18.695,1:17.652,1:17.186,10,20
114,93,1,1:18.393,1:17.703,,11,15
114,101,34,1:18.854,1:17.841,,12,16
114,79,32,1:18.906,1:18.002,,13,15
114,103,33,1:18.782,1:18.144,,14,18
114,104,34,1:18.743,1:18.217,,15,16
114,109,11,1:18.917,,,16,8
114,114,32,1:18.919,,,17,9
114,110,22,1:19.027,,,18,9
114,87,28,1:19.206,,,19,8
114,119,11,1:19.248,,,20,8
115,94,14,1:58.515,1:52.784,1:46.168,1,22
115,106,1,1:58.300,1:52.017,1:46.988,2,23
115,75,14,1:58.899,1:52.353,1:47.045,3,22
115,57,22,1:58.563,1:52.345,1:47.087,4,24
115,93,1,1:58.688,1:51.711,1:47.152,5,23
115,120,2,1:58.872,1:51.534,1:47.365,6,23
115,108,2,1:59.981,1:52.252,1:47.669,7,21
115,110,22,1:59.035,1:52.605,1:47.805,8,24
115,12,33,1:58.834,1:52.751,1:47.843,9,22
115,103,33,1:59.663,1:52.193,1:48.841,10,22
115,114,32,1:59.044,1:53.148,,11,15
115,104,34,1:59.511,1:53.671,,12,17
115,87,28,2:00.020,1:54.160,,13,17
115,83,30,1:59.484,1:54.694,,14,17
115,101,34,1:59.634,1:56.372,,15,13
115,109,11,2:00.314,,,16,8
115,117,30,2:00.832,,,17,9
115,119,11,2:01.535,,,18,6
115,79,32,2:02.159,,,19,8
115,70,28,2:03.166,,,20,5
116,94,14,1:20.965,1:18.856,1:10.567,1,31
116,108,2,1:21.276,1:19.769,1:11.104,2,30
116,110,22,1:21.345,1:19.620,1:11.294,3,32
116,109,11,1:20.939,1:19.399,1:11.419,4,32
116,12,33,1:21.840,1:19.429,1:11.506,5,30
116,93,1,1:21.321,1:19.929,1:11.754,6,32
116,75,14,1:21.972,1:19.856,1:11.880,7,33
116,120,2,1:21.231,1:19.392,1:11.938,8,31
116,106,1,1:22.019,1:19.600,1:12.665,9,27
116,119,11,1:22.036,1:20.067,1:16.748,10,27
116,103,33,1:21.570,1:20.121,,11,22
116,104,34,1:21.735,1:20.128,,12,21
116,57,22,1:21.919,1:20.151,,13,23
116,114,32,1:21.781,1:20.230,,14,22
116,70,28,1:21.891,1:20.250,,15,20
116,117,30,1:22.067,,,16,12
116,101,34,1:22.110,,,17,12
116,87,28,1:22.192,,,18,11
116,83,30,1:22.260,,,19,12
116,121,32,1:23.420,,,20,12
117,93,1,1:21.965,1:20.991,1:20.294,1,20
117,94,14,1:21.573,1:20.937,1:20.307,2,21
117,106,1,1:21.788,1:20.977,1:20.361,3,21
117,110,22,1:22.148,1:21.382,1:20.671,4,21
117,75,14,1:21.911,1:21.240,1:20.688,5,21
117,109,11,1:21.661,1:21.272,1:20.760,6,21
117,120,2,1:22.106,1:21.527,1:20.785,7,24
117,57,22,1:21.977,1:21.369,1:20.820,8,21
117,108,2,1:21.995,1:21.581,1:20.979,9,23
117,12,33,1:22.043,1:21.543,1:21.417,10,19
117,114,32,1:21.852,1:21.594,,11,15
117,121,32,1:22.112,1:21.758,,12,15
117,70,28,1:22.343,1:21.776,,13,16
117,83,30,1:22.249,1:21.940,,14,14
117,119,11,1:21.930,1:21.944,,15,15
117,117,30,1:22.390,,,16,8
117,104,34,1:22.545,,,17,7
117,101,34,1:22.548,,,18,8
117,87,28,1:22.592,,,19,8
117,103,33,1:22.860,,,20,9
118,93,1,1:32.339,1:31.439,1:30.984,1,20
118,110,22,1:32.331,1:31.743,1:31.056,2,17
118,106,1,1:32.406,1:32.012,1:31.063,3,21
118,108,2,1:32.483,1:31.951,1:31.270,4,20
118,57,22,1:32.651,1:32.019,1:31.485,5,16
118,87,28,1:32.242,1:31.892,1:31.575,6,21
118,12,33,1:32.584,1:31.835,1:31.615,7,17
118,101,34,1:32.369,1:32.089,1:31.673,8,18
118,70,28,1:32.100,1:31.994,1:31.808,9,21
118,121,32,1:32.215,1:32.166,1:32.268,10,21
118,94,14,1:32.398,1:32.173,,11,14
118,104,34,1:32.452,1:32.274,,12,12
118,75,14,1:32.099,1:32.310,,13,13
118,109,11,1:32.668,1:33.719,,14,12
118,114,32,1:31.991,DNF,,15,10
118,83,30,1:32.809,,,16,9
118,120,2,1:32.902,,,17,9
118,119,11,1:33.252,,,18,9
118,117,30,1:33.258,,,19,9
118,103,33,1:33.397,,,20,8
119,94,14,1:29.878,1:29.964,1:28.877,1,12
119,120,2,1:30.439,1:30.122,1:29.458,2,14
119,108,2,1:30.063,1:30.296,1:29.493,3,12
119,106,1,1:30.393,1:29.940,1:29.542,4,14
119,75,14,1:30.652,1:29.965,1:29.650,5,18
119,93,1,1:30.651,1:30.067,1:29.850,6,14
119,57,22,1:30.811,1:30.040,1:29.908,7,18
119,110,22,1:30.811,1:30.268,1:30.219,8,15
119,114,32,1:30.733,1:30.204,1:30.303,9,18
119,12,33,1:30.971,1:30.465,1:30.560,10,15
119,121,32,1:30.425,1:30.508,,11,16
119,104,34,1:30.843,1:30.509,,12,12
119,109,11,1:30.941,1:30.537,,13,12
119,101,34,1:30.960,1:30.586,,14,12
119,87,28,1:30.976,1:30.665,,15,9
119,83,30,1:31.049,,,16,5
119,103,33,1:31.181,,,17,7
119,70,28,1:31.299,,,18,6
119,117,30,1:31.398,,,19,6
119,119,11,DNF,,,NC,2
120,94,14,1:25.007,1:24.483,1:23.778,1,19
120,110,22,1:25.334,1:24.827,1:24.219,2,21
120,57,22,1:26.076,1:24.381,1:24.305,3,20
120,12,33,1:25.223,1:25.241,1:24.369,4,21
120,106,1,1:25.452,1:25.079,1:24.424,5,26
120,120,2,1:25.266,1:24.724,1:24.540,6,23
120,104,34,1:25.566,1:24.918,1:24.553,7,23
120,101,34,1:25.711,1:24.928,1:24.763,8,24
120,83,30,1:26.038,1:25.297,1:25.058,9,21
120,108,2,1:25.131,1:24.685,DNF,10,21
120,114,32,1:26.058,1:25.301,,11,16
120,93,1,1:25.808,1:25.328,,12,18
120,75,14,1:25.991,1:25.462,,13,16
120,109,11,1:26.118,1:25.707,,14,15
120,70,28,1:25.904,1:25.783,,15,12
120,119,11,1:26.210,,,16,10
120,103,33,1:26.345,,,17,10
120,121,32,1:26.635,,,18,10
120,87,28,1:27.046,,,19,9
120,117,30,1:27.432,,,20,9
121,106,1,1:36.061,1:35.004,1:34.723,1,21
121,108,2,1:35.110,1:35.441,1:34.853,2,20
121,57,22,1:35.091,1:35.240,1:34.862,3,18
121,93,1,1:35.824,1:35.302,1:34.945,4,18
121,110,22,1:36.165,1:35.606,1:35.079,5,18
121,94,14,1:35.346,1:35.008,1:35.081,6,18
121,104,34,1:36.158,1:35.496,1:35.089,7,19
121,101,34,1:36.131,1:35.413,1:35.154,8,21
121,75,14,1:35.989,1:35.679,1:35.173,9,17
121,120,2,1:36.064,1:35.576,1:35.467,10,20
121,114,32,1:35.913,1:35.697,,11,12
121,117,30,1:36.052,1:35.698,,12,15
121,83,30,1:36.082,1:35.858,,13,15
121,87,28,1:36.009,1:35.880,,14,12
121,79,32,1:36.213,1:35.974,,15,12
121,70,28,1:36.235,,,16,6
121,12,33,1:36.268,,,17,8
121,109,11,1:36.315,,,18,6
121,103,33,1:36.589,,,19,9
121,119,11,1:36.827,,,20,8
122,106,1,1:18.401,1:17.901,1:17.166,1,17
122,93,1,1:18.755,1:18.382,1:17.233,2,17
122,94,14,1:18.099,1:17.625,1:17.263,3,15
122,79,32,1:18.341,1:17.706,1:17.382,4,15
122,75,14,1:18.553,1:18.124,1:17.423,5,16
122,57,22,1:18.677,1:17.571,1:17.454,6,18
122,120,2,1:18.241,1:17.874,1:17.623,7,18
122,110,22,1:18.893,1:17.673,1:17.674,8,19
122,83,30,1:18.429,1:18.016,1:18.032,9,17
122,117,30,1:19.016,1:18.440,1:18.050,10,15
122,104,34,1:18.945,1:18.521,,11,15
122,70,28,1:18.969,1:18.524,,12,12
122,12,33,1:18.848,1:18.738,,13,14
122,109,11,1:18.828,1:19.147,,14,12
122,114,32,1:18.890,DNF,,15,11
122,101,34,1:19.080,,,16,6
122,87,28,1:19.163,,,17,9
122,103,33,1:19.227,,,18,9
122,108,2,1:21.554,,,19,6
122,119,11,DNF,,,NC,6
123,94,14,1:10.436,1:10.162,1:10.727,1,18
123,106,1,1:10.472,1:10.303,1:11.021,2,18
123,103,33,1:10.551,1:10.375,1:11.344,3,16
123,12,33,1:10.557,1:10.237,1:11.387,4,18
123,57,22,1:10.604,1:10.266,1:11.469,5,21
123,110,22,1:10.340,1:10.316,1:11.590,6,21
123,108,2,1:10.623,1:10.021,1:11.987,7,13
123,93,1,1:10.624,1:10.254,1:11.989,8,20
123,75,14,1:10.668,1:10.219,1:12.321,9,17
123,120,2,1:10.519,1:10.330,DNF,10,15
123,70,28,1:10.475,1:10.547,,11,15
123,101,34,1:10.763,1:10.562,,12,15
123,104,34,1:10.793,1:10.567,,13,14
123,87,28,1:10.602,1:10.723,,14,15
123,109,11,1:10.621,1:10.840,,15,15
123,114,32,1:10.837,,,16,9
123,79,32,1:10.843,,,17,6
123,83,30,1:10.955,,,18,9
123,119,11,1:11.035,,,19,9
123,117,30,1:11.275,,,20,9
124,106,1,1:33.617,1:32.775,1:32.726,1,23
124,93,1,1:33.851,1:33.338,1:32.770,2,23
124,94,14,1:34.190,1:33.572,1:33.104,3,19
124,110,22,1:34.137,1:33.351,1:33.112,4,22
124,104,34,1:34.272,1:33.494,1:33.239,5,25
124,109,11,1:34.634,1:33.588,1:33.323,6,21
124,119,11,1:34.525,1:33.733,1:33.513,7,23
124,83,30,1:34.305,1:33.809,1:33.525,8,19
124,87,28,1:34.337,1:33.664,1:33.537,9,23
124,12,33,1:34.422,1:33.617,1:33.555,10,24
124,57,22,1:34.307,1:33.837,,11,15
124,75,14,1:34.574,1:33.855,,12,14
124,70,28,1:34.265,1:33.979,,13,17
124,103,33,1:34.504,1:34.199,,14,18
124,79,32,1:34.683,1:34.308,,15,18
124,108,2,1:34.703,,,16,9
124,101,34,1:34.834,,,17,10
124,117,30,1:34.849,,,18,10
124,120,2,1:34.850,,,19,10
124,114,32,1:36.447,,,20,9
125,94,14,1:24.160,1:23.740,1:23.445,1,15
125,106,1,1:24.459,1:23.969,1:23.584,2,18
125,120,2,1:24.487,1:24.278,1:23.782,3,17
125,110,22,1:24.337,1:24.013,1:23.788,4,18
125,108,2,1:24.368,1:23.920,1:23.816,5,16
125,114,32,1:24.286,1:24.207,1:23.968,6,18
125,12,33,1:24.501,1:24.131,1:24.084,7,18
125,70,28,1:24.425,1:24.213,1:24.108,8,18
125,75,14,1:24.209,1:24.116,1:24.171,9,17
125,104,34,1:24.600,1:24.078,1:24.548,10,18
125,57,22,1:24.437,1:24.359,,11,12
125,101,34,1:24.565,1:24.391,,12,12
125,103,33,1:24.405,1:24.422,,13,12
125,109,11,1:24.298,1:24.439,,14,12
125,79,32,1:24.461,1:24.442,,15,12
125,93,1,1:24.738,,,16,6
125,87,28,1:24.764,,,17,6
125,83,30,1:24.788,,,18,6
125,117,30,1:25.159,,,19,6
125,119,11,DNF,,,NC,6
126,94,14,1:30.031,1:29.374,1:29.179,1,17
126,106,1,1:30.243,1:29.165,1:29.407,2,19
126,110,22,1:30.350,1:29.922,1:29.485,3,17
126,93,1,1:29.909,1:29.573,1:29.507,4,18
126,75,14,1:30.221,1:29.932,1:29.537,5,17
126,12,33,1:30.179,1:29.801,1:29.542,6,14
126,108,2,1:30.143,1:29.941,1:29.614,7,15
126,120,2,1:30.531,1:30.122,1:29.683,8,18
126,57,22,1:30.451,1:29.718,1:29.710,9,18
126,70,28,1:30.566,1:29.851,1:30.502,10,18
126,114,35,1:30.481,1:30.129,,11,12
126,103,33,1:29.965,1:30.200,,12,12
126,109,11,1:30.397,1:30.221,,13,12
126,79,35,1:30.562,1:30.278,,14,12
126,87,28,1:30.646,1:30.529,,15,12
126,83,3,1:30.756,,,16,6
126,117,3,1:30.757,,,17,6
126,119,11,1:30.770,,,18,6
126,101,34,1:30.793,,,19,9
126,104,34,1:30.948,,,20,9
127,94,14,1:28.171,1:28.033,1:27.472,1,18
127,106,1,1:28.318,1:28.112,1:27.791,2,23
127,75,14,1:28.638,1:28.467,1:27.807,3,19
127,12,33,1:28.706,1:28.122,1:27.846,4,17
127,120,2,1:28.755,1:28.343,1:28.089,5,22
127,108,2,1:28.805,1:28.479,1:28.132,6,22
127,110,22,1:28.749,1:28.448,1:28.316,7,22
127,57,22,1:28.994,1:28.606,1:28.460,8,24
127,114,35,1:28.988,1:28.564,1:28.547,9,18
127,103,33,1:28.250,1:28.578,1:28.572,10,19
127,122,1,1:28.984,1:28.642,,11,18
127,109,11,1:29.107,1:28.980,,12,16
127,87,28,1:29.069,1:29.020,,13,17
127,79,35,1:29.065,1:29.025,,14,12
127,70,28,1:29.055,DNF,,15,10
127,83,3,1:29.179,,,16,9
127,101,34,1:29.475,,,17,10
127,104,34,1:29.479,,,18,9
127,119,11,1:29.526,,,19,9
127,117,3,DNF,,,NC,2
128,94,14,1:16.819,1:16.387,1:15.915,1,21
128,93,1,1:16.731,1:16.189,1:16.185,2,18
128,75,14,1:16.805,1:16.631,1:16.274,3,22
128,108,2,1:17.430,1:16.750,1:16.315,4,19
128,106,1,1:16.984,1:16.304,1:16.435,5,20
128,120,2,1:17.369,1:16.601,1:16.572,6,18
128,110,22,1:17.062,1:16.901,1:16.724,7,23
128,114,35,1:17.356,1:16.791,1:16.788,8,18
128,103,33,1:17.376,1:16.780,1:17.072,9,23
128,12,33,1:16.991,1:16.710,1:17.552,10,21
128,57,22,1:17.499,1:16.960,,11,15
128,109,11,1:17.130,1:17.167,,12,15
128,83,3,1:17.543,1:17.340,,13,15
128,87,28,1:17.709,1:17.427,,14,13
128,101,34,1:17.617,1:17.697,,15,21
128,70,28,1:17.976,,,16,8
128,104,34,1:17.982,,,17,11
128,79,35,1:18.085,,,18,6
128,117,3,1:18.188,,,19,9
129,94,14,1:28.866,1:28.740,1:28.197,1,12
129,75,14,1:29.303,1:28.752,1:28.263,2,12
129,108,2,1:29.536,1:28.940,1:28.489,3,13
129,93,1,1:29.513,1:29.099,1:28.682,4,12
129,12,33,1:29.254,1:29.082,1:28.686,5,12
129,120,2,1:29.425,1:29.148,1:28.760,6,12
129,57,22,1:29.661,1:28.887,1:28.766,7,15
129,106,1,1:29.338,1:29.196,1:28.786,8,12
129,110,22,1:29.799,1:29.140,1:29.008,9,15
129,114,35,1:29.775,1:29.417,1:29.413,10,18
129,79,35,1:29.727,1:29.472,,11,12
129,70,28,1:29.821,1:29.494,,12,12
129,83,3,1:29.602,1:29.593,,13,12
129,109,11,1:29.963,1:29.714,,14,9
129,101,34,1:29.811,1:29.816,,15,12
129,103,33,1:30.024,,,16,6
129,104,34,1:30.119,,,17,6
129,87,28,1:30.131,,,18,9
129,119,11,1:30.139,,,19,6
129,117,3,1:30.143,,,20,6
130,94,14,1:34.742,1:33.794,1:33.660,1,18
130,75,14,1:35.457,1:34.026,1:33.982,2,19
130,12,33,1:35.116,1:34.652,1:34.148,3,15
130,108,2,1:34.842,1:34.460,1:34.165,4,15
130,120,2,1:35.014,1:34.659,1:34.273,5,16
130,106,1,1:34.797,1:34.399,1:34.289,6,20
130,93,1,1:34.970,1:34.368,1:34.297,7,17
130,110,22,1:35.084,1:34.609,1:34.433,8,20
130,70,28,1:35.068,1:34.667,1:34.604,9,21
130,83,3,1:35.169,1:34.769,1:34.665,10,15
130,103,33,1:35.334,1:34.838,,11,12
130,79,35,1:35.443,1:34.934,,12,12
130,101,34,1:35.356,1:35.223,,13,15
130,109,11,1:35.384,1:35.241,,14,14
130,104,34,1:35.287,1:35.463,,15,15
130,117,3,1:35.505,,,16,8
130,87,28,1:35.516,,,17,6
130,57,22,1:35.573,,,18,6
130,114,35,1:35.746,,,19,9
130,119,11,1:36.358,,,20,7
131,94,14,1:27.689,1:27.566,1:27.241,1,18
131,106,1,1:28.081,1:27.533,1:27.382,2,21
131,93,1,1:27.937,1:27.941,1:27.455,3,21
131,75,14,1:27.772,1:27.839,1:27.460,4,18
131,108,2,1:27.913,1:27.871,1:27.594,5,21
131,120,2,1:28.032,1:27.721,1:27.675,6,19
131,110,22,1:28.159,1:28.095,1:28.067,7,21
131,57,22,1:28.167,1:27.697,1:28.107,8,21
131,70,28,1:28.383,1:28.200,1:28.146,9,21
131,114,35,1:28.324,1:28.167,1:28.192,10,21
131,103,33,1:28.177,1:28.222,,11,15
131,104,34,1:27.976,1:28.324,,12,15
131,101,34,1:28.209,1:28.371,,13,15
131,109,11,1:28.343,1:28.413,,14,15
131,12,33,1:28.453,1:28.427,,15,15
131,83,3,1:28.463,,,16,6
131,119,11,1:28.487,,,17,8
131,79,35,1:28.617,,,18,9
131,87,28,1:28.619,,,19,9
131,117,3,1:28.824,,,20,9
132,94,14,1:15.762,1:15.176,1:14.746,1,18
132,120,2,1:15.940,1:15.407,1:14.820,2,15
132,108,2,1:15.915,1:15.371,1:14.837,3,19
132,106,1,1:15.823,1:15.328,1:14.970,4,21
132,93,1,1:16.015,1:15.512,1:15.233,5,20
132,110,22,1:16.107,1:15.671,1:15.234,6,18
132,114,35,1:15.894,1:15.358,1:15.465,7,15
132,57,22,1:16.604,1:15.677,1:15.504,8,20
132,79,35,1:16.060,1:15.691,1:15.674,9,15
132,70,28,1:15.841,1:15.569,1:15.980,10,21
132,75,14,1:16.404,1:15.706,,11,10
132,101,34,1:16.361,1:15.906,,12,15
132,103,33,1:16.458,1:15.992,,13,15
132,109,11,1:16.524,1:16.200,,14,12
132,104,34,1:16.015,1:16.381,,15,14
132,83,3,1:16.626,,,16,6
132,117,3,1:16.834,,,17,9
132,87,28,1:16.854,,,18,8
132,12,33,1:16.917,,,19,7
132,119,11,DNF,,,NC,8
133,106,1,1:11.584,1:10.825,1:10.270,1,26
133,120,2,1:11.500,1:10.756,1:10.424,2,24
133,93,1,1:11.543,1:11.075,1:10.518,3,28
133,108,2,1:11.760,1:10.732,1:10.542,4,27
133,110,22,1:11.492,1:10.929,1:10.543,5,28
133,94,14,1:11.711,1:10.745,1:10.567,6,28
133,57,22,1:11.528,1:11.056,1:10.621,7,28
133,114,35,1:11.852,1:11.106,1:10.858,8,25
133,109,11,1:11.623,1:11.216,1:10.948,9,29
133,104,34,1:11.714,1:10.896,1:11.311,10,30
133,101,34,1:11.887,1:11.285,,11,20
133,70,28,1:11.876,1:11.440,,DQ,20
133,79,35,1:11.785,1:11.482,,12,21
133,103,33,1:11.728,1:11.563,,13,17
133,87,28,1:11.832,1:11.725,,DQ,18
133,12,33,1:12.019,,,14,11
133,119,11,1:12.020,,,15,12
133,75,14,1:12.060,,,16,12
133,83,3,1:12.512,,,17,11
133,117,3,1:13.028,,,18,11
134,110,22,1:13.013,1:11.742,1:12.000,1,26
134,94,14,1:12.360,1:12.549,1:12.000,2,27
134,108,2,1:12.959,1:12.201,1:12.021,3,25
134,120,2,1:12.907,1:12.462,1:12.103,4,29
134,79,35,1:13.240,1:12.572,1:12.178,5,25
134,12,33,1:13.117,1:12.635,1:12.228,6,23
134,57,22,1:12.851,1:11.979,1:12.280,7,26
134,114,35,1:12.748,1:12.303,1:12.414,8,24
134,103,33,1:13.088,1:12.659,1:12.701,9,25
134,109,11,1:12.896,1:12.485,1:12.796,10,26
134,106,1,1:13.107,1:12.691,,11,21
134,93,1,1:13.038,1:12.728,,12,22
134,119,11,1:13.063,1:12.736,,13,22
134,87,28,1:13.217,1:12.916,,14,16
134,104,34,1:13.289,1:12.940,,15,18
134,75,14,1:13.326,,,16,11
134,83,3,1:13.366,,,17,10
134,101,34,1:13.435,,,18,11
134,70,28,1:13.978,,,19,10
134,117,3,1:14.292,,,20,11
135,108,2,1:12.386,1:11.872,1:11.383,1,12
135,94,14,1:12.306,1:11.653,1:11.403,2,12
135,57,22,1:12.143,1:11.792,1:11.701,3,18
135,110,22,1:12.456,1:11.812,1:11.703,4,16
135,106,1,1:12.257,1:12.038,1:11.731,5,12
135,93,1,1:12.403,1:11.874,1:11.736,6,12
135,104,34,1:12.651,1:12.079,1:11.857,7,18
135,75,14,1:12.477,1:12.054,1:12.061,8,18
135,101,34,1:12.691,1:12.109,1:12.125,9,18
135,120,2,1:12.460,1:12.011,DNF,10,16
135,12,33,1:12.505,1:12.128,,11,12
135,83,3,1:12.758,1:12.227,,12,12
135,70,28,1:12.708,1:12.310,,13,12
135,103,33,1:12.881,1:12.372,,14,15
135,117,3,1:12.880,1:12.738,,15,15
135,87,28,1:12.937,,,16,6
135,114,35,1:12.985,,,17,9
135,79,35,1:13.075,,,18,9
135,109,11,1:13.153,,,19,6
135,119,11,1:13.509,,,20,9
136,94,14,1:05.336,1:04.469,1:04.314,1,18
136,108,2,1:05.450,1:05.103,1:04.718,2,20
136,110,22,1:05.585,1:05.016,1:04.840,3,18
136,93,1,1:05.263,1:05.016,1:04.851,4,18
136,57,22,1:05.541,1:05.053,1:04.903,5,18
136,106,1,1:05.509,1:05.104,1:05.044,6,22
136,120,2,1:05.311,1:05.070,1:05.048,7,17
136,75,14,1:05.587,1:05.144,1:05.202,8,21
136,70,28,1:05.596,1:05.262,1:05.385,9,21
136,101,34,1:05.574,1:05.274,1:05.883,10,24
136,79,35,1:05.569,1:05.289,,11,15
136,87,28,1:05.508,1:05.347,,12,15
136,104,34,1:05.598,1:05.359,,13,18
136,114,35,1:05.563,1:05.412,,14,15
136,12,33,1:05.656,1:05.639,,15,15
136,109,11,1:05.736,,,16,9
136,103,33,1:05.819,,,17,9
136,83,3,1:05.847,,,18,9
136,119,11,1:05.856,,,19,9
136,117,3,1:06.061,,,20,9
137,110,22,1:30.106,1:26.723,1:25.819,1,26
137,57,22,1:29.547,1:26.770,1:25.990,2,25
137,108,2,1:31.596,1:26.559,1:26.030,3,22
137,94,14,1:31.342,1:26.796,1:26.203,4,24
137,120,2,1:30.895,1:26.733,1:26.237,5,24
137,70,28,1:31.929,1:26.847,1:26.338,6,17
137,93,1,1:30.557,1:26.843,1:26.509,7,24
137,103,33,1:31.410,1:26.938,1:26.585,8,24
137,109,11,1:31.135,1:26.933,1:26.640,9,23
137,12,33,1:31.264,1:26.730,1:26.917,10,24
137,106,1,1:30.496,1:27.097,,11,18
137,119,11,1:31.608,1:27.175,,12,20
137,114,35,1:30.994,1:27.269,,13,17
137,117,3,1:31.190,1:27.867,,14,22
137,79,35,1:31.291,1:27.949,,15,18
137,83,3,1:32.431,,,16,11
137,87,28,1:32.905,,,17,6
137,101,34,1:34.557,,,18,11
137,75,14,1:38.348,,,19,5
137,104,34,1:39.804,,,20,7
138,108,2,1:17.755,1:15.540,1:15.227,1,22
138,120,2,1:17.504,1:15.785,1:15.249,2,21
138,94,14,1:17.087,1:15.770,1:15.273,3,21
138,93,1,1:17.244,1:15.885,1:15.696,4,26
138,57,22,1:17.087,1:16.307,1:15.854,5,24
138,106,1,1:17.437,1:15.891,1:15.905,6,22
138,12,33,1:17.624,1:16.117,1:16.043,7,18
138,103,33,1:17.405,1:16.075,1:16.244,8,22
138,79,35,1:17.050,1:16.202,1:16.447,9,20
138,114,35,1:17.436,1:16.121,1:16.477,10,20
138,70,28,1:17.362,1:16.317,,11,16
138,83,3,1:17.487,1:16.384,,12,19
138,109,11,1:17.280,1:16.429,,13,16
138,119,11,1:17.770,1:16.543,,14,13
138,87,28,1:17.851,1:16.548,,15,15
138,75,14,1:17.886,,,16,6
138,110,22,1:17.968,,,17,9
138,117,3,1:18.037,,,18,12
138,101,34,1:18.049,,,19,6
138,104,34,1:18.166,,,20,6
139,94,14,1:54.938,1:53.837,1:53.159,1,21
139,106,1,1:55.349,1:54.193,1:53.754,2,22
139,75,14,1:55.139,1:54.470,1:53.765,3,21
139,57,22,1:55.692,1:54.037,1:53.835,4,22
139,108,2,1:55.582,1:54.358,1:53.981,5,24
139,120,2,1:54.835,1:54.136,1:54.027,6,23
139,110,22,1:55.353,1:54.095,1:54.184,7,22
139,93,1,1:55.169,1:54.112,1:54.477,8,23
139,12,33,1:55.489,1:54.258,1:54.765,9,23
139,101,34,1:55.417,1:54.460,1:54.810,10,23
139,109,11,1:55.722,1:54.473,,11,16
139,104,34,1:54.911,1:54.635,,12,17
139,79,35,1:55.451,1:54.682,,13,14
139,83,3,1:55.531,1:54.764,,14,17
139,103,33,1:56.072,1:55.716,,15,17
139,70,28,1:56.308,,,16,9
139,87,28,1:56.500,,,17,9
139,114,35,1:56.593,,,18,8
139,119,11,1:57.230,,,19,8
139,117,3,1:57.775,,,20,9
140,108,2,1:11.377,1:10.496,1:09.673,1,14
140,94,14,1:11.393,1:10.811,1:10.029,2,14
140,120,2,1:11.541,1:10.505,1:10.172,3,16
140,110,22,1:11.049,1:10.552,1:10.244,4,18
140,75,14,1:11.006,1:10.678,1:10.416,5,17
140,106,1,1:11.370,1:10.689,1:10.582,6,24
140,12,33,1:11.493,1:10.845,1:10.633,7,16
140,109,11,,,,DQ,0
140,103,33,1:11.518,1:10.661,1:10.857,8,19
140,104,34,1:11.718,1:10.815,1:10.977,9,20
140,93,1,1:11.327,1:10.914,,10,18
140,57,22,1:11.375,1:10.948,,11,13
140,114,35,1:11.603,1:10.955,,12,15
140,70,28,1:11.832,1:11.215,,13,17
140,87,28,1:11.630,1:11.295,,14,15
140,79,35,1:11.943,,,15,9
140,101,34,1:11.995,,,16,9
140,83,3,1:12.168,,,17,9
140,117,3,1:13.261,,,18,9
141,108,2,1:19.911,1:19.727,1:19.327,1,12
141,120,2,1:20.076,1:19.808,1:19.436,2,19
141,110,22,1:20.169,1:19.877,1:19.440,3,18
141,106,1,1:20.074,1:20.007,1:19.461,4,21
141,93,1,1:20.149,1:19.799,1:19.467,5,18
141,57,22,1:20.477,1:19.641,1:19.513,6,18
141,94,14,1:20.226,1:19.662,1:20.022,7,18
141,75,14,1:20.598,1:20.216,1:20.062,8,17
141,109,11,1:20.542,1:20.314,1:20.299,9,18
141,70,28,1:20.781,1:20.411,1:20.339,10,18
141,12,33,1:20.617,1:20.421,,11,11
141,79,35,1:20.901,1:20.479,,12,12
141,87,28,1:20.856,1:20.698,,13,11
141,104,34,1:20.748,1:20.738,,14,16
141,101,34,1:20.764,1:20.766,,15,16
141,114,35,1:20.945,,,16,6
141,103,33,1:21.013,,,17,6
141,123,11,1:21.061,,,18,6
141,83,3,1:21.101,,,19,6
141,117,3,1:21.445,,,20,9
142,106,1,1:42.775,1:42.056,1:41.365,1,20
142,120,2,1:43.033,1:42.598,1:41.686,2,19
142,93,1,1:43.357,1:42.503,1:41.805,3,23
142,75,14,1:43.213,1:42.263,1:41.813,4,15
142,110,22,1:43.139,1:42.329,1:41.874,5,20
142,94,14,1:43.097,1:42.042,1:42.023,6,20
142,57,22,1:43.089,1:42.765,1:42.289,7,22
