date,driver_id,team_id,position,driver_name,points,year,round,position_status
2009-06-07,6,1,9,Kimi Räikkönen,0.0,2009,7,CLAS
2009-06-07,12,13,10,Fernando Alonso,0.0,2009,7,CLAS
2009-06-07,4,3,11,Nick Heidfeld,0.0,2009,7,CLAS
2009-06-07,62,11,12,Kazuki Nakajima,0.0,2009,7,CLAS
2009-06-07,57,2,13,Lewis Hamilton,0.0,2009,7,CLAS
2009-06-07,58,2,14,Heikki Kovalainen,0.0,2009,7,CLAS
2009-06-07,65,16,15,Sebastien Buemi,0.0,2009,7,CLAS
2009-06-07,64,13,16,Nelson Piquet,0.0,2009,7,CLAS
2009-06-07,59,20,17,Adrian Sutil,0.0,2009,7,CLAS
2009-06-07,63,16,18,Sebastien Bourdais,0.0,2009,7,CLAS
2009-06-07,3,21,19,Rubens Barrichello,0.0,2009,7,NC
2009-06-07,13,20,20,Giancarlo Fisichella,0.0,2009,7,NC
2009-06-21,60,14,1,Sebastian Vettel,10.0,2009,8,CLAS
2009-06-21,27,14,2,Mark Webber,8.0,2009,8,CLAS
2009-06-21,3,21,3,Rubens Barrichello,6.0,2009,8,CLAS
2009-06-21,30,1,4,Felipe Massa,5.0,2009,8,CLAS
2009-06-21,51,11,5,Nico Rosberg,4.0,2009,8,CLAS
2009-06-21,14,21,6,Jenson Button,3.0,2009,8,CLAS
2009-06-21,16,12,7,Jarno Trulli,2.0,2009,8,CLAS
2009-06-21,6,1,8,Kimi Räikkönen,1.0,2009,8,CLAS
2009-06-21,43,12,9,Timo Glock,0.0,2009,8,CLAS
2009-06-21,13,20,10,Giancarlo Fisichella,0.0,2009,8,CLAS
2009-06-21,62,11,11,Kazuki Nakajima,0.0,2009,8,CLAS
2009-06-21,64,13,12,Nelson Piquet,0.0,2009,8,CLAS
2009-06-21,56,3,13,Robert Kubica,0.0,2009,8,CLAS
2009-06-21,12,13,14,Fernando Alonso,0.0,2009,8,CLAS
2009-06-21,4,3,15,Nick Heidfeld,0.0,2009,8,CLAS
2009-06-21,57,2,16,Lewis Hamilton,0.0,2009,8,CLAS
2009-06-21,59,20,17,Adrian Sutil,0.0,2009,8,CLAS
2009-06-21,65,16,18,Sebastien Buemi,0.0,2009,8,CLAS
2009-06-21,63,16,19,Sebastien Bourdais,0.0,2009,8,NC
2009-06-21,58,2,20,Heikki Kovalainen,0.0,2009,8,NC
2009-07-12,27,14,1,Mark Webber,10.0,2009,9,CLAS
2009-07-12,60,14,2,Sebastian Vettel,8.0,2009,9,CLAS
2009-07-12,30,1,3,Felipe Massa,6.0,2009,9,CLAS
2009-07-12,51,11,4,Nico Rosberg,5.0,2009,9,CLAS
2009-07-12,14,21,5,Jenson Button,4.0,2009,9,CLAS
2009-07-12,3,21,6,Rubens Barrichello,3.0,2009,9,CLAS
2009-07-12,12,13,7,Fernando Alonso,2.0,2009,9,CLAS
2009-07-12,58,2,8,Heikki Kovalainen,1.0,2009,9,CLAS
2009-07-12,43,12,9,Timo Glock,0.0,2009,9,CLAS
2009-07-12,4,3,10,Nick Heidfeld,0.0,2009,9,CLAS
2009-07-12,13,20,11,Giancarlo Fisichella,0.0,2009,9,CLAS
2009-07-12,62,11,12,Kazuki Nakajima,0.0,2009,9,CLAS
2009-07-12,64,13,13,Nelson Piquet,0.0,2009,9,CLAS
2009-07-12,56,3,14,Robert Kubica,0.0,2009,9,CLAS
2009-07-12,59,20,15,Adrian Sutil,0.0,2009,9,CLAS
2009-07-12,65,16,16,Sebastien Buemi,0.0,2009,9,CLAS
2009-07-12,16,12,17,Jarno Trulli,0.0,2009,9,CLAS
2009-07-12,57,2,18,Lewis Hamilton,0.0,2009,9,CLAS
2009-07-12,6,1,19,Kimi Räikkönen,0.0,2009,9,NC
2009-07-12,63,16,20,Sebastien Bourdais,0.0,2009,9,NC
2009-07-26,57,2,1,Lewis Hamilton,10.0,2009,10,CLAS
2009-07-26,6,1,2,Kimi Räikkönen,8.0,2009,10,CLAS
2009-07-26,27,14,3,Mark Webber,6.0,2009,10,CLAS
2009-07-26,51,11,4,Nico Rosberg,5.0,2009,10,CLAS
2009-07-26,58,2,5,Heikki Kovalainen,4.0,2009,10,CLAS
2009-07-26,43,12,6,Timo Glock,3.0,2009,10,CLAS
2009-07-26,14,21,7,Jenson Button,2.0,2009,10,CLAS
2009-07-26,16,12,8,Jarno Trulli,1.0,2009,10,CLAS
2009-07-26,62,11,9,Kazuki Nakajima,0.0,2009,10,CLAS
2009-07-26,3,21,10,Rubens Barrichello,0.0,2009,10,CLAS
2009-07-26,4,3,11,Nick Heidfeld,0.0,2009,10,CLAS
2009-07-26,64,13,12,Nelson Piquet,0.0,2009,10,CLAS
2009-07-26,56,3,13,Robert Kubica,0.0,2009,10,CLAS
2009-07-26,13,20,14,Giancarlo Fisichella,0.0,2009,10,CLAS
2009-07-26,66,16,15,Jaime Alguersuari,0.0,2009,10,CLAS
2009-07-26,65,16,16,Sebastien Buemi,0.0,2009,10,CLAS
2009-07-26,60,14,17,Sebastian Vettel,0.0,2009,10,NC
2009-07-26,12,13,18,Fernando Alonso,0.0,2009,10,NC
2009-07-26,59,20,19,Adrian Sutil,0.0,2009,10,NC
2009-08-23,3,21,1,Rubens Barrichello,10.0,2009,11,CLAS
2009-08-23,57,2,2,Lewis Hamilton,8.0,2009,11,CLAS
2009-08-23,6,1,3,Kimi Räikkönen,6.0,2009,11,CLAS
2009-08-23,58,2,4,Heikki Kovalainen,5.0,2009,11,CLAS
2009-08-23,51,11,5,Nico Rosberg,4.0,2009,11,CLAS
2009-08-23,12,13,6,Fernando Alonso,3.0,2009,11,CLAS
2009-08-23,14,21,7,Jenson Button,2.0,2009,11,CLAS
2009-08-23,56,3,8,Robert Kubica,1.0,2009,11,CLAS
2009-08-23,27,14,9,Mark Webber,0.0,2009,11,CLAS
2009-08-23,59,20,10,Adrian Sutil,0.0,2009,11,CLAS
2009-08-23,4,3,11,Nick Heidfeld,0.0,2009,11,CLAS
2009-08-23,13,20,12,Giancarlo Fisichella,0.0,2009,11,CLAS
2009-08-23,16,12,13,Jarno Trulli,0.0,2009,11,CLAS
2009-08-23,43,12,14,Timo Glock,0.0,2009,11,CLAS
2009-08-23,67,13,15,Romain Grosjean,0.0,2009,11,CLAS
2009-08-23,66,16,16,Jaime Alguersuari,0.0,2009,11,CLAS
2009-08-23,68,1,17,Luca Badoer,0.0,2009,11,CLAS
2009-08-23,62,11,18,Kazuki Nakajima,0.0,2009,11,CLAS
2009-08-23,65,16,19,Sebastien Buemi,0.0,2009,11,NC
2009-08-23,60,14,20,Sebastian Vettel,0.0,2009,11,NC
2009-08-30,6,1,1,Kimi Räikkönen,10.0,2009,12,CLAS
2009-08-30,13,20,2,Giancarlo Fisichella,8.0,2009,12,CLAS
2009-08-30,60,14,3,Sebastian Vettel,6.0,2009,12,CLAS
2009-08-30,56,3,4,Robert Kubica,5.0,2009,12,CLAS
2009-08-30,4,3,5,Nick Heidfeld,4.0,2009,12,CLAS
2009-08-30,58,2,6,Heikki Kovalainen,3.0,2009,12,CLAS
2009-08-30,3,21,7,Rubens Barrichello,2.0,2009,12,CLAS
2009-08-30,51,11,8,Nico Rosberg,1.0,2009,12,CLAS
2009-08-30,27,14,9,Mark Webber,0.0,2009,12,CLAS
2009-08-30,43,12,10,Timo Glock,0.0,2009,12,CLAS
2009-08-30,59,20,11,Adrian Sutil,0.0,2009,12,CLAS
2009-08-30,65,16,12,Sebastien Buemi,0.0,2009,12,CLAS
2009-08-30,62,11,13,Kazuki Nakajima,0.0,2009,12,CLAS
2009-08-30,68,1,14,Luca Badoer,0.0,2009,12,CLAS
2009-08-30,12,13,15,Fernando Alonso,0.0,2009,12,NC
2009-08-30,16,12,16,Jarno Trulli,0.0,2009,12,NC
2009-08-30,57,2,17,Lewis Hamilton,0.0,2009,12,NC
2009-08-30,14,21,18,Jenson Button,0.0,2009,12,NC
2009-08-30,66,16,19,Jaime Alguersuari,0.0,2009,12,NC
2009-08-30,67,13,20,Romain Grosjean,0.0,2009,12,NC
2009-09-13,3,21,1,Rubens Barrichello,10.0,2009,13,CLAS
2009-09-13,14,21,2,Jenson Button,8.0,2009,13,CLAS
2009-09-13,6,1,3,Kimi Räikkönen,6.0,2009,13,CLAS
2009-09-13,59,20,4,Adrian Sutil,5.0,2009,13,CLAS
2009-09-13,12,13,5,Fernando Alonso,4.0,2009,13,CLAS
2009-09-13,58,2,6,Heikki Kovalainen,3.0,2009,13,CLAS
2009-09-13,4,3,7,Nick Heidfeld,2.0,2009,13,CLAS
2009-09-13,60,14,8,Sebastian Vettel,1.0,2009,13,CLAS
2009-09-13,13,1,9,Giancarlo Fisichella,0.0,2009,13,CLAS
2009-09-13,62,11,10,Kazuki Nakajima,0.0,2009,13,CLAS
2009-09-13,43,12,11,Timo Glock,0.0,2009,13,CLAS
2009-09-13,57,2,12,Lewis Hamilton,0.0,2009,13,CLAS
2009-09-13,65,16,13,Sebastien Buemi,0.0,2009,13,CLAS
2009-09-13,16,12,14,Jarno Trulli,0.0,2009,13,CLAS
2009-09-13,67,13,15,Romain Grosjean,0.0,2009,13,CLAS
2009-09-13,51,11,16,Nico Rosberg,0.0,2009,13,CLAS
2009-09-13,49,20,17,Vitantonio Liuzzi,0.0,2009,13,NC
2009-09-13,66,16,18,Jaime Alguersuari,0.0,2009,13,NC
2009-09-13,56,3,19,Robert Kubica,0.0,2009,13,NC
2009-09-13,27,14,20,Mark Webber,0.0,2009,13,NC
2009-09-27,57,2,1,Lewis Hamilton,10.0,2009,14,CLAS
2009-09-27,43,12,2,Timo Glock,8.0,2009,14,CLAS
2009-09-27,12,13,3,Fernando Alonso,6.0,2009,14,CLAS
2009-09-27,60,14,4,Sebastian Vettel,5.0,2009,14,CLAS
2009-09-27,14,21,5,Jenson Button,4.0,2009,14,CLAS
2009-09-27,3,21,6,Rubens Barrichello,3.0,2009,14,CLAS
2009-09-27,58,2,7,Heikki Kovalainen,2.0,2009,14,CLAS
2009-09-27,56,3,8,Robert Kubica,1.0,2009,14,CLAS
2009-09-27,62,11,9,Kazuki Nakajima,0.0,2009,14,CLAS
2009-09-27,6,1,10,Kimi Räikkönen,0.0,2009,14,CLAS
2009-09-27,51,11,11,Nico Rosberg,0.0,2009,14,CLAS
2009-09-27,16,12,12,Jarno Trulli,0.0,2009,14,CLAS
2009-09-27,13,1,13,Giancarlo Fisichella,0.0,2009,14,CLAS
2009-09-27,49,20,14,Vitantonio Liuzzi,0.0,2009,14,CLAS
2009-09-27,66,16,15,Jaime Alguersuari,0.0,2009,14,NC
2009-09-27,65,16,16,Sebastien Buemi,0.0,2009,14,NC
2009-09-27,27,14,17,Mark Webber,0.0,2009,14,NC
2009-09-27,59,20,18,Adrian Sutil,0.0,2009,14,NC
2009-09-27,4,3,19,Nick Heidfeld,0.0,2009,14,NC
2009-09-27,67,13,20,Romain Grosjean,0.0,2009,14,NC
2009-10-04,60,14,1,Sebastian Vettel,10.0,2009,15,CLAS
2009-10-04,16,12,2,Jarno Trulli,8.0,2009,15,CLAS
2009-10-04,57,2,3,Lewis Hamilton,6.0,2009,15,CLAS
2009-10-04,6,1,4,Kimi Räikkönen,5.0,2009,15,CLAS
2009-10-04,51,11,5,Nico Rosberg,4.0,2009,15,CLAS
2009-10-04,4,3,6,Nick Heidfeld,3.0,2009,15,CLAS
2009-10-04,3,21,7,Rubens Barrichello,2.0,2009,15,CLAS
2009-10-04,14,21,8,Jenson Button,1.0,2009,15,CLAS
2009-10-04,56,3,9,Robert Kubica,0.0,2009,15,CLAS
2009-10-04,12,13,10,Fernando Alonso,0.0,2009,15,CLAS
2009-10-04,58,2,11,Heikki Kovalainen,0.0,2009,15,CLAS
2009-10-04,13,1,12,Giancarlo Fisichella,0.0,2009,15,CLAS
2009-10-04,59,20,13,Adrian Sutil,0.0,2009,15,CLAS
2009-10-04,49,20,14,Vitantonio Liuzzi,0.0,2009,15,CLAS
2009-10-04,62,11,15,Kazuki Nakajima,0.0,2009,15,CLAS
2009-10-04,67,13,16,Romain Grosjean,0.0,2009,15,CLAS
2009-10-04,27,14,17,Mark Webber,0.0,2009,15,CLAS
2009-10-04,66,16,18,Jaime Alguersuari,0.0,2009,15,NC
2009-10-04,65,16,19,Sebastien Buemi,0.0,2009,15,NC
2009-10-18,27,14,1,Mark Webber,10.0,2009,16,CLAS
2009-10-18,56,3,2,Robert Kubica,8.0,2009,16,CLAS
2009-10-18,57,2,3,Lewis Hamilton,6.0,2009,16,CLAS
2009-10-18,60,14,4,Sebastian Vettel,5.0,2009,16,CLAS
2009-10-18,14,21,5,Jenson Button,4.0,2009,16,CLAS
2009-10-18,6,1,6,Kimi Räikkönen,3.0,2009,16,CLAS
2009-10-18,65,16,7,Sebastien Buemi,2.0,2009,16,CLAS
2009-10-18,3,21,8,Rubens Barrichello,1.0,2009,16,CLAS
2009-10-18,69,12,9,Kamui Kobayashi,0.0,2009,16,CLAS
2009-10-18,13,1,10,Giancarlo Fisichella,0.0,2009,16,CLAS
2009-10-18,49,20,11,Vitantonio Liuzzi,0.0,2009,16,CLAS
2009-10-18,58,2,12,Heikki Kovalainen,0.0,2009,16,CLAS
2009-10-18,67,13,13,Romain Grosjean,0.0,2009,16,CLAS
2009-10-18,66,16,14,Jaime Alguersuari,0.0,2009,16,CLAS
2009-10-18,62,11,15,Kazuki Nakajima,0.0,2009,16,NC
2009-10-18,51,11,16,Nico Rosberg,0.0,2009,16,NC
2009-10-18,4,3,17,Nick Heidfeld,0.0,2009,16,NC
2009-10-18,59,20,18,Adrian Sutil,0.0,2009,16,NC
2009-10-18,16,12,19,Jarno Trulli,0.0,2009,16,NC
2009-10-18,12,13,20,Fernando Alonso,0.0,2009,16,NC
2009-11-01,60,14,1,Sebastian Vettel,10.0,2009,17,CLAS
2009-11-01,27,14,2,Mark Webber,8.0,2009,17,CLAS
2009-11-01,14,21,3,Jenson Button,6.0,2009,17,CLAS
2009-11-01,3,21,4,Rubens Barrichello,5.0,2009,17,CLAS
2009-11-01,4,3,5,Nick Heidfeld,4.0,2009,17,CLAS
2009-11-01,69,12,6,Kamui Kobayashi,3.0,2009,17,CLAS
2009-11-01,16,12,7,Jarno Trulli,2.0,2009,17,CLAS
2009-11-01,65,16,8,Sebastien Buemi,1.0,2009,17,CLAS
2009-11-01,51,11,9,Nico Rosberg,0.0,2009,17,CLAS
2009-11-01,56,3,10,Robert Kubica,0.0,2009,17,CLAS
2009-11-01,58,2,11,Heikki Kovalainen,0.0,2009,17,CLAS
2009-11-01,6,1,12,Kimi Räikkönen,0.0,2009,17,CLAS
2009-11-01,62,11,13,Kazuki Nakajima,0.0,2009,17,CLAS
2009-11-01,12,13,14,Fernando Alonso,0.0,2009,17,CLAS
2009-11-01,49,20,15,Vitantonio Liuzzi,0.0,2009,17,CLAS
2009-11-01,13,1,16,Giancarlo Fisichella,0.0,2009,17,CLAS
2009-11-01,59,20,17,Adrian Sutil,0.0,2009,17,CLAS
2009-11-01,67,13,18,Romain Grosjean,0.0,2009,17,CLAS
2009-11-01,57,2,19,Lewis Hamilton,0.0,2009,17,NC
2009-11-01,66,16,20,Jaime Alguersuari,0.0,2009,17,NC
2010-03-14,12,1,1,Fernando Alonso,25.0,2010,1,CLAS
2010-03-14,30,1,2,Felipe Massa,18.0,2010,1,CLAS
2010-03-14,57,2,3,Lewis Hamilton,15.0,2010,1,CLAS
2010-03-14,60,14,4,Sebastian Vettel,12.0,2010,1,CLAS
2010-03-14,51,22,5,Nico Rosberg,10.0,2010,1,CLAS
2010-03-14,1,22,6,Michael Schumacher,8.0,2010,1,CLAS
2010-03-14,14,2,7,Jenson Button,6.0,2010,1,CLAS
2010-03-14,27,14,8,Mark Webber,4.0,2010,1,CLAS
2010-03-14,49,20,9,Vitantonio Liuzzi,2.0,2010,1,CLAS
2010-03-14,3,11,10,Rubens Barrichello,1.0,2010,1,CLAS
2010-03-14,56,13,11,Robert Kubica,0.0,2010,1,CLAS
2010-03-14,59,20,12,Adrian Sutil,0.0,2010,1,CLAS
2010-03-14,66,16,13,Jaime Alguersuari,0.0,2010,1,CLAS
2010-03-14,70,11,14,Nico Hulkenberg,0.0,2010,1,CLAS
2010-03-14,58,23,15,Heikki Kovalainen,0.0,2010,1,CLAS
2010-03-14,65,16,16,Sebastien Buemi,0.0,2010,1,CLAS
2010-03-14,16,23,17,Jarno Trulli,0.0,2010,1,CLAS
2010-03-14,23,3,18,Pedro de la Rosa,0.0,2010,1,NC
2010-03-14,71,24,19,Bruno Senna,0.0,2010,1,NC
2010-03-14,43,25,20,Timo Glock,0.0,2010,1,NC
2010-03-14,72,13,21,Vitaly Petrov,0.0,2010,1,NC
2010-03-14,69,3,22,Kamui Kobayashi,0.0,2010,1,NC
2010-03-14,73,25,23,Lucas di Grassi,0.0,2010,1,NC
2010-03-14,74,24,24,Karun Chandhok,0.0,2010,1,NC
2010-03-28,14,2,1,Jenson Button,25.0,2010,2,CLAS
2010-03-28,56,13,2,Robert Kubica,18.0,2010,2,CLAS
2010-03-28,30,1,3,Felipe Massa,15.0,2010,2,CLAS
2010-03-28,12,1,4,Fernando Alonso,12.0,2010,2,CLAS
2010-03-28,51,22,5,Nico Rosberg,10.0,2010,2,CLAS
2010-03-28,57,2,6,Lewis Hamilton,8.0,2010,2,CLAS
2010-03-28,49,20,7,Vitantonio Liuzzi,6.0,2010,2,CLAS
2010-03-28,3,11,8,Rubens Barrichello,4.0,2010,2,CLAS
2010-03-28,27,14,9,Mark Webber,2.0,2010,2,CLAS
2010-03-28,1,22,10,Michael Schumacher,1.0,2010,2,CLAS
2010-03-28,66,16,11,Jaime Alguersuari,0.0,2010,2,CLAS
2010-03-28,23,3,12,Pedro de la Rosa,0.0,2010,2,CLAS
2010-03-28,58,23,13,Heikki Kovalainen,0.0,2010,2,CLAS
2010-03-28,74,24,14,Karun Chandhok,0.0,2010,2,CLAS
2010-03-28,43,25,15,Timo Glock,0.0,2010,2,NC
2010-03-28,73,25,16,Lucas di Grassi,0.0,2010,2,NC
2010-03-28,60,14,17,Sebastian Vettel,0.0,2010,2,NC
2010-03-28,59,20,18,Adrian Sutil,0.0,2010,2,NC
2010-03-28,72,13,19,Vitaly Petrov,0.0,2010,2,NC
2010-03-28,71,24,20,Bruno Senna,0.0,2010,2,NC
2010-03-28,65,16,21,Sebastien Buemi,0.0,2010,2,NC
2010-03-28,70,11,22,Nico Hulkenberg,0.0,2010,2,NC
2010-03-28,69,3,23,Kamui Kobayashi,0.0,2010,2,NC
2010-03-28,16,23,24,Jarno Trulli,0.0,2010,2,NC
2010-04-04,60,14,1,Sebastian Vettel,25.0,2010,3,CLAS
2010-04-04,27,14,2,Mark Webber,18.0,2010,3,CLAS
2010-04-04,51,22,3,Nico Rosberg,15.0,2010,3,CLAS
2010-04-04,56,13,4,Robert Kubica,12.0,2010,3,CLAS
2010-04-04,59,20,5,Adrian Sutil,10.0,2010,3,CLAS
2010-04-04,57,2,6,Lewis Hamilton,8.0,2010,3,CLAS
2010-04-04,30,1,7,Felipe Massa,6.0,2010,3,CLAS
2010-04-04,14,2,8,Jenson Button,4.0,2010,3,CLAS
2010-04-04,66,16,9,Jaime Alguersuari,2.0,2010,3,CLAS
2010-04-04,70,11,10,Nico Hulkenberg,1.0,2010,3,CLAS
2010-04-04,65,16,11,Sebastien Buemi,0.0,2010,3,CLAS
2010-04-04,3,11,12,Rubens Barrichello,0.0,2010,3,CLAS
2010-04-04,12,1,13,Fernando Alonso,0.0,2010,3,CLAS
2010-04-04,73,25,14,Lucas di Grassi,0.0,2010,3,CLAS
2010-04-04,74,24,15,Karun Chandhok,0.0,2010,3,CLAS
2010-04-04,71,24,16,Bruno Senna,0.0,2010,3,CLAS
2010-04-04,16,23,17,Jarno Trulli,0.0,2010,3,CLAS
2010-04-04,58,23,18,Heikki Kovalainen,0.0,2010,3,NC
2010-04-04,72,13,19,Vitaly Petrov,0.0,2010,3,NC
2010-04-04,49,20,20,Vitantonio Liuzzi,0.0,2010,3,NC
2010-04-04,1,22,21,Michael Schumacher,0.0,2010,3,NC
2010-04-04,69,3,22,Kamui Kobayashi,0.0,2010,3,NC
2010-04-04,43,25,23,Timo Glock,0.0,2010,3,NC
2010-04-04,23,3,24,Pedro de la Rosa,0.0,2010,3,NC
2010-04-18,14,2,1,Jenson Button,25.0,2010,4,CLAS
2010-04-18,57,2,2,Lewis Hamilton,18.0,2010,4,CLAS
2010-04-18,51,22,3,Nico Rosberg,15.0,2010,4,CLAS
2010-04-18,12,1,4,Fernando Alonso,12.0,2010,4,CLAS
2010-04-18,56,13,5,Robert Kubica,10.0,2010,4,CLAS
2010-04-18,60,14,6,Sebastian Vettel,8.0,2010,4,CLAS
2010-04-18,72,13,7,Vitaly Petrov,6.0,2010,4,CLAS
2010-04-18,27,14,8,Mark Webber,4.0,2010,4,CLAS
2010-04-18,30,1,9,Felipe Massa,2.0,2010,4,CLAS
2010-04-18,1,22,10,Michael Schumacher,1.0,2010,4,CLAS
2010-04-18,59,20,11,Adrian Sutil,0.0,2010,4,CLAS
2010-04-18,3,11,12,Rubens Barrichello,0.0,2010,4,CLAS
2010-04-18,66,16,13,Jaime Alguersuari,0.0,2010,4,CLAS
2010-04-18,58,23,14,Heikki Kovalainen,0.0,2010,4,CLAS
2010-04-18,70,11,15,Nico Hulkenberg,0.0,2010,4,CLAS
2010-04-18,71,24,16,Bruno Senna,0.0,2010,4,CLAS
2010-04-18,74,24,17,Karun Chandhok,0.0,2010,4,CLAS
2010-04-18,16,23,18,Jarno Trulli,0.0,2010,4,NC
2010-04-18,73,25,19,Lucas di Grassi,0.0,2010,4,NC
2010-04-18,23,3,20,Pedro de la Rosa,0.0,2010,4,NC
2010-04-18,65,16,21,Sebastien Buemi,0.0,2010,4,NC
2010-04-18,69,3,22,Kamui Kobayashi,0.0,2010,4,NC
2010-04-18,49,20,23,Vitantonio Liuzzi,0.0,2010,4,NC
2010-04-18,43,25,24,Timo Glock,0.0,2010,4,NC
2010-05-09,27,14,1,Mark Webber,25.0,2010,5,CLAS
2010-05-09,12,1,2,Fernando Alonso,18.0,2010,5,CLAS
2010-05-09,60,14,3,Sebastian Vettel,15.0,2010,5,CLAS
2010-05-09,1,22,4,Michael Schumacher,12.0,2010,5,CLAS
2010-05-09,14,2,5,Jenson Button,10.0,2010,5,CLAS
2010-05-09,30,1,6,Felipe Massa,8.0,2010,5,CLAS
2010-05-09,59,20,7,Adrian Sutil,6.0,2010,5,CLAS
2010-05-09,56,13,8,Robert Kubica,4.0,2010,5,CLAS
2010-05-09,3,11,9,Rubens Barrichello,2.0,2010,5,CLAS
2010-05-09,66,16,10,Jaime Alguersuari,1.0,2010,5,CLAS
2010-05-09,72,13,11,Vitaly Petrov,0.0,2010,5,CLAS
2010-05-09,69,3,12,Kamui Kobayashi,0.0,2010,5,CLAS
2010-05-09,51,22,13,Nico Rosberg,0.0,2010,5,CLAS
2010-05-09,57,2,14,Lewis Hamilton,0.0,2010,5,CLAS
2010-05-09,49,20,15,Vitantonio Liuzzi,0.0,2010,5,CLAS
2010-05-09,70,11,16,Nico Hulkenberg,0.0,2010,5,CLAS
2010-05-09,16,23,17,Jarno Trulli,0.0,2010,5,CLAS
2010-05-09,43,25,18,Timo Glock,0.0,2010,5,CLAS
2010-05-09,73,25,19,Lucas di Grassi,0.0,2010,5,CLAS
2010-05-09,65,16,20,Sebastien Buemi,0.0,2010,5,NC
2010-05-09,74,24,21,Karun Chandhok,0.0,2010,5,NC
2010-05-09,23,3,22,Pedro de la Rosa,0.0,2010,5,NC
2010-05-09,71,24,23,Bruno Senna,0.0,2010,5,NC
2010-05-09,58,23,24,Heikki Kovalainen,0.0,2010,5,NC
2010-05-16,27,14,1,Mark Webber,25.0,2010,6,CLAS
2010-05-16,60,14,2,Sebastian Vettel,18.0,2010,6,CLAS
2010-05-16,56,13,3,Robert Kubica,15.0,2010,6,CLAS
2010-05-16,30,1,4,Felipe Massa,12.0,2010,6,CLAS
2010-05-16,57,2,5,Lewis Hamilton,10.0,2010,6,CLAS
2010-05-16,12,1,6,Fernando Alonso,8.0,2010,6,CLAS
2010-05-16,51,22,7,Nico Rosberg,6.0,2010,6,CLAS
2010-05-16,59,20,8,Adrian Sutil,4.0,2010,6,CLAS
2010-05-16,49,20,9,Vitantonio Liuzzi,2.0,2010,6,CLAS
2010-05-16,65,16,10,Sebastien Buemi,1.0,2010,6,CLAS
2010-05-16,66,16,11,Jaime Alguersuari,0.0,2010,6,CLAS
2010-05-16,1,22,12,Michael Schumacher,0.0,2010,6,CLAS
2010-05-16,72,13,13,Vitaly Petrov,0.0,2010,6,CLAS
2010-05-16,74,24,14,Karun Chandhok,0.0,2010,6,CLAS
2010-05-16,16,23,15,Jarno Trulli,0.0,2010,6,CLAS
2010-05-16,58,23,16,Heikki Kovalainen,0.0,2010,6,NC
2010-05-16,71,24,17,Bruno Senna,0.0,2010,6,NC
2010-05-16,3,11,18,Rubens Barrichello,0.0,2010,6,NC
2010-05-16,69,3,19,Kamui Kobayashi,0.0,2010,6,NC
2010-05-16,73,25,20,Lucas di Grassi,0.0,2010,6,NC
2010-05-16,43,25,21,Timo Glock,0.0,2010,6,NC
2010-05-16,23,3,22,Pedro de la Rosa,0.0,2010,6,NC
2010-05-16,14,2,23,Jenson Button,0.0,2010,6,NC
2010-05-16,70,11,24,Nico Hulkenberg,0.0,2010,6,NC
2010-05-30,57,2,1,Lewis Hamilton,25.0,2010,7,CLAS
2010-05-30,14,2,2,Jenson Button,18.0,2010,7,CLAS
2010-05-30,27,14,3,Mark Webber,15.0,2010,7,CLAS
2010-05-30,1,22,4,Michael Schumacher,12.0,2010,7,CLAS
2010-05-30,51,22,5,Nico Rosberg,10.0,2010,7,CLAS
2010-05-30,56,13,6,Robert Kubica,8.0,2010,7,CLAS
2010-05-30,30,1,7,Felipe Massa,6.0,2010,7,CLAS
2010-05-30,12,1,8,Fernando Alonso,4.0,2010,7,CLAS
2010-05-30,59,20,9,Adrian Sutil,2.0,2010,7,CLAS
2010-05-30,69,3,10,Kamui Kobayashi,1.0,2010,7,CLAS
2010-05-30,23,3,11,Pedro de la Rosa,0.0,2010,7,CLAS
2010-05-30,66,16,12,Jaime Alguersuari,0.0,2010,7,CLAS
2010-05-30,49,20,13,Vitantonio Liuzzi,0.0,2010,7,CLAS
2010-05-30,3,11,14,Rubens Barrichello,0.0,2010,7,CLAS
2010-05-30,72,13,15,Vitaly Petrov,0.0,2010,7,CLAS
2010-05-30,65,16,16,Sebastien Buemi,0.0,2010,7,CLAS
2010-05-30,70,11,17,Nico Hulkenberg,0.0,2010,7,CLAS
2010-05-30,43,25,18,Timo Glock,0.0,2010,7,CLAS
2010-05-30,73,25,19,Lucas di Grassi,0.0,2010,7,CLAS
2010-05-30,74,24,20,Karun Chandhok,0.0,2010,7,CLAS
2010-05-30,71,24,21,Bruno Senna,0.0,2010,7,NC
2010-05-30,60,14,22,Sebastian Vettel,0.0,2010,7,NC
2010-05-30,58,23,23,Heikki Kovalainen,0.0,2010,7,NC
2010-05-30,16,23,24,Jarno Trulli,0.0,2010,7,NC
2010-06-13,57,2,1,Lewis Hamilton,25.0,2010,8,CLAS
2010-06-13,14,2,2,Jenson Button,18.0,2010,8,CLAS
2010-06-13,12,1,3,Fernando Alonso,15.0,2010,8,CLAS
2010-06-13,60,14,4,Sebastian Vettel,12.0,2010,8,CLAS
2010-06-13,27,14,5,Mark Webber,10.0,2010,8,CLAS
2010-06-13,51,22,6,Nico Rosberg,8.0,2010,8,CLAS
2010-06-13,56,13,7,Robert Kubica,6.0,2010,8,CLAS
2010-06-13,65,16,8,Sebastien Buemi,4.0,2010,8,CLAS
2010-06-13,49,20,9,Vitantonio Liuzzi,2.0,2010,8,CLAS
