date,driver_id,team_id,position,driver_name,points,year,round,position_status
2005-07-24,13,13,4,Giancarlo Fisichella,5.0,2005,12,CLAS
2005-07-24,1,1,5,Michael Schumacher,4.0,2005,12,CLAS
2005-07-24,18,12,6,Ralf Schumacher,3.0,2005,12,CLAS
2005-07-24,2,14,7,David Coulthard,2.0,2005,12,CLAS
2005-07-24,30,3,8,Felipe Massa,1.0,2005,12,CLAS
2005-07-24,40,14,9,Christian Klien,0.0,2005,12,CLAS
2005-07-24,3,1,10,Rubens Barrichello,0.0,2005,12,CLAS
2005-07-24,4,11,11,Nick Heidfeld,0.0,2005,12,CLAS
2005-07-24,29,5,12,Takuma Sato,0.0,2005,12,CLAS
2005-07-24,47,9,13,Christijan Albers,0.0,2005,12,CLAS
2005-07-24,16,12,14,Jarno Trulli,0.0,2005,12,CLAS
2005-07-24,19,3,15,Jacques Villeneuve,0.0,2005,12,CLAS
2005-07-24,44,4,16,Narain Karthikeyan,0.0,2005,12,CLAS
2005-07-24,45,4,17,Tiago Monteiro,0.0,2005,12,CLAS
2005-07-24,50,9,18,Robert Doornbos,0.0,2005,12,CLAS
2005-07-24,27,11,19,Mark Webber,0.0,2005,12,NC
2005-07-24,6,2,20,Kimi Räikkönen,0.0,2005,12,NC
2005-07-31,6,2,1,Kimi Räikkönen,10.0,2005,13,CLAS
2005-07-31,1,1,2,Michael Schumacher,8.0,2005,13,CLAS
2005-07-31,18,12,3,Ralf Schumacher,6.0,2005,13,CLAS
2005-07-31,16,12,4,Jarno Trulli,5.0,2005,13,CLAS
2005-07-31,14,5,5,Jenson Button,4.0,2005,13,CLAS
2005-07-31,4,11,6,Nick Heidfeld,3.0,2005,13,CLAS
2005-07-31,27,11,7,Mark Webber,2.0,2005,13,CLAS
2005-07-31,29,5,8,Takuma Sato,1.0,2005,13,CLAS
2005-07-31,13,13,9,Giancarlo Fisichella,0.0,2005,13,CLAS
2005-07-31,3,1,10,Rubens Barrichello,0.0,2005,13,CLAS
2005-07-31,12,13,11,Fernando Alonso,0.0,2005,13,CLAS
2005-07-31,44,4,12,Narain Karthikeyan,0.0,2005,13,CLAS
2005-07-31,45,4,13,Tiago Monteiro,0.0,2005,13,CLAS
2005-07-31,30,3,14,Felipe Massa,0.0,2005,13,CLAS
2005-07-31,47,9,15,Christijan Albers,0.0,2005,13,NC
2005-07-31,19,3,16,Jacques Villeneuve,0.0,2005,13,NC
2005-07-31,15,2,17,Juan Pablo Montoya,0.0,2005,13,NC
2005-07-31,50,9,18,Robert Doornbos,0.0,2005,13,NC
2005-07-31,40,14,19,Christian Klien,0.0,2005,13,NC
2005-07-31,2,14,20,David Coulthard,0.0,2005,13,NC
2005-08-21,6,2,1,Kimi Räikkönen,10.0,2005,14,CLAS
2005-08-21,12,13,2,Fernando Alonso,8.0,2005,14,CLAS
2005-08-21,15,2,3,Juan Pablo Montoya,6.0,2005,14,CLAS
2005-08-21,13,13,4,Giancarlo Fisichella,5.0,2005,14,CLAS
2005-08-21,14,5,5,Jenson Button,4.0,2005,14,CLAS
2005-08-21,16,12,6,Jarno Trulli,3.0,2005,14,CLAS
2005-08-21,2,14,7,David Coulthard,2.0,2005,14,CLAS
2005-08-21,40,14,8,Christian Klien,1.0,2005,14,CLAS
2005-08-21,29,5,9,Takuma Sato,0.0,2005,14,CLAS
2005-08-21,3,1,10,Rubens Barrichello,0.0,2005,14,CLAS
2005-08-21,19,3,11,Jacques Villeneuve,0.0,2005,14,CLAS
2005-08-21,18,12,12,Ralf Schumacher,0.0,2005,14,CLAS
2005-08-21,50,9,13,Robert Doornbos,0.0,2005,14,CLAS
2005-08-21,44,4,14,Narain Karthikeyan,0.0,2005,14,CLAS
2005-08-21,45,4,15,Tiago Monteiro,0.0,2005,14,CLAS
2005-08-21,47,9,16,Christijan Albers,0.0,2005,14,NC
2005-08-21,1,1,17,Michael Schumacher,0.0,2005,14,NC
2005-08-21,4,11,18,Nick Heidfeld,0.0,2005,14,NC
2005-08-21,30,3,19,Felipe Massa,0.0,2005,14,NC
2005-08-21,27,11,20,Mark Webber,0.0,2005,14,NC
2005-09-04,15,2,1,Juan Pablo Montoya,10.0,2005,15,CLAS
2005-09-04,12,13,2,Fernando Alonso,8.0,2005,15,CLAS
2005-09-04,13,13,3,Giancarlo Fisichella,6.0,2005,15,CLAS
2005-09-04,6,2,4,Kimi Räikkönen,5.0,2005,15,CLAS
2005-09-04,16,12,5,Jarno Trulli,4.0,2005,15,CLAS
2005-09-04,18,12,6,Ralf Schumacher,3.0,2005,15,CLAS
2005-09-04,33,11,7,Antonio Pizzonia,2.0,2005,15,CLAS
2005-09-04,14,5,8,Jenson Button,1.0,2005,15,CLAS
2005-09-04,30,3,9,Felipe Massa,0.0,2005,15,CLAS
2005-09-04,1,1,10,Michael Schumacher,0.0,2005,15,CLAS
2005-09-04,19,3,11,Jacques Villeneuve,0.0,2005,15,CLAS
2005-09-04,3,1,12,Rubens Barrichello,0.0,2005,15,CLAS
2005-09-04,40,14,13,Christian Klien,0.0,2005,15,CLAS
2005-09-04,27,11,14,Mark Webber,0.0,2005,15,CLAS
2005-09-04,2,14,15,David Coulthard,0.0,2005,15,CLAS
2005-09-04,29,5,16,Takuma Sato,0.0,2005,15,CLAS
2005-09-04,45,4,17,Tiago Monteiro,0.0,2005,15,CLAS
2005-09-04,50,9,18,Robert Doornbos,0.0,2005,15,CLAS
2005-09-04,47,9,19,Christijan Albers,0.0,2005,15,CLAS
2005-09-04,44,4,20,Narain Karthikeyan,0.0,2005,15,CLAS
2005-09-11,6,2,1,Kimi Räikkönen,10.0,2005,16,CLAS
2005-09-11,12,13,2,Fernando Alonso,8.0,2005,16,CLAS
2005-09-11,14,5,3,Jenson Button,6.0,2005,16,CLAS
2005-09-11,27,11,4,Mark Webber,5.0,2005,16,CLAS
2005-09-11,3,1,5,Rubens Barrichello,4.0,2005,16,CLAS
2005-09-11,19,3,6,Jacques Villeneuve,3.0,2005,16,CLAS
2005-09-11,18,12,7,Ralf Schumacher,2.0,2005,16,CLAS
2005-09-11,45,4,8,Tiago Monteiro,1.0,2005,16,CLAS
2005-09-11,40,14,9,Christian Klien,0.0,2005,16,CLAS
2005-09-11,30,3,10,Felipe Massa,0.0,2005,16,CLAS
2005-09-11,44,4,11,Narain Karthikeyan,0.0,2005,16,CLAS
2005-09-11,47,9,12,Christijan Albers,0.0,2005,16,CLAS
2005-09-11,50,9,13,Robert Doornbos,0.0,2005,16,CLAS
2005-09-11,15,2,14,Juan Pablo Montoya,0.0,2005,16,CLAS
2005-09-11,33,11,15,Antonio Pizzonia,0.0,2005,16,CLAS
2005-09-11,16,12,16,Jarno Trulli,0.0,2005,16,NC
2005-09-11,2,14,17,David Coulthard,0.0,2005,16,NC
2005-09-11,1,1,18,Michael Schumacher,0.0,2005,16,NC
2005-09-11,29,5,19,Takuma Sato,0.0,2005,16,NC
2005-09-11,13,13,20,Giancarlo Fisichella,0.0,2005,16,NC
2005-09-25,15,2,1,Juan Pablo Montoya,10.0,2005,17,CLAS
2005-09-25,6,2,2,Kimi Räikkönen,8.0,2005,17,CLAS
2005-09-25,12,13,3,Fernando Alonso,6.0,2005,17,CLAS
2005-09-25,1,1,4,Michael Schumacher,5.0,2005,17,CLAS
2005-09-25,13,13,5,Giancarlo Fisichella,4.0,2005,17,CLAS
2005-09-25,3,1,6,Rubens Barrichello,3.0,2005,17,CLAS
2005-09-25,14,5,7,Jenson Button,2.0,2005,17,CLAS
2005-09-25,18,12,8,Ralf Schumacher,1.0,2005,17,CLAS
2005-09-25,40,14,9,Christian Klien,0.0,2005,17,CLAS
2005-09-25,29,5,10,Takuma Sato,0.0,2005,17,CLAS
2005-09-25,30,3,11,Felipe Massa,0.0,2005,17,CLAS
2005-09-25,19,3,12,Jacques Villeneuve,0.0,2005,17,CLAS
2005-09-25,16,12,13,Jarno Trulli,0.0,2005,17,CLAS
2005-09-25,47,9,14,Christijan Albers,0.0,2005,17,CLAS
2005-09-25,44,4,15,Narain Karthikeyan,0.0,2005,17,CLAS
2005-09-25,45,4,16,Tiago Monteiro,0.0,2005,17,NC
2005-09-25,27,11,17,Mark Webber,0.0,2005,17,NC
2005-09-25,50,9,18,Robert Doornbos,0.0,2005,17,NC
2005-09-25,33,11,19,Antonio Pizzonia,0.0,2005,17,NC
2005-09-25,2,14,20,David Coulthard,0.0,2005,17,NC
2005-10-09,6,2,1,Kimi Räikkönen,10.0,2005,18,CLAS
2005-10-09,13,13,2,Giancarlo Fisichella,8.0,2005,18,CLAS
2005-10-09,12,13,3,Fernando Alonso,6.0,2005,18,CLAS
2005-10-09,27,11,4,Mark Webber,5.0,2005,18,CLAS
2005-10-09,14,5,5,Jenson Button,4.0,2005,18,CLAS
2005-10-09,2,14,6,David Coulthard,3.0,2005,18,CLAS
2005-10-09,1,1,7,Michael Schumacher,2.0,2005,18,CLAS
2005-10-09,18,12,8,Ralf Schumacher,1.0,2005,18,CLAS
2005-10-09,40,14,9,Christian Klien,0.0,2005,18,CLAS
2005-10-09,30,3,10,Felipe Massa,0.0,2005,18,CLAS
2005-10-09,3,1,11,Rubens Barrichello,0.0,2005,18,CLAS
2005-10-09,19,3,12,Jacques Villeneuve,0.0,2005,18,CLAS
2005-10-09,45,4,13,Tiago Monteiro,0.0,2005,18,CLAS
2005-10-09,50,9,14,Robert Doornbos,0.0,2005,18,CLAS
2005-10-09,44,4,15,Narain Karthikeyan,0.0,2005,18,CLAS
2005-10-09,47,9,16,Christijan Albers,0.0,2005,18,CLAS
2005-10-09,33,11,17,Antonio Pizzonia,0.0,2005,18,NC
2005-10-09,16,12,18,Jarno Trulli,0.0,2005,18,NC
2005-10-09,15,2,19,Juan Pablo Montoya,0.0,2005,18,NC
2005-10-16,12,13,1,Fernando Alonso,10.0,2005,19,CLAS
2005-10-16,6,2,2,Kimi Räikkönen,8.0,2005,19,CLAS
2005-10-16,18,12,3,Ralf Schumacher,6.0,2005,19,CLAS
2005-10-16,13,13,4,Giancarlo Fisichella,5.0,2005,19,CLAS
2005-10-16,40,14,5,Christian Klien,4.0,2005,19,CLAS
2005-10-16,30,3,6,Felipe Massa,3.0,2005,19,CLAS
2005-10-16,27,11,7,Mark Webber,2.0,2005,19,CLAS
2005-10-16,14,5,8,Jenson Button,1.0,2005,19,CLAS
2005-10-16,2,14,9,David Coulthard,0.0,2005,19,CLAS
2005-10-16,19,3,10,Jacques Villeneuve,0.0,2005,19,CLAS
2005-10-16,45,4,11,Tiago Monteiro,0.0,2005,19,CLAS
2005-10-16,3,1,12,Rubens Barrichello,0.0,2005,19,CLAS
2005-10-16,33,11,13,Antonio Pizzonia,0.0,2005,19,CLAS
2005-10-16,50,9,14,Robert Doornbos,0.0,2005,19,CLAS
2005-10-16,16,12,15,Jarno Trulli,0.0,2005,19,CLAS
2005-10-16,47,9,16,Christijan Albers,0.0,2005,19,CLAS
2005-10-16,29,5,17,Takuma Sato,0.0,2005,19,NC
2005-10-16,44,4,18,Narain Karthikeyan,0.0,2005,19,NC
2005-10-16,15,2,19,Juan Pablo Montoya,0.0,2005,19,NC
2005-10-16,1,1,20,Michael Schumacher,0.0,2005,19,NC
2006-03-12,12,13,1,Fernando Alonso,10.0,2006,1,CLAS
2006-03-12,1,1,2,Michael Schumacher,8.0,2006,1,CLAS
2006-03-12,6,2,3,Kimi Räikkönen,6.0,2006,1,CLAS
2006-03-12,14,15,4,Jenson Button,5.0,2006,1,CLAS
2006-03-12,15,2,5,Juan Pablo Montoya,4.0,2006,1,CLAS
2006-03-12,27,11,6,Mark Webber,3.0,2006,1,CLAS
2006-03-12,51,11,7,Nico Rosberg,2.0,2006,1,CLAS
2006-03-12,40,14,8,Christian Klien,1.0,2006,1,CLAS
2006-03-12,30,1,9,Felipe Massa,0.0,2006,1,CLAS
2006-03-12,2,14,10,David Coulthard,0.0,2006,1,CLAS
2006-03-12,49,16,11,Vitantonio Liuzzi,0.0,2006,1,CLAS
2006-03-12,4,3,12,Nick Heidfeld,0.0,2006,1,CLAS
2006-03-12,52,16,13,Scott Speed,0.0,2006,1,CLAS
2006-03-12,18,12,14,Ralf Schumacher,0.0,2006,1,CLAS
2006-03-12,3,15,15,Rubens Barrichello,0.0,2006,1,CLAS
2006-03-12,16,12,16,Jarno Trulli,0.0,2006,1,CLAS
2006-03-12,45,17,17,Tiago Monteiro,0.0,2006,1,CLAS
2006-03-12,29,18,18,Takuma Sato,0.0,2006,1,CLAS
2006-03-12,53,18,19,Yuji Ide,0.0,2006,1,NC
2006-03-12,19,3,20,Jacques Villeneuve,0.0,2006,1,NC
2006-03-12,13,13,21,Giancarlo Fisichella,0.0,2006,1,NC
2006-03-12,47,17,22,Christijan Albers,0.0,2006,1,NC
2006-03-19,13,13,1,Giancarlo Fisichella,10.0,2006,2,CLAS
2006-03-19,12,13,2,Fernando Alonso,8.0,2006,2,CLAS
2006-03-19,14,15,3,Jenson Button,6.0,2006,2,CLAS
2006-03-19,15,2,4,Juan Pablo Montoya,5.0,2006,2,CLAS
2006-03-19,30,1,5,Felipe Massa,4.0,2006,2,CLAS
2006-03-19,1,1,6,Michael Schumacher,3.0,2006,2,CLAS
2006-03-19,19,3,7,Jacques Villeneuve,2.0,2006,2,CLAS
2006-03-19,18,12,8,Ralf Schumacher,1.0,2006,2,CLAS
2006-03-19,16,12,9,Jarno Trulli,0.0,2006,2,CLAS
2006-03-19,3,15,10,Rubens Barrichello,0.0,2006,2,CLAS
2006-03-19,49,16,11,Vitantonio Liuzzi,0.0,2006,2,CLAS
2006-03-19,47,17,12,Christijan Albers,0.0,2006,2,CLAS
2006-03-19,45,17,13,Tiago Monteiro,0.0,2006,2,CLAS
2006-03-19,29,18,14,Takuma Sato,0.0,2006,2,CLAS
2006-03-19,4,3,15,Nick Heidfeld,0.0,2006,2,NC
2006-03-19,52,16,16,Scott Speed,0.0,2006,2,NC
2006-03-19,53,18,17,Yuji Ide,0.0,2006,2,NC
2006-03-19,40,14,18,Christian Klien,0.0,2006,2,NC
2006-03-19,27,11,19,Mark Webber,0.0,2006,2,NC
2006-03-19,2,14,20,David Coulthard,0.0,2006,2,NC
2006-03-19,51,11,21,Nico Rosberg,0.0,2006,2,NC
2006-03-19,6,2,22,Kimi Räikkönen,0.0,2006,2,NC
2006-04-02,12,13,1,Fernando Alonso,10.0,2006,3,CLAS
2006-04-02,6,2,2,Kimi Räikkönen,8.0,2006,3,CLAS
2006-04-02,18,12,3,Ralf Schumacher,6.0,2006,3,CLAS
2006-04-02,4,3,4,Nick Heidfeld,5.0,2006,3,CLAS
2006-04-02,13,13,5,Giancarlo Fisichella,4.0,2006,3,CLAS
2006-04-02,19,3,6,Jacques Villeneuve,3.0,2006,3,CLAS
2006-04-02,3,15,7,Rubens Barrichello,2.0,2006,3,CLAS
2006-04-02,2,14,8,David Coulthard,1.0,2006,3,CLAS
2006-04-02,52,16,9,Scott Speed,0.0,2006,3,CLAS
2006-04-02,14,15,10,Jenson Button,0.0,2006,3,CLAS
2006-04-02,47,17,11,Christijan Albers,0.0,2006,3,CLAS
2006-04-02,29,18,12,Takuma Sato,0.0,2006,3,CLAS
2006-04-02,53,18,13,Yuji Ide,0.0,2006,3,CLAS
2006-04-02,15,2,14,Juan Pablo Montoya,0.0,2006,3,NC
2006-04-02,45,17,15,Tiago Monteiro,0.0,2006,3,NC
2006-04-02,49,16,16,Vitantonio Liuzzi,0.0,2006,3,NC
2006-04-02,1,1,17,Michael Schumacher,0.0,2006,3,NC
2006-04-02,27,11,18,Mark Webber,0.0,2006,3,NC
2006-04-02,40,14,19,Christian Klien,0.0,2006,3,NC
2006-04-02,16,12,20,Jarno Trulli,0.0,2006,3,NC
2006-04-02,51,11,21,Nico Rosberg,0.0,2006,3,NC
2006-04-02,30,1,22,Felipe Massa,0.0,2006,3,NC
2006-04-23,1,1,1,Michael Schumacher,10.0,2006,4,CLAS
2006-04-23,12,13,2,Fernando Alonso,8.0,2006,4,CLAS
2006-04-23,15,2,3,Juan Pablo Montoya,6.0,2006,4,CLAS
2006-04-23,30,1,4,Felipe Massa,5.0,2006,4,CLAS
2006-04-23,6,2,5,Kimi Räikkönen,4.0,2006,4,CLAS
2006-04-23,27,11,6,Mark Webber,3.0,2006,4,CLAS
2006-04-23,14,15,7,Jenson Button,2.0,2006,4,CLAS
2006-04-23,13,13,8,Giancarlo Fisichella,1.0,2006,4,CLAS
2006-04-23,18,12,9,Ralf Schumacher,0.0,2006,4,CLAS
2006-04-23,3,15,10,Rubens Barrichello,0.0,2006,4,CLAS
2006-04-23,51,11,11,Nico Rosberg,0.0,2006,4,CLAS
2006-04-23,19,3,12,Jacques Villeneuve,0.0,2006,4,CLAS
2006-04-23,4,3,13,Nick Heidfeld,0.0,2006,4,CLAS
2006-04-23,49,16,14,Vitantonio Liuzzi,0.0,2006,4,CLAS
2006-04-23,52,16,15,Scott Speed,0.0,2006,4,CLAS
2006-04-23,45,17,16,Tiago Monteiro,0.0,2006,4,CLAS
2006-04-23,2,14,17,David Coulthard,0.0,2006,4,NC
2006-04-23,29,18,18,Takuma Sato,0.0,2006,4,NC
2006-04-23,40,14,19,Christian Klien,0.0,2006,4,NC
2006-04-23,53,18,20,Yuji Ide,0.0,2006,4,NC
2006-04-23,16,12,21,Jarno Trulli,0.0,2006,4,NC
2006-04-23,47,17,22,Christijan Albers,0.0,2006,4,NC
2006-05-07,1,1,1,Michael Schumacher,10.0,2006,5,CLAS
2006-05-07,12,13,2,Fernando Alonso,8.0,2006,5,CLAS
2006-05-07,30,1,3,Felipe Massa,6.0,2006,5,CLAS
2006-05-07,6,2,4,Kimi Räikkönen,5.0,2006,5,CLAS
2006-05-07,3,15,5,Rubens Barrichello,4.0,2006,5,CLAS
2006-05-07,13,13,6,Giancarlo Fisichella,3.0,2006,5,CLAS
2006-05-07,51,11,7,Nico Rosberg,2.0,2006,5,CLAS
2006-05-07,19,3,8,Jacques Villeneuve,1.0,2006,5,CLAS
2006-05-07,16,12,9,Jarno Trulli,0.0,2006,5,CLAS
2006-05-07,4,3,10,Nick Heidfeld,0.0,2006,5,CLAS
2006-05-07,52,16,11,Scott Speed,0.0,2006,5,CLAS
2006-05-07,45,17,12,Tiago Monteiro,0.0,2006,5,CLAS
2006-05-07,47,17,13,Christijan Albers,0.0,2006,5,CLAS
2006-05-07,18,12,14,Ralf Schumacher,0.0,2006,5,NC
2006-05-07,15,2,15,Juan Pablo Montoya,0.0,2006,5,NC
2006-05-07,29,18,16,Takuma Sato,0.0,2006,5,NC
2006-05-07,54,18,17,Franck Montagny,0.0,2006,5,NC
2006-05-07,14,15,18,Jenson Button,0.0,2006,5,NC
2006-05-07,40,14,19,Christian Klien,0.0,2006,5,NC
2006-05-07,27,11,20,Mark Webber,0.0,2006,5,NC
2006-05-07,2,14,21,David Coulthard,0.0,2006,5,NC
2006-05-07,49,16,22,Vitantonio Liuzzi,0.0,2006,5,NC
2006-05-14,12,13,1,Fernando Alonso,10.0,2006,6,CLAS
2006-05-14,1,1,2,Michael Schumacher,8.0,2006,6,CLAS
2006-05-14,13,13,3,Giancarlo Fisichella,6.0,2006,6,CLAS
2006-05-14,30,1,4,Felipe Massa,5.0,2006,6,CLAS
2006-05-14,6,2,5,Kimi Räikkönen,4.0,2006,6,CLAS
2006-05-14,14,15,6,Jenson Button,3.0,2006,6,CLAS
2006-05-14,3,15,7,Rubens Barrichello,2.0,2006,6,CLAS
2006-05-14,4,3,8,Nick Heidfeld,1.0,2006,6,CLAS
2006-05-14,27,11,9,Mark Webber,0.0,2006,6,CLAS
2006-05-14,16,12,10,Jarno Trulli,0.0,2006,6,CLAS
2006-05-14,51,11,11,Nico Rosberg,0.0,2006,6,CLAS
2006-05-14,19,3,12,Jacques Villeneuve,0.0,2006,6,CLAS
2006-05-14,40,14,13,Christian Klien,0.0,2006,6,CLAS
2006-05-14,2,14,14,David Coulthard,0.0,2006,6,CLAS
2006-05-14,49,16,15,Vitantonio Liuzzi,0.0,2006,6,CLAS
2006-05-14,45,17,16,Tiago Monteiro,0.0,2006,6,CLAS
2006-05-14,29,18,17,Takuma Sato,0.0,2006,6,CLAS
2006-05-14,47,17,18,Christijan Albers,0.0,2006,6,NC
2006-05-14,52,16,19,Scott Speed,0.0,2006,6,NC
2006-05-14,18,12,20,Ralf Schumacher,0.0,2006,6,NC
2006-05-14,15,2,21,Juan Pablo Montoya,0.0,2006,6,NC
2006-05-14,54,18,22,Franck Montagny,0.0,2006,6,NC
2006-05-28,12,13,1,Fernando Alonso,10.0,2006,7,CLAS
2006-05-28,15,2,2,Juan Pablo Montoya,8.0,2006,7,CLAS
2006-05-28,2,14,3,David Coulthard,6.0,2006,7,CLAS
2006-05-28,3,15,4,Rubens Barrichello,5.0,2006,7,CLAS
2006-05-28,1,1,5,Michael Schumacher,4.0,2006,7,CLAS
2006-05-28,13,13,6,Giancarlo Fisichella,3.0,2006,7,CLAS
2006-05-28,4,3,7,Nick Heidfeld,2.0,2006,7,CLAS
2006-05-28,18,12,8,Ralf Schumacher,1.0,2006,7,CLAS
2006-05-28,30,1,9,Felipe Massa,0.0,2006,7,CLAS
2006-05-28,49,16,10,Vitantonio Liuzzi,0.0,2006,7,CLAS
2006-05-28,14,15,11,Jenson Button,0.0,2006,7,CLAS
2006-05-28,47,17,12,Christijan Albers,0.0,2006,7,CLAS
2006-05-28,52,16,13,Scott Speed,0.0,2006,7,CLAS
2006-05-28,19,3,14,Jacques Villeneuve,0.0,2006,7,CLAS
2006-05-28,45,17,15,Tiago Monteiro,0.0,2006,7,CLAS
2006-05-28,54,18,16,Franck Montagny,0.0,2006,7,CLAS
2006-05-28,16,12,17,Jarno Trulli,0.0,2006,7,CLAS
2006-05-28,40,14,18,Christian Klien,0.0,2006,7,NC
2006-05-28,51,11,19,Nico Rosberg,0.0,2006,7,NC
2006-05-28,6,2,20,Kimi Räikkönen,0.0,2006,7,NC
2006-05-28,27,11,21,Mark Webber,0.0,2006,7,NC
2006-05-28,29,18,22,Takuma Sato,0.0,2006,7,NC
2006-06-11,12,13,1,Fernando Alonso,10.0,2006,8,CLAS
2006-06-11,1,1,2,Michael Schumacher,8.0,2006,8,CLAS
2006-06-11,6,2,3,Kimi Räikkönen,6.0,2006,8,CLAS
2006-06-11,13,13,4,Giancarlo Fisichella,5.0,2006,8,CLAS
2006-06-11,30,1,5,Felipe Massa,4.0,2006,8,CLAS
2006-06-11,15,2,6,Juan Pablo Montoya,3.0,2006,8,CLAS
2006-06-11,4,3,7,Nick Heidfeld,2.0,2006,8,CLAS
2006-06-11,19,3,8,Jacques Villeneuve,1.0,2006,8,CLAS
2006-06-11,51,11,9,Nico Rosberg,0.0,2006,8,CLAS
2006-06-11,3,15,10,Rubens Barrichello,0.0,2006,8,CLAS
2006-06-11,16,12,11,Jarno Trulli,0.0,2006,8,CLAS
2006-06-11,2,14,12,David Coulthard,0.0,2006,8,CLAS
2006-06-11,49,16,13,Vitantonio Liuzzi,0.0,2006,8,CLAS
2006-06-11,40,14,14,Christian Klien,0.0,2006,8,CLAS
2006-06-11,47,17,15,Christijan Albers,0.0,2006,8,CLAS
2006-06-11,45,17,16,Tiago Monteiro,0.0,2006,8,CLAS
2006-06-11,29,18,17,Takuma Sato,0.0,2006,8,CLAS
2006-06-11,54,18,18,Franck Montagny,0.0,2006,8,CLAS
2006-06-11,14,15,19,Jenson Button,0.0,2006,8,NC
2006-06-11,52,16,20,Scott Speed,0.0,2006,8,NC
2006-06-11,18,12,21,Ralf Schumacher,0.0,2006,8,NC
2006-06-11,27,11,22,Mark Webber,0.0,2006,8,NC
2006-06-25,12,13,1,Fernando Alonso,10.0,2006,9,CLAS
2006-06-25,1,1,2,Michael Schumacher,8.0,2006,9,CLAS
2006-06-25,6,2,3,Kimi Räikkönen,6.0,2006,9,CLAS
2006-06-25,13,13,4,Giancarlo Fisichella,5.0,2006,9,CLAS
2006-06-25,30,1,5,Felipe Massa,4.0,2006,9,CLAS
2006-06-25,16,12,6,Jarno Trulli,3.0,2006,9,CLAS
2006-06-25,4,3,7,Nick Heidfeld,2.0,2006,9,CLAS
2006-06-25,2,14,8,David Coulthard,1.0,2006,9,CLAS
2006-06-25,14,15,9,Jenson Button,0.0,2006,9,CLAS
2006-06-25,52,16,10,Scott Speed,0.0,2006,9,CLAS
2006-06-25,40,14,11,Christian Klien,0.0,2006,9,CLAS
2006-06-25,27,11,12,Mark Webber,0.0,2006,9,CLAS
2006-06-25,49,16,13,Vitantonio Liuzzi,0.0,2006,9,CLAS
2006-06-25,45,17,14,Tiago Monteiro,0.0,2006,9,CLAS
2006-06-25,29,18,15,Takuma Sato,0.0,2006,9,CLAS
2006-06-25,19,3,16,Jacques Villeneuve,0.0,2006,9,NC
2006-06-25,18,12,17,Ralf Schumacher,0.0,2006,9,NC
2006-06-25,15,2,18,Juan Pablo Montoya,0.0,2006,9,NC
2006-06-25,3,15,19,Rubens Barrichello,0.0,2006,9,NC
2006-06-25,54,18,20,Franck Montagny,0.0,2006,9,NC
2006-06-25,51,11,21,Nico Rosberg,0.0,2006,9,NC
2006-06-25,47,17,22,Christijan Albers,0.0,2006,9,NC
2006-07-02,1,1,1,Michael Schumacher,10.0,2006,10,CLAS
2006-07-02,30,1,2,Felipe Massa,8.0,2006,10,CLAS
2006-07-02,13,13,3,Giancarlo Fisichella,6.0,2006,10,CLAS
2006-07-02,16,12,4,Jarno Trulli,5.0,2006,10,CLAS
2006-07-02,12,13,5,Fernando Alonso,4.0,2006,10,CLAS
2006-07-02,3,15,6,Rubens Barrichello,3.0,2006,10,CLAS
2006-07-02,2,14,7,David Coulthard,2.0,2006,10,CLAS
2006-07-02,49,16,8,Vitantonio Liuzzi,1.0,2006,10,CLAS
2006-07-02,51,11,9,Nico Rosberg,0.0,2006,10,CLAS
2006-07-02,18,12,10,Ralf Schumacher,0.0,2006,10,NC
2006-07-02,47,17,11,Christijan Albers,0.0,2006,10,NC
2006-07-02,19,3,12,Jacques Villeneuve,0.0,2006,10,NC
2006-07-02,45,17,13,Tiago Monteiro,0.0,2006,10,NC
2006-07-02,29,18,14,Takuma Sato,0.0,2006,10,NC
2006-07-02,14,15,15,Jenson Button,0.0,2006,10,NC
2006-07-02,6,2,16,Kimi Räikkönen,0.0,2006,10,NC
2006-07-02,4,3,17,Nick Heidfeld,0.0,2006,10,NC
2006-07-02,15,2,18,Juan Pablo Montoya,0.0,2006,10,NC
2006-07-02,27,11,19,Mark Webber,0.0,2006,10,NC
2006-07-02,52,16,20,Scott Speed,0.0,2006,10,NC
2006-07-02,40,14,21,Christian Klien,0.0,2006,10,NC
2006-07-02,54,18,22,Franck Montagny,0.0,2006,10,NC
2006-07-16,1,1,1,Michael Schumacher,10.0,2006,11,CLAS
2006-07-16,12,13,2,Fernando Alonso,8.0,2006,11,CLAS
2006-07-16,30,1,3,Felipe Massa,6.0,2006,11,CLAS
2006-07-16,18,12,4,Ralf Schumacher,5.0,2006,11,CLAS
2006-07-16,6,2,5,Kimi Räikkönen,4.0,2006,11,CLAS
2006-07-16,13,13,6,Giancarlo Fisichella,3.0,2006,11,CLAS
2006-07-16,23,2,7,Pedro de la Rosa,2.0,2006,11,CLAS
2006-07-16,4,3,8,Nick Heidfeld,1.0,2006,11,CLAS
2006-07-16,2,14,9,David Coulthard,0.0,2006,11,CLAS
2006-07-16,52,16,10,Scott Speed,0.0,2006,11,CLAS
2006-07-16,19,3,11,Jacques Villeneuve,0.0,2006,11,CLAS
2006-07-16,40,14,12,Christian Klien,0.0,2006,11,CLAS
2006-07-16,49,16,13,Vitantonio Liuzzi,0.0,2006,11,CLAS
2006-07-16,51,11,14,Nico Rosberg,0.0,2006,11,CLAS
2006-07-16,47,17,15,Christijan Albers,0.0,2006,11,CLAS
