race_id,driver_id,best_time_FP1,best_time_FP2,best_time_FP3,lap_count_FP1,lap_count_FP2,lap_count_FP3,position_FP1,position_FP2,position_FP3,recorded_lap_time_FP1,recorded_lap_time_FP2,recorded_lap_time_FP3,participated_FP1,participated_FP2,participated_FP3
33,94,77.398,77.909,76.097,28,12,16,2,2,2,True,True,True,True,True,True
33,102,79.488,78.909,77.929,24,25,22,16,9,15,True,True,True,True,True,True
33,103,79.722,79.774,78.534,34,14,20,18,16,19,True,True,True,True,True,True
33,104,77.682,77.854,76.684,25,16,19,4,1,6,True,True,True,True,True,True
33,106,78.188,78.852,76.392,29,21,18,6,7,5,True,True,True,True,True,True
33,108,78.531,80.401,76.774,34,6,20,8,18,7,True,True,True,True,True,True
33,109,79.223,84.46095,78.024,28,2,19,14,20,17,True,False,True,True,True,True
33,110,79.649,79.889,78.072,33,14,23,17,17,18,True,True,True,True,True,True
34,6,107.024,105.708,105.659,20,25,13,13,7,8,True,True,True,True,True,True
34,56,108.966,108.331,108.35,24,32,14,20,20,19,True,True,True,True,True,True
34,57,105.973,105.015,105.566,16,26,4,6,4,7,True,True,True,True,True,True
34,60,104.574,104.753,104.657,20,30,12,1,2,2,True,True,True,True,True,True
34,67,107.176,106.12,105.806,18,21,15,14,12,11,True,True,True,True,True,True
34,70,106.669,106.209,105.855,23,26,11,11,13,12,True,True,True,True,True,True
34,75,106.433,105.117,105.521,22,25,12,9,5,6,True,True,True,True,True,True
34,79,106.426,105.735,104.974,23,26,10,8,9,4,True,True,True,True,True,True
34,83,105.882,104.969,104.703,25,28,11,5,3,3,True,True,True,True,True,True
34,87,107.488,106.399,106.004,21,21,15,16,18,13,True,True,True,True,True,True
34,88,107.636,106.214,106.642,20,24,13,17,14,17,True,True,True,True,True,True
34,93,106.557,105.999,106.017,20,28,14,10,11,14,True,True,True,True,True,True
34,94,105.507,105.394,105.312,18,20,11,3,6,5,True,True,True,True,True,True
34,102,107.333,106.328,105.688,22,24,13,15,16,9,True,True,True,True,True,True
34,103,106.198,105.732,106.379,16,21,11,7,8,16,True,True,True,True,True,True
34,104,107.968,106.374,105.752,26,28,15,18,17,10,True,True,True,True,True,True
34,106,104.788,104.123,104.206,20,28,9,2,1,1,True,True,True,True,True,True
34,108,106.67,106.258,106.27,19,29,13,12,15,15,True,True,True,True,True,True
34,109,105.584,105.771,110.681,19,21,14,4,10,20,True,True,True,True,True,True
34,110,0.0,107.887,107.858,0,30,14,21,19,18,False,True,True,False,True,True
34,111,108.784,0.0,0.0,24,0,0,19,21,21,True,False,False,True,False,False
35,6,103.34205,82.523,81.325,4,35,19,20,14,15,False,True,True,True,True,True
35,56,97.816,83.737,82.758,12,29,21,17,19,20,True,True,True,True,True,True
35,57,88.73,81.046,80.595,11,32,21,4,2,6,True,True,True,True,True,True
35,60,90.507,81.179,80.294,19,39,14,8,3,1,True,True,True,True,True,True
35,67,95.98,82.153,81.621,7,44,16,16,8,17,True,True,True,True,True,True
35,70,95.133,82.338,80.752,10,37,13,15,11,7,True,True,True,True,True,True
35,75,103.34205,82.882,81.003,4,33,15,19,16,12,False,True,True,True,True,True
35,79,94.528,82.249,80.564,10,36,11,13,9,5,True,True,True,True,True,True
35,83,90.596,81.347,80.403,11,34,23,9,4,3,True,True,True,True,True,True
35,87,94.715,82.511,81.336,7,42,16,14,13,16,True,True,True,True,True,True
35,88,89.96,82.26,80.945,25,37,20,6,10,10,True,True,True,True,True,True
35,93,88.211,82.482,80.949,25,32,21,2,12,11,True,True,True,True,True,True
35,94,90.1,81.35,80.326,11,29,11,7,5,2,True,True,True,True,True,True
35,102,92.848,83.065,80.881,22,35,15,11,17,9,True,True,True,True,True,True
35,103,93.976,82.706,81.639,9,32,17,12,15,18,True,True,True,True,True,True
35,104,90.695,82.124,81.073,26,42,22,10,7,13,True,True,True,True,True,True
35,106,87.905,80.978,80.403,20,37,14,1,1,4,True,True,True,True,True,True
35,108,88.45,83.561,81.292,23,16,21,3,18,14,True,True,True,True,True,True
35,109,89.025,81.589,80.827,19,30,17,5,6,8,True,True,True,True,True,True
35,110,98.421,84.313,82.374,12,23,22,18,20,19,True,True,True,True,True,True
36,6,102.786,101.232,100.953,13,28,16,14,16,13,True,True,True,True,True,True
36,56,103.336,102.177,101.954,28,35,13,17,20,19,True,True,True,True,True,True
36,57,100.925,98.773,98.399,26,29,15,3,1,2,True,True,True,True,True,True
36,60,100.426,99.591,98.811,23,31,13,2,3,3,True,True,True,True,True,True
36,67,102.63,101.392,101.542,23,26,12,12,17,18,True,True,True,True,True,True
36,70,101.812,100.324,100.118,26,30,15,6,8,9,True,True,True,True,True,True
36,75,103.369,100.875,100.985,23,29,4,18,13,14,True,True,True,True,True,True
36,79,102.527,100.811,100.153,20,30,12,11,12,10,True,True,True,True,True,True
36,83,101.336,99.894,98.885,14,30,16,4,4,4,True,True,True,True,True,True
36,87,103.15,101.564,101.494,22,30,12,16,19,17,True,True,True,True,True,True
36,88,102.305,100.713,107.0517,26,32,3,9,11,20,True,True,False,True,True,True
36,93,101.966,100.145,99.507,20,33,14,7,7,7,True,True,True,True,True,True
36,94,100.259,98.957,99.366,22,29,9,1,2,6,True,True,True,True,True,True
36,102,102.677,101.128,101.169,15,35,14,13,14,16,True,True,True,True,True,True
36,103,102.791,101.128,100.209,28,31,11,15,15,11,True,True,True,True,True,True
36,104,102.377,100.637,100.339,24,32,15,10,10,12,True,True,True,True,True,True
36,106,103.618,100.018,98.192,12,31,15,19,6,1,True,True,True,True,True,True
36,108,102.18,100.361,99.709,19,35,13,8,9,8,True,True,True,True,True,True
36,109,101.467,99.943,99.258,24,30,14,5,5,5,True,True,True,True,True,True
36,110,103.993,101.445,101.156,29,35,13,20,18,15,True,True,True,True,True,True
37,6,96.77,95.374,95.714,22,34,19,15,15,17,True,True,True,True,True,True
37,56,98.67,97.838,96.942,29,36,19,20,20,20,True,True,True,True,True,True
37,57,95.411,93.96,93.129,22,32,19,5,4,3,True,True,True,True,True,True
37,60,95.005,94.201,93.049,20,32,15,3,5,2,True,True,True,True,True,True
37,67,96.516,95.593,94.308,23,31,17,10,16,6,True,True,True,True,True,True
37,70,95.74,95.026,94.421,21,33,13,7,8,8,True,True,True,True,True,True
37,75,96.321,94.998,94.86,27,31,7,9,7,15,True,True,True,True,True,True
37,79,96.287,95.37,94.586,20,28,14,8,14,12,True,True,True,True,True,True
37,83,95.198,93.808,93.354,28,22,18,4,3,4,True,True,True,True,True,True
37,87,96.596,95.351,94.546,21,26,15,13,13,10,True,True,True,True,True,True
37,88,98.55,95.337,96.081,5,38,4,19,12,19,True,True,True,True,True,True
37,93,96.523,95.635,94.607,28,29,18,11,17,13,True,True,True,True,True,True
37,94,94.544,93.162,94.227,25,29,12,2,1,5,True,True,True,True,True,True
37,102,97.328,96.004,94.766,18,29,15,17,18,14,True,True,True,True,True,True
37,103,96.714,95.176,94.898,26,31,16,14,9,16,True,True,True,True,True,True
37,104,96.538,94.971,94.564,25,26,16,12,6,11,True,True,True,True,True,True
37,106,94.462,93.497,92.733,20,33,14,1,2,1,True,True,True,True,True,True
37,108,96.844,95.223,94.527,30,33,15,16,11,9,True,True,True,True,True,True
37,109,95.484,95.216,94.371,22,18,21,6,10,7,True,True,True,True,True,True
37,110,98.52,96.785,96.011,27,38,18,18,19,18,True,True,True,True,True,True
38,6,91.307,89.477,0.0,27,29,0,12,11,1,True,True,False,True,True,False
38,56,93.484,90.916,0.0,27,35,0,19,19,2,True,True,False,True,True,False
38,57,88.807,87.885,0.0,25,34,0,2,2,3,True,True,False,True,True,False
38,60,89.72,88.376,0.0,26,37,0,3,5,4,True,True,False,True,True,False
38,67,91.283,89.553,0.0,25,28,0,11,13,5,True,True,False,True,True,False
38,70,91.426,90.334,0.0,29,29,0,13,18,6,True,True,False,True,True,False
38,75,90.81,89.299,0.0,21,28,0,8,8,7,True,True,False,True,True,False
38,79,91.563,89.859,0.0,25,30,0,14,17,8,True,True,False,True,True,False
38,83,88.731,87.785,0.0,26,33,0,1,1,9,True,True,False,True,True,False
38,87,91.785,89.749,0.0,22,31,0,15,16,10,True,True,False,True,True,False
38,88,91.92,89.512,0.0,23,35,0,16,12,11,True,True,False,True,True,False
38,93,90.702,89.051,0.0,21,29,0,7,7,12,True,True,False,True,True,False
38,94,90.046,88.066,0.0,22,24,0,5,3,13,True,True,False,True,True,False
38,102,96.887,89.651,0.0,4,33,0,20,15,14,True,True,False,True,True,False
38,103,90.959,89.597,0.0,27,27,0,9,14,15,True,True,False,True,True,False
38,104,0.0,89.354,0.0,0,34,0,21,9,16,False,True,False,False,True,False
38,106,89.912,88.141,0.0,20,28,0,4,4,17,True,True,False,True,True,False
38,108,91.001,89.358,0.0,24,35,0,10,10,18,True,True,False,True,True,False
38,109,90.375,88.402,0.0,24,34,0,6,6,19,True,True,False,True,True,False
38,110,92.8,91.071,0.0,23,36,0,18,20,20,True,True,False,True,True,False
38,130,92.018,0.0,0.0,30,0,0,17,21,21,True,False,False,True,False,False
39,6,79.205,78.681,77.74,22,37,19,13,14,12,True,True,True,True,True,True
39,56,0.0,80.18,82.002,0,37,13,21,19,18,False,True,True,False,True,True
39,57,77.327,77.57,76.381,25,35,16,1,5,4,True,True,True,True,True,True
39,60,78.218,76.607,76.172,20,35,11,6,1,2,True,True,True,True,True,True
39,67,79.85,78.766,78.527,22,37,14,18,15,16,True,True,True,True,True,True
39,70,79.011,78.261,86.1021,22,23,1,11,9,19,True,True,False,True,True,True
39,75,79.717,78.366,77.207,23,34,10,17,12,10,True,True,True,True,True,True
39,79,79.499,78.38,0.0,23,34,0,15,13,20,True,True,False,True,True,False
39,83,78.005,77.221,76.259,25,39,18,5,4,3,True,True,True,True,True,True
39,87,79.013,79.306,78.132,22,37,12,12,17,15,True,True,True,True,True,True
39,88,78.835,77.747,77.529,27,40,14,9,6,11,True,True,True,True,True,True
39,93,78.401,78.079,76.638,21,38,14,7,8,5,True,True,True,True,True,True
39,94,77.461,76.722,76.903,17,37,12,3,2,6,True,True,True,True,True,True
39,102,78.959,78.889,77.881,22,46,8,10,16,14,True,True,True,True,True,True
39,103,79.679,78.362,77.866,21,38,8,16,11,13,True,True,True,True,True,True
39,104,78.593,78.003,77.09,23,39,10,8,7,7,True,True,True,True,True,True
39,106,77.446,77.072,76.145,23,34,14,2,3,1,True,True,True,True,True,True
39,108,79.299,78.349,77.146,23,36,11,14,10,9,True,True,True,True,True,True
39,109,77.949,81.665,77.094,21,5,19,4,20,8,True,True,True,True,True,True
39,110,80.548,79.968,80.965,26,36,13,19,18,17,True,True,True,True,True,True
39,111,81.566,0.0,0.0,30,0,0,20,21,21,True,False,False,True,False,False
40,6,95.854,95.387,94.513,22,34,18,13,16,8,True,True,True,True,True,True
40,56,97.948,97.283,96.628,28,33,17,19,20,18,True,True,True,True,True,True
40,57,95.439,93.232,93.923,32,34,16,8,1,5,True,True,True,True,True,True
40,60,94.226,93.89,93.523,30,35,17,2,4,2,True,True,True,True,True,True
40,67,95.356,95.789,94.849,24,4,17,6,18,13,True,True,True,True,True,True
40,70,96.124,94.988,94.784,24,32,11,16,13,11,True,True,True,True,True,True
40,75,95.971,95.109,98.426,29,26,22,14,15,19,True,True,True,True,True,True
40,79,95.263,94.924,94.774,29,29,11,5,11,10,True,True,True,True,True,True
40,83,96.159,94.045,93.904,40,34,17,17,5,4,True,True,True,True,True,True
40,87,95.659,95.442,95.305,23,28,14,10,17,15,True,True,True,True,True,True
40,88,95.661,94.975,95.129,31,36,16,11,12,14,True,True,True,True,True,True
40,93,95.723,94.667,94.408,26,34,15,12,8,7,True,True,True,True,True,True
40,94,94.057,93.547,93.305,26,28,13,1,3,1,True,True,True,True,True,True
40,102,96.037,94.839,95.956,26,29,15,15,10,16,True,True,True,True,True,True
40,103,95.586,94.744,94.792,31,29,14,9,9,12,True,True,True,True,True,True
40,104,95.008,94.509,94.517,32,31,14,4,7,9,True,True,True,True,True,True
40,106,95.38,93.533,103.3473,23,33,1,7,2,20,True,True,False,True,True,True
40,108,96.263,95.025,93.818,23,30,14,18,14,3,True,True,True,True,True,True
40,109,94.316,94.434,93.983,28,32,14,3,6,6,True,True,True,True,True,True
40,110,0.0,96.749,96.256,0,37,15,21,19,17,False,True,True,False,True,True
40,111,101.112,0.0,0.0,7,0,0,20,21,21,True,False,False,True,False,False
41,6,79.532,70.21,69.619,12,39,21,14,8,11,True,True,True,True,True,True
41,56,0.0,75.4089,71.205,0,2,23,21,20,20,False,False,True,False,True,True
41,57,84.0105,69.44,68.32,3,39,17,20,5,1,False,True,True,True,True,True
41,60,77.041,69.217,68.664,13,30,22,3,1,4,True,True,True,True,True,True
41,67,84.0105,70.504,69.798,3,38,20,17,16,16,False,True,True,True,True,True
41,70,77.899,70.325,69.65,8,31,17,6,11,13,True,True,True,True,True,True
41,75,84.0105,70.443,69.995,1,31,19,18,15,17,False,True,True,True,True,True
41,79,77.985,70.194,69.761,9,32,17,7,7,15,True,True,True,True,True,True
41,83,76.693,69.373,69.201,10,37,20,2,4,6,True,True,True,True,True,True
41,87,79.247,70.143,69.713,10,38,18,12,6,14,True,True,True,True,True,True
41,88,78.274,70.424,69.415,16,34,22,9,14,7,True,True,True,True,True,True
41,93,77.786,70.31,69.588,16,38,21,5,10,10,True,True,True,True,True,True
41,94,84.0105,69.351,68.346,3,33,18,19,3,2,False,True,True,True,True,True
41,102,79.6,70.419,69.462,18,36,20,15,13,8,True,True,True,True,True,True
41,103,79.414,70.568,70.312,6,33,16,13,17,18,True,True,True,True,True,True
41,104,78.1,70.352,69.625,17,26,19,8,12,12,True,True,True,True,True,True
41,106,77.285,69.238,68.611,13,35,20,4,2,3,True,True,True,True,True,True
41,108,78.559,70.7,69.585,15,41,18,10,18,9,True,True,True,True,True,True
41,109,76.142,70.275,69.136,9,31,17,1,9,5,True,True,True,True,True,True
41,110,78.779,71.818,70.843,18,36,19,11,19,19,True,True,True,True,True,True
41,111,80.01,0.0,0.0,16,0,0,16,21,21,True,False,False,True,False,False
42,6,99.888,98.415,98.514,17,30,21,13,17,16,True,True,True,True,True,True
42,56,100.792,100.455,99.859,21,32,17,18,20,20,True,True,True,True,True,True
42,57,97.591,96.566,96.64,20,33,18,3,2,2,True,True,True,True,True,True
42,60,98.906,96.691,96.975,19,28,15,5,4,5,True,True,True,True,True,True
42,67,99.146,97.601,97.768,18,17,12,6,7,11,True,True,True,True,True,True
42,70,99.505,98.122,98.58,22,29,14,10,15,17,True,True,True,True,True,True
42,75,99.901,97.637,97.516,17,32,16,14,8,7,True,True,True,True,True,True
42,79,100.85,98.4,97.615,12,26,14,19,16,8,True,True,True,True,True,True
42,83,96.957,96.256,96.655,23,29,17,1,1,3,True,True,True,True,True,True
42,87,99.35,98.08,98.198,19,31,12,8,14,14,True,True,True,True,True,True
42,88,99.969,97.651,97.963,20,34,18,15,9,12,True,True,True,True,True,True
42,93,100.687,97.834,97.691,23,32,22,17,11,9,True,True,True,True,True,True
42,94,97.492,96.807,96.566,22,30,15,2,5,1,True,True,True,True,True,True
42,102,99.423,98.464,98.782,20,32,18,9,18,18,True,True,True,True,True,True
42,103,99.864,97.985,98.462,23,32,16,12,13,15,True,True,True,True,True,True
42,104,100.401,97.77,97.736,17,36,17,16,10,10,True,True,True,True,True,True
42,106,99.249,96.642,97.01,18,30,16,7,3,6,True,True,True,True,True,True
42,108,99.628,97.918,98.1,18,32,18,11,12,13,True,True,True,True,True,True
42,109,98.084,97.288,96.927,23,30,18,4,6,4,True,True,True,True,True,True
42,110,101.362,99.512,99.206,24,32,16,20,19,19,True,True,True,True,True,True
43,6,66.365,66.278,65.773,28,44,19,15,19,19,True,True,True,True,True,True
43,57,64.816,64.304,64.13,42,42,21,1,1,1,True,True,True,True,True,True
43,60,66.077,64.961,64.851,32,48,20,12,4,7,True,True,True,True,True,True
43,67,106.361,65.908,65.363,6,50,18,20,16,15,True,True,True,True,True,True
43,75,65.512,64.945,64.605,33,48,19,5,3,4,True,True,True,True,True,True
43,79,65.86,64.972,65.088,29,36,13,8,5,12,True,True,True,True,True,True
43,83,65.172,64.501,64.277,38,37,22,2,2,2,True,True,True,True,True,True
43,87,65.907,65.678,65.648,27,44,18,9,15,17,True,True,True,True,True,True
43,88,66.943,65.443,65.29,19,34,24,19,12,14,True,True,True,True,True,True
43,93,65.431,65.352,65.177,41,37,24,4,10,13,True,True,True,True,True,True
43,94,65.418,65.215,64.413,37,41,20,3,8,3,True,True,True,True,True,True
43,101,66.27,65.415,65.037,22,42,11,13,11,11,True,True,True,True,True,True
43,102,66.36,65.608,65.654,24,49,16,14,14,18,True,True,True,True,True,True
43,103,66.074,65.135,64.918,34,48,18,11,7,8,True,True,True,True,True,True
43,104,66.404,66.016,64.949,25,51,19,16,17,9,True,True,True,True,True,True
43,106,65.924,65.298,64.703,31,46,19,10,9,5,True,True,True,True,True,True
43,108,65.621,65.087,64.95,41,38,22,6,6,10,True,True,True,True,True,True
43,109,65.701,65.453,64.725,29,47,22,7,13,6,True,True,True,True,True,True
43,110,66.495,66.125,65.565,27,40,21,17,18,16,True,True,True,True,True,True
43,111,66.906,67.124,67.049,31,45,6,18,20,20,True,True,True,True,True,True
44,6,66.441,65.152,0.0,23,23,0,15,13,1,True,True,False,True,True,False
44,56,66.797,0.0,0.0,31,0,0,18,21,2,True,False,False,True,False,False
44,57,65.12,64.348,0.0,29,27,0,4,6,3,True,True,False,True,True,False
44,60,65.77,65.613,0.0,25,40,0,10,16,4,True,True,False,True,True,False
44,67,66.446,66.096,0.0,31,38,0,16,19,5,True,True,False,True,True,False
44,75,64.867,63.877,0.0,32,43,0,1,3,6,True,True,False,True,True,False
44,79,65.769,69.4008,0.0,31,2,0,9,20,7,True,False,False,True,True,False
44,83,65.089,63.703,0.0,31,36,0,3,2,8,True,True,False,True,True,False
44,87,73.0779,65.79,0.0,3,36,0,20,18,9,False,True,False,True,True,False
44,88,65.815,65.05,0.0,28,34,0,11,12,10,True,True,False,True,True,False
44,93,65.602,64.333,0.0,40,45,0,7,5,11,True,True,False,True,True,False
44,94,64.963,63.66,0.0,31,27,0,2,1,12,True,True,False,True,True,False
44,101,65.874,64.746,0.0,35,32,0,13,10,13,True,True,False,True,True,False
44,102,0.0,65.365,0.0,0,36,0,21,14,14,False,True,False,False,True,False
44,103,65.396,64.241,0.0,36,43,0,5,4,15,True,True,False,True,True,False
44,104,65.698,64.757,0.0,27,37,0,8,11,16,True,True,False,True,True,False
44,106,65.837,64.706,0.0,28,35,0,12,9,17,True,True,False,True,True,False
44,108,65.908,64.541,0.0,25,31,0,14,8,18,True,True,False,True,True,False
44,109,65.483,64.437,0.0,28,29,0,6,7,19,True,True,False,True,True,False
44,110,0.0,65.588,0.0,0,34,0,22,15,20,False,True,False,False,True,False
44,111,69.598,65.655,0.0,6,49,0,19,17,21,True,True,False,True,True,False
44,112,66.768,0.0,0.0,35,0,0,17,22,22,True,False,False,True,False,False
45,6,0.0,103.471,77.527,0,16,25,20,9,19,False,True,True,False,True,True
45,56,79.15,0.0,0.0,26,0,0,19,21,21,True,False,False,True,False,False
45,57,76.003,112.7931,75.479,37,1,20,1,16,2,True,False,True,True,True,True
45,60,77.238,100.464,76.351,26,12,18,6,1,8,True,True,True,True,True,True
45,67,77.89,103.335,76.866,35,6,15,14,8,15,True,True,True,True,True,True
45,75,76.53,102.47,75.598,20,5,16,3,5,3,True,True,True,True,True,True
45,79,77.2,112.7931,76.508,28,1,14,5,15,10,True,False,True,True,True,True
45,83,76.089,100.736,75.437,37,5,18,2,2,1,True,True,True,True,True,True
45,87,77.713,112.7931,77.086,35,1,14,12,20,16,True,False,True,True,True,True
45,88,78.292,107.422,77.292,35,7,15,16,13,17,True,True,True,True,True,True
45,93,77.675,101.784,76.545,32,6,21,11,3,11,True,True,True,True,True,True
45,94,77.435,102.82,76.084,28,4,18,8,7,6,True,True,True,True,True,True
45,101,77.615,112.7931,76.706,35,1,20,10,14,13,True,False,True,True,True,True
45,102,78.425,104.411,77.496,30,9,20,17,11,18,True,True,True,True,True,True
45,103,76.967,102.38,76.033,35,6,15,4,4,5,True,True,True,True,True,True
45,104,0.0,102.588,76.453,0,7,20,21,6,9,False,True,True,False,True,True
45,106,77.404,103.725,75.781,29,10,19,7,10,4,True,True,True,True,True,True
45,108,77.523,106.0,76.193,26,5,18,9,12,7,True,True,True,True,True,True
45,109,77.727,112.7931,76.582,28,3,19,13,19,12,True,False,True,True,True,True
45,110,78.574,112.7931,76.847,29,2,23,18,18,14,True,False,True,True,True,True
45,111,77.969,112.7931,77.65,31,2,17,15,17,20,True,False,True,True,True,True
46,6,89.746,88.159,87.976,24,35,20,16,10,19,True,True,True,True,True,True
46,57,87.896,87.581,86.011,27,27,22,2,5,2,True,True,True,True,True,True
46,60,95.23815,88.86,87.251,2,23,21,20,18,14,False,True,True,True,True,True
46,67,89.576,88.564,87.537,25,27,18,15,16,15,True,True,True,True,True,True
46,70,88.592,87.91,86.872,23,28,15,9,7,9,True,True,True,True,True,True
46,79,88.575,88.112,86.841,22,30,15,8,9,8,True,True,True,True,True,True
46,83,88.519,87.431,85.873,29,30,19,6,3,1,True,True,True,True,True,True
46,87,89.532,88.898,87.86,23,27,15,14,19,18,True,True,True,True,True,True
46,88,88.868,88.426,87.076,21,29,18,10,15,11,True,True,True,True,True,True
46,93,88.988,87.82,86.664,24,35,22,12,6,5,True,True,True,True,True,True
46,94,87.422,88.39,86.173,27,23,15,1,14,3,True,True,True,True,True,True
46,101,88.559,88.219,87.158,26,35,16,7,12,12,True,True,True,True,True,True
46,102,89.925,88.256,87.825,17,31,16,18,13,17,True,True,True,True,True,True
46,103,88.004,87.274,86.576,22,29,14,3,1,4,True,True,True,True,True,True
46,104,88.909,87.997,87.046,24,31,20,11,8,10,True,True,True,True,True,True
46,106,88.221,87.57,86.771,22,30,19,5,4,6,True,True,True,True,True,True
46,108,88.99,88.169,86.798,22,26,23,13,11,7,True,True,True,True,True,True
46,109,88.129,87.364,87.178,24,13,10,4,2,13,True,True,True,True,True,True
46,110,89.899,88.771,87.738,23,26,17,17,17,16,True,True,True,True,True,True
46,111,90.703,89.958,88.112,20,35,16,19,20,20,True,True,True,True,True,True
47,6,88.655,87.535,88.538,24,30,12,18,17,19,True,True,True,True,True,True
47,56,88.96,0.0,0.0,22,0,0,19,21,21,True,False,False,True,False,False
47,57,86.304,85.606,86.621,23,22,15,2,1,1,True,True,True,True,True,True
47,60,87.498,87.198,87.811,21,30,20,7,14,13,True,True,True,True,True,True
47,67,87.908,87.294,88.076,26,28,15,13,15,15,True,True,True,True,True,True
47,70,86.942,86.746,87.256,25,26,16,4,6,4,True,True,True,True,True,True
47,79,88.511,86.421,87.815,23,29,12,17,3,14,True,True,True,True,True,True
47,83,86.166,85.782,86.784,21,22,16,1,2,2,True,True,True,True,True,True
47,87,89.319,87.582,88.763,17,28,16,20,18,20,True,True,True,True,True,True
47,88,87.653,87.002,87.754,27,33,18,9,12,12,True,True,True,True,True,True
47,93,88.138,86.918,87.627,28,24,22,14,9,10,True,True,True,True,True,True
47,94,86.893,86.437,87.455,24,15,12,3,4,7,True,True,True,True,True,True
47,101,87.701,86.928,87.496,23,25,15,10,10,9,True,True,True,True,True,True
47,102,0.0,87.955,88.468,0,26,13,21,20,18,False,True,True,False,True,True
47,103,87.539,86.501,87.263,26,24,15,8,5,5,True,True,True,True,True,True
47,104,87.707,87.128,87.659,23,31,15,11,13,11,True,True,True,True,True,True
47,106,87.062,86.812,87.328,20,32,18,5,7,6,True,True,True,True,True,True
47,108,87.846,86.867,87.202,26,26,20,12,8,3,True,True,True,True,True,True
47,109,87.28,86.96,87.474,22,25,15,6,11,8,True,True,True,True,True,True
47,110,88.17,87.32,88.349,24,31,17,15,16,17,True,True,True,True,True,True
47,111,88.226,87.683,88.125,24,32,14,16,19,16,True,True,True,True,True,True
48,6,78.981,78.9,78.721,24,42,11,16,17,14,True,True,True,True,True,True
48,57,76.824,76.883,77.222,29,37,12,2,1,1,True,True,True,True,True,True
48,60,77.981,78.404,78.707,27,36,15,5,12,12,True,True,True,True,True,True
48,67,78.291,78.133,78.71,29,29,14,6,5,13,True,True,True,True,True,True
48,75,78.471,78.293,78.096,31,39,16,7,8,5,True,True,True,True,True,True
48,79,79.23,77.868,78.384,31,34,12,18,4,10,True,True,True,True,True,True
48,83,76.785,77.17,77.373,33,38,13,1,2,2,True,True,True,True,True,True
48,87,78.62,78.761,78.94,28,36,15,9,16,17,True,True,True,True,True,True
48,88,79.145,78.642,78.852,21,39,15,17,15,16,True,True,True,True,True,True
48,93,78.733,78.214,78.046,33,33,18,11,7,4,True,True,True,True,True,True
48,94,77.724,77.704,77.737,26,33,10,3,3,3,True,True,True,True,True,True
48,101,78.736,78.303,78.602,31,40,18,12,9,11,True,True,True,True,True,True
48,102,78.917,78.964,79.175,24,40,13,15,18,18,True,True,True,True,True,True
48,103,78.643,78.357,78.309,31,39,16,10,11,8,True,True,True,True,True,True
48,104,78.888,78.312,78.211,26,40,13,14,10,7,True,True,True,True,True,True
48,106,77.97,78.147,78.193,27,35,15,4,6,6,True,True,True,True,True,True
48,108,78.744,78.506,78.803,32,38,23,13,14,15,True,True,True,True,True,True
48,109,78.606,78.491,78.371,27,35,13,8,13,9,True,True,True,True,True,True
48,110,0.0,79.391,79.297,0,38,16,21,20,19,False,True,True,False,True,True
48,111,80.334,79.155,79.764,30,32,16,19,19,20,True,True,True,True,True,True
48,131,80.664,0.0,0.0,25,0,0,20,21,21,True,False,False,True,False,False
49,6,105.704,104.896,104.932,19,23,11,13,14,16,True,True,True,True,True,True
49,57,104.562,103.84,103.255,17,23,9,2,3,1,True,True,True,True,True,True
49,60,106.179,105.683,105.42,15,21,12,15,17,20,True,True,True,True,True,True
49,67,111.8985,105.834,104.844,2,12,16,19,19,15,False,True,True,True,True,True
49,75,104.629,104.137,104.18,22,23,12,4,5,10,True,True,True,True,True,True
49,79,105.225,103.792,103.973,21,12,8,9,2,7,True,True,True,True,True,True
49,83,104.493,104.162,103.813,18,27,9,1,6,5,True,True,True,True,True,True
49,87,111.8985,106.242,104.841,1,12,10,18,20,14,False,True,True,True,True,True
49,88,105.447,104.826,104.543,25,26,14,11,12,12,True,True,True,True,True,True
49,93,105.222,104.474,104.006,24,23,13,8,9,9,True,True,True,True,True,True
49,94,104.574,103.744,103.896,20,21,10,3,1,6,True,True,True,True,True,True
49,101,105.099,104.208,103.485,20,23,9,7,8,2,True,True,True,True,True,True
49,102,111.8985,104.861,105.19,2,29,13,20,13,19,False,True,True,True,True,True
49,103,104.868,104.678,103.988,22,23,12,5,11,8,True,True,True,True,True,True
49,104,105.503,104.6,104.508,17,27,14,12,10,11,True,True,True,True,True,True
49,106,105.759,105.44,105.147,18,19,12,14,15,17,True,True,True,True,True,True
49,108,105.274,104.168,103.641,28,22,12,10,7,3,True,True,True,True,True,True
49,109,105.049,104.134,103.731,22,21,13,6,4,4,True,True,True,True,True,True
49,110,106.57,105.463,105.157,21,25,11,17,16,18,True,True,True,True,True,True
49,111,106.488,105.774,104.771,19,26,11,16,18,13,True,True,True,True,True,True
50,6,82.619,82.147,81.459,27,34,15,17,17,17,True,True,True,True,True,True
50,57,80.948,80.192,80.439,27,32,11,2,1,5,True,True,True,True,True,True
50,60,82.988,81.733,81.263,24,28,13,19,12,15,True,True,True,True,True,True
50,67,82.409,82.254,81.205,20,34,14,14,18,14,True,True,True,True,True,True
50,75,81.747,81.594,80.897,25,31,13,7,10,10,True,True,True,True,True,True
50,79,81.789,82.08,80.419,22,29,9,9,15,4,True,True,True,True,True,True
50,83,80.703,80.454,80.089,28,29,14,1,2,1,True,True,True,True,True,True
